# Date : 2017-03-24
# Equipment : MACSQuant (Bjorkman lab)
# User : mrazomej
# Description :
# IPTG titration with all the O1+11 YFP DNA mutant strains 
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# Nathan prepared the plate in the morning and I ran it over the flow cytometer. This was the first run
# after the machine went down and everything seemed okay. Good flow rates, no fatal-errors. Everything
# run smoothly
date,username,operator,class,strain,repressors,IPTG_uM,mean_YFP,mean_YFP_bgcorr,fold_change
20170324,mrazomej,O1,dna,Q21A,260,5000.0,14985.763075088867,11943.131257296325,0.9456853145741412
20170324,mrazomej,O1,dna,Q21A,260,500.0,16802.919224421836,13619.327936247962,0.9301049050663293
20170324,mrazomej,O1,dna,Q21A,260,50.0,10992.543400868437,7851.889648638397,0.5038868351677169
20170324,mrazomej,O1,dna,Q21A,260,5.0,4410.233905013467,1236.2827922832344,0.08081016693462119
20170324,mrazomej,O1,dna,Q21A,260,75.0,13083.241262753976,9948.292236465644,0.6457996032279832
20170324,mrazomej,O1,dna,Q21M,260,0.1,3192.6541669062017,-17.474728033216707,-0.0011561483104322763
20170324,mrazomej,O1,dna,Q21M,260,0.0,3269.7061336812085,-81.18821803191986,-0.005425161262764676
20170324,mrazomej,O1,dna,Q21M,260,1000.0,8715.784738528613,5538.216401753334,0.39766304911686706
20170324,mrazomej,O1,dna,Q21M,260,100.0,4952.864356106218,1799.8937338147953,0.11851502928090606
20170324,mrazomej,O1,dna,Q21M,260,10.0,3227.9793378590985,88.57926069314135,0.005997041204669327
20170324,mrazomej,O1,dna,Q21M,260,250.0,6169.501473357296,2988.076490219369,0.19610578856401392
20170324,mrazomej,O1,dna,Q21M,260,25.0,3379.413597429807,264.10603749261145,0.017891365324569294
20170324,mrazomej,O1,dna,Q21M,260,5000.0,9015.985542304523,5973.353724511981,0.47298424293684993
20170324,mrazomej,O1,dna,Q21M,260,500.0,8174.857633944248,4991.266345770375,0.340868604708293
20170324,mrazomej,O1,dna,Q21M,260,50.0,3828.775528642238,688.1217764121984,0.04415949785876801
20170324,mrazomej,O1,dna,Q21M,260,5.0,3181.1330492934294,7.181936563196814,0.0004694504333542722
20170324,mrazomej,O1,dna,Q21M,260,75.0,4325.36819514931,1190.419168860978,0.07727680376210269
20170324,mrazomej,O1,NA,wt,260,0.1,3281.5067189631195,71.37782402370112,0.00472243977076327
20170324,mrazomej,O1,NA,wt,260,0.0,3327.1309628950676,-23.763388818060776,-0.001587917799071196
20170324,mrazomej,O1,NA,wt,260,1000.0,12634.509681037764,9456.941344262485,0.6790410228621976
20170324,mrazomej,O1,NA,wt,260,100.0,7576.513868500773,4423.54324620935,0.29127072754385186
20170324,mrazomej,O1,NA,wt,260,10.0,3394.4954945494387,255.09541738348162,0.0172706084607174
20170324,mrazomej,O1,NA,wt,260,250.0,10897.076977646877,7715.651994508949,0.5063739243695202
20170324,mrazomej,O1,NA,wt,260,25.0,4053.919955314019,938.6123953768233,0.06358452621260359
20170324,mrazomej,O1,NA,wt,260,5000.0,11935.254858525403,8892.623040732862,0.7041388758519326
20170324,mrazomej,O1,NA,wt,260,500.0,12608.645750103691,9425.054461929818,0.6436653428563578
20170324,mrazomej,O1,NA,wt,260,50.0,5487.93446881668,2347.2807165866407,0.1506342937124896
20170324,mrazomej,O1,NA,wt,260,5.0,3306.8191695726,132.86805684236742,0.00868497880964646
20170324,mrazomej,O1,NA,wt,260,75.0,6852.343638288091,3717.394611999759,0.24131699274690663
20170324,mrazomej,O1,dna,Y20I,260,0.1,5093.866459240688,1883.7375643012692,0.12463026595463557
20170324,mrazomej,O1,dna,Y20I,260,0.0,4915.563592159802,1564.669240446674,0.10455436956349212
20170324,mrazomej,O1,dna,Y20I,260,1000.0,16966.540601728902,13788.972264953623,0.9900957920917286
20170324,mrazomej,O1,dna,Y20I,260,100.0,17321.003490297477,14168.032868006054,0.9329022034238355
20170324,mrazomej,O1,dna,Y20I,260,10.0,8320.199453247462,5180.799376081504,0.3507532924565447
20170324,mrazomej,O1,dna,Y20I,260,250.0,17645.24385108255,14463.818867944621,0.9492523414409336
20170324,mrazomej,O1,dna,Y20I,260,25.0,12624.020680440755,9508.71312050356,0.6441498339855779
20170324,mrazomej,O1,dna,Y20I,260,5000.0,15371.078531789373,12328.446713996833,0.9761955016456838
20170324,mrazomej,O1,dna,Y20I,260,500.0,17884.435631693486,14700.844343519613,1.0039649163695157
20170324,mrazomej,O1,dna,Y20I,260,50.0,15914.314472883378,12773.660720653337,0.8197363643734275
20170324,mrazomej,O1,dna,Y20I,260,5.0,6823.040470062495,3649.0893573322624,0.23852432628360273
20170324,mrazomej,O1,dna,Y20I,260,75.0,16939.64313889576,13804.694112607429,0.8961403393365567
