,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
73,20180320,gchure,Y20I,O2,R60,250.0,17345.300638369088,60.0,1.0064751172787916
80,20180320,gchure,wt,O2,R260,250.0,15612.01015570343,260.0,0.8108236660915137
2,20180320,gchure,delta,O2,R0,500.0,16978.12310004834,0.0,1.0
13,20180320,gchure,Y20I,O2,R60,500.0,16665.08756639879,60.0,0.9627584558128882
21,20180320,gchure,wt,O2,R260,500.0,15755.157230222456,260.0,0.8545048961392375
27,20180320,gchure,Y20I,O2,R1220,500.0,15524.103133730909,1220.0,0.8270166067307372
47,20180320,gchure,Y20I,O2,R124,500.0,16405.1546098146,124.0,0.9318344754728347
77,20180320,gchure,auto,O2,R0,500.0,8572.576539552047,0.0,0.0
83,20180320,gchure,Y20I,O2,R260,500.0,15882.491039818198,260.0,0.8696536801807389
14,20180320,gchure,delta,O2,R0,1000.0,16616.53591627614,0.0,1.0
34,20180320,gchure,Y20I,O2,R124,1000.0,16136.961868465865,124.0,0.9415939482559185
43,20180320,gchure,Y20I,O2,R60,1000.0,16371.396039713447,60.0,0.9701450643953055
57,20180320,gchure,wt,O2,R260,1000.0,15159.62144854684,260.0,0.8225662498264251
60,20180320,gchure,Y20I,O2,R260,1000.0,16069.739108456813,260.0,0.9334070665482954
66,20180320,gchure,auto,O2,R0,1000.0,8405.502410508094,0.0,0.0
72,20180320,gchure,Y20I,O2,R1220,1000.0,15949.18087604968,1220.0,0.9187245990705482
10,20180320,gchure,Y20I,O2,R1220,5000.0,14465.869696762755,1220.0,0.9424408935592676
30,20180320,gchure,Y20I,O2,R60,5000.0,15361.715080148277,60.0,1.0763002879501313
35,20180320,gchure,Y20I,O2,R260,5000.0,15053.000499070755,260.0,1.0301714049653288
38,20180320,gchure,wt,O2,R260,5000.0,14306.205825753183,260.0,0.9185835299161436
41,20180320,gchure,auto,O2,R0,5000.0,8158.6446607407715,0.0,0.0
61,20180320,gchure,Y20I,O2,R124,5000.0,14975.05056452408,124.0,1.0185239363008225
75,20180320,gchure,delta,O2,R0,5000.0,14851.080312807835,0.0,1.0
