,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
36,20180130,sbarnes,wt,O2,R260,10.0,5299.157799299941,260.0,0.06796804297733405
47,20180130,sbarnes,Q21A,O2,R60,10.0,16193.168869947378,60.0,0.8030066398982442
49,20180130,sbarnes,auto,O2,R0,10.0,4291.803062083346,0.0,0.0
62,20180130,sbarnes,Q21A,O2,R260,10.0,10446.512038714403,260.0,0.41526932745906986
20,20180130,sbarnes,Q21A,O2,R1220,25.0,11253.45740290427,1220.0,0.46311135481653964
21,20180130,sbarnes,Q21A,O2,R124,25.0,15225.8017880161,124.0,0.7265199026643568
25,20180130,sbarnes,delta,O2,R0,25.0,19350.03062556588,0.0,1.0
33,20180130,sbarnes,wt,O2,R260,25.0,6345.561252793574,260.0,0.1376658061541829
43,20180130,sbarnes,Q21A,O2,R60,25.0,16837.063295066066,60.0,0.8333636233059569
52,20180130,sbarnes,auto,O2,R0,25.0,4269.485906846923,0.0,0.0
65,20180130,sbarnes,Q21A,O2,R260,25.0,16907.500086894375,260.0,0.8380343293807102
3,20180130,sbarnes,auto,O2,R0,50.0,4261.770683198925,0.0,0.0
11,20180130,sbarnes,Q21A,O2,R60,50.0,14843.36418398332,60.0,0.9847274832254183
19,20180130,sbarnes,Q21A,O2,R260,50.0,14405.570387821492,260.0,0.9439862108419931
57,20180130,sbarnes,Q21A,O2,R124,50.0,14796.009459610248,124.0,0.9803206329200014
58,20180130,sbarnes,Q21A,O2,R1220,50.0,12816.513261390464,1220.0,0.7961078950953292
71,20180130,sbarnes,delta,O2,R0,50.0,15007.478182013718,0.0,1.0
81,20180130,sbarnes,wt,O2,R260,50.0,9150.891057411687,260.0,0.4549835713238995
0,20180130,sbarnes,Q21A,O2,R124,75.0,14708.033606432022,124.0,0.9668521132272095
14,20180130,sbarnes,Q21A,O2,R1220,75.0,12803.687481245595,1220.0,0.7905590530378812
30,20180130,sbarnes,wt,O2,R260,75.0,11079.701354913186,260.0,0.6309626509366966
39,20180130,sbarnes,delta,O2,R0,75.0,15066.102436062012,0.0,1.0
46,20180130,sbarnes,Q21A,O2,R260,75.0,14569.054771292203,260.0,0.9539862776397066
56,20180130,sbarnes,auto,O2,R0,75.0,4263.940835705916,0.0,0.0
60,20180130,sbarnes,Q21A,O2,R60,75.0,15061.198128523061,60.0,0.9995459883197093
1,20180130,sbarnes,Q21A,O2,R124,100.0,14971.117867691317,124.0,1.0227626727685362
31,20180130,sbarnes,wt,O2,R260,100.0,11526.569586969787,260.0,0.6945477714865756
35,20180130,sbarnes,Q21A,O2,R1220,100.0,13610.768876301168,1220.0,0.8931413774547114
37,20180130,sbarnes,Q21A,O2,R260,100.0,14370.90518640003,260.0,0.9655712125585678
45,20180130,sbarnes,auto,O2,R0,100.0,4237.4327354476,0.0,0.0
64,20180130,sbarnes,Q21A,O2,R60,100.0,14891.664668090707,60.0,1.0151919488482466
83,20180130,sbarnes,delta,O2,R0,100.0,14732.228271139666,0.0,1.0
8,20180130,sbarnes,wt,O2,R260,250.0,13062.398736421666,260.0,0.9127596901938324
17,20180130,sbarnes,Q21A,O2,R1220,250.0,13959.26714912521,1220.0,1.0058883247777877
23,20180130,sbarnes,Q21A,O2,R260,250.0,14692.328900523815,260.0,1.0820076740674822
27,20180130,sbarnes,Q21A,O2,R124,250.0,14372.928476734052,124.0,1.0488419109167741
61,20180130,sbarnes,delta,O2,R0,250.0,13902.560073793009,0.0,1.0
67,20180130,sbarnes,auto,O2,R0,250.0,4272.13419339402,0.0,0.0
78,20180130,sbarnes,Q21A,O2,R60,250.0,14624.637736465435,60.0,1.0749787882322095
5,20180130,sbarnes,auto,O2,R0,500.0,4280.853746256138,0.0,0.0
22,20180130,sbarnes,Q21A,O2,R60,500.0,14283.281044131641,60.0,1.0598050504060195
38,20180130,sbarnes,delta,O2,R0,500.0,13718.841698892802,0.0,1.0
48,20180130,sbarnes,Q21A,O2,R124,500.0,14046.278600093277,124.0,1.03469350701057
70,20180130,sbarnes,wt,O2,R260,500.0,13180.055704330067,260.0,0.9429130448919236
73,20180130,sbarnes,Q21A,O2,R1220,500.0,13455.026759385326,1220.0,0.9720475443673591
82,20180130,sbarnes,Q21A,O2,R260,500.0,14041.4345331929,260.0,1.0341802549355847
15,20180130,sbarnes,Q21A,O2,R124,1000.0,13624.982520051819,124.0,1.0721922008101905
34,20180130,sbarnes,Q21A,O2,R60,1000.0,13301.747245392622,60.0,1.0349771383801611
42,20180130,sbarnes,delta,O2,R0,1000.0,12997.949691583299,0.0,1.0
66,20180130,sbarnes,auto,O2,R0,1000.0,4312.346240912346,0.0,0.0
68,20180130,sbarnes,Q21A,O2,R1220,1000.0,13217.643185150551,1220.0,1.025293981565585
69,20180130,sbarnes,wt,O2,R260,1000.0,12725.921941481256,260.0,0.9686806159586956
75,20180130,sbarnes,Q21A,O2,R260,1000.0,13500.236688911895,260.0,1.0578298330313243
2,20180130,sbarnes,auto,O2,R0,5000.0,4281.278548262756,0.0,0.0
12,20180130,sbarnes,Q21A,O2,R1220,5000.0,11919.614912164676,1220.0,0.877242405814865
13,20180130,sbarnes,wt,O2,R260,5000.0,12265.119258406481,260.0,0.9169226515486132
18,20180130,sbarnes,Q21A,O2,R260,5000.0,12695.536855203403,260.0,0.9663549559314885
55,20180130,sbarnes,Q21A,O2,R60,5000.0,13098.773682188752,60.0,1.0126656219411063
59,20180130,sbarnes,delta,O2,R0,5000.0,12988.491415847193,0.0,1.0
76,20180130,sbarnes,Q21A,O2,R124,5000.0,12742.399934350293,124.0,0.971737054642013
