,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,run_no,fold_change
58,20180522,gchure,Y20I,O1,R124,50.0,6981.551902615399,124.0,1.0,0.15454254513591947
59,20180522,gchure,Y20I,O1,R1220,100.0,5084.5419374684425,1220.0,1.0,0.01147419004373966
60,20180522,gchure,Y20I,O1,R1220,5000.0,5498.638789011931,1220.0,1.0,0.042704471638274163
61,20180522,gchure,Y20I,O1,R124,0.1,7361.531561417191,124.0,1.0,0.18319978244729482
62,20180522,gchure,Y20I,O1,R60,25.0,8247.224478334905,60.0,1.0,0.24999681096495774
63,20180522,gchure,auto,O1,R0,1000.0,4809.538816790447,0.0,1.0,-0.009265945666390465
64,20180522,gchure,delta,O1,R0,50.0,17414.47354322252,0.0,1.0,0.9413707460155272
65,20180522,gchure,Y20I,O1,R60,10.0,8131.460960837524,60.0,1.0,0.2412661789006438
66,20180522,gchure,Y20I,O1,R260,500.0,5984.102678861668,260.0,1.0,0.0793170996441964
67,20180522,gchure,Y20I,O1,R260,5.0,5984.692716049814,260.0,1.0,0.07936159896233506
68,20180522,gchure,Y20I,O1,R260,75.0,5740.078944875166,260.0,1.0,0.06091336172698624
69,20180522,gchure,delta,O1,R0,5000.0,18585.60904636874,0.0,1.0,1.0296952319716155
70,20180522,gchure,Y20I,O1,R1220,5.0,5224.824259778036,1220.0,1.0,0.022053976903103796
71,20180522,gchure,auto,O1,R0,250.0,4653.497680735853,0.0,1.0,-0.02103422789590231
