,Unnamed: 0,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
42,25,20180927,mrazomej,Q294K,O1,R260,100.0,4550.014334673502,260.0,0.10937031643198772
43,51,20180927,mrazomej,delta,O1,R0,100.0,16397.635183902876,0.0,1.0
44,16,20180927,mrazomej,wt,O2,R260,100.0,10271.471881202297,260.0,0.3854107163677216
45,56,20180927,mrazomej,delta,O2,R0,100.0,21715.141938753364,0.0,1.0
47,83,20180927,mrazomej,Q294K,O2,R260,100.0,8000.731371625863,260.0,0.2634592116426696
48,0,20180927,mrazomej,Q294K,O1,R260,250.0,5121.061281351398,260.0,0.15726775701513
49,68,20180927,mrazomej,delta,O1,R0,250.0,16012.682557501987,0.0,1.0
50,38,20180927,mrazomej,wt,O2,R260,250.0,12626.962317987038,260.0,0.5333104922863277
52,61,20180927,mrazomej,Q294K,O2,R260,250.0,9227.249579124207,260.0,0.3432270874295205
53,71,20180927,mrazomej,delta,O2,R0,250.0,20973.878586995444,0.0,1.0
54,9,20180927,mrazomej,delta,O1,R0,500.0,16396.292607721618,0.0,1.0
55,64,20180927,mrazomej,Q294K,O1,R260,500.0,5838.805292812328,260.0,0.2103526482559656
56,14,20180927,mrazomej,delta,O2,R0,500.0,20349.467642540734,0.0,1.0
58,35,20180927,mrazomej,Q294K,O2,R260,500.0,11322.146449084097,260.0,0.4788838822906482
59,62,20180927,mrazomej,wt,O2,R260,500.0,15509.89911788402,260.0,0.7206284005065079
60,5,20180927,mrazomej,Q294K,O1,R260,1000.0,7184.811592700185,260.0,0.3175066802327908
61,21,20180927,mrazomej,delta,O1,R0,1000.0,16056.177833583415,0.0,1.0
62,17,20180927,mrazomej,delta,O2,R0,1000.0,20602.913286815292,0.0,1.0
63,42,20180927,mrazomej,wt,O2,R260,1000.0,18724.22746162845,260.0,0.8929230977656302
65,60,20180927,mrazomej,Q294K,O2,R260,1000.0,14084.621920618132,260.0,0.6284858074744797
66,43,20180927,mrazomej,delta,O1,R0,5000.0,14991.208439253196,0.0,1.0
67,66,20180927,mrazomej,Q294K,O1,R260,5000.0,10107.107346537085,260.0,0.5931284256141979
68,23,20180927,mrazomej,wt,O2,R260,5000.0,18223.430259905297,260.0,0.9938321977693628
70,36,20180927,mrazomej,Q294K,O2,R260,5000.0,16428.04869128461,260.0,0.8767228647517112
71,80,20180927,mrazomej,delta,O2,R0,5000.0,18317.98769745909,0.0,1.0
