,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
53,20181130,gchure,delta,O3,R260,75.0,27443.081484090046,260.0,1.0
4,20181130,gchure,Q294V,O1,R260,100.0,6586.862796898122,260.0,-0.009091295679313625
7,20181130,gchure,delta,O1,R0,100.0,12538.241040601628,0.0,1.0
83,20181130,gchure,F164T,O1,R260,100.0,8038.775180326166,260.0,0.2370890155378937
9,20181130,gchure,F164T,O3,R260,100.0,7519.989532944429,260.0,0.0319027121682236
69,20181130,gchure,delta,O3,R260,100.0,34208.935185746894,260.0,1.0
70,20181130,gchure,Q294V,O3,R260,100.0,7882.902187066654,260.0,0.04506676745710931
25,20181130,gchure,Q294V,O1,R260,250.0,6963.685252967651,260.0,-0.022524625201130317
27,20181130,gchure,delta,O1,R0,250.0,12126.70861882511,0.0,1.0
63,20181130,gchure,F164T,O1,R260,250.0,9346.06723313697,260.0,0.44930051846718394
31,20181130,gchure,F164T,O3,R260,250.0,8432.090707295742,260.0,0.07157873081828175
40,20181130,gchure,delta,O3,R260,250.0,26003.04183064783,260.0,1.0
42,20181130,gchure,Q294V,O3,R260,250.0,8669.672734199139,260.0,0.0841321893877082
34,20181130,gchure,F164T,O1,R260,500.0,10323.14551506155,260.0,0.8491480343267996
49,20181130,gchure,delta,O1,R0,500.0,10906.35562925507,0.0,1.0
50,20181130,gchure,Q294V,O1,R260,500.0,7884.678003604794,260.0,0.2184188882073791
19,20181130,gchure,Q294V,O3,R260,500.0,10307.026281981625,260.0,0.23539280502507245
21,20181130,gchure,delta,O3,R260,500.0,20918.238824657397,260.0,1.0
60,20181130,gchure,F164T,O3,R260,500.0,8715.428062743336,260.0,0.12070775418431276
1,20181130,gchure,Q294V,O1,R260,1000.0,8797.693914554487,260.0,0.18533626456762892
14,20181130,gchure,F164T,O1,R260,1000.0,13368.45015397153,260.0,0.7464748290213596
67,20181130,gchure,delta,O1,R0,1000.0,15433.540366097634,0.0,1.0
20,20181130,gchure,Q294V,O3,R260,1000.0,10067.74696280344,260.0,0.20472143975800894
22,20181130,gchure,delta,O3,R260,1000.0,20866.049212232185,260.0,1.0
37,20181130,gchure,F164T,O3,R260,1000.0,9712.656935575043,260.0,0.17856959856228508
33,20181130,gchure,delta,O1,R0,5000.0,15784.320018463575,0.0,1.0
68,20181130,gchure,Q294V,O1,R260,5000.0,11164.640524610822,260.0,0.43930404797863226
82,20181130,gchure,F164T,O1,R260,5000.0,14166.512828785084,260.0,0.8036448321553824
43,20181130,gchure,delta,O3,R260,5000.0,29209.540708025455,260.0,1.0
44,20181130,gchure,Q294V,O3,R260,5000.0,11105.518421215049,260.0,0.16434266237975736
62,20181130,gchure,F164T,O3,R260,5000.0,11488.247365780004,260.0,0.1820089160872755
