parameter,mean,median,mode,hpd_min,hpd_max,true_mu,true_sig,true_bohr
delta_bohr,-2.849551124318921,-3.1046641493404987,-3.4431988995250196,-4.640041426492267,-0.37982451521256966,0.0006912055202312531,0.09964404254127854,-7.276381909547739
empirical_bohr,-4.4268307852288,-4.17171776020724,-3.8331830100227196,-6.8965573943351695,-2.6363404830554713,0.0006912055202312531,0.09964404254127854,-7.276381909547739
fc_mu,0.018477171168469607,0.015191402692301792,0.02118222696515082,2.229781785767493e-06,0.04785096172671233,0.0006912055202312531,0.09964404254127854,-7.276381909547739
fc_sigma,0.08130573052851967,0.07764952724157144,0.07604097466991705,0.04784074069383837,0.11986730974842323,0.0006912055202312531,0.09964404254127854,-7.276381909547739
delta_bohr,-3.403033510286888,-3.6027626337089877,-4.063808226618116,-5.370745253211645,-0.8956302131616125,0.0007490317302257134,0.16280920290275314,-7.1959798994974875
empirical_bohr,-3.7929463892106057,-3.5932172657884998,-3.132171672879371,-6.300349686335875,-1.8252346462858426,0.0007490317302257134,0.16280920290275314,-7.1959798994974875
fc_mu,0.03582052155527057,0.026773161150626723,0.04179953987787477,1.122788061480584e-05,0.09710526599487201,0.0007490317302257134,0.16280920290275314,-7.1959798994974875
fc_sigma,0.1609659572062552,0.15658025262113762,0.15383958819905535,0.10472053328227968,0.22653162639929517,0.0007490317302257134,0.16280920290275314,-7.1959798994974875
delta_bohr,-1.811729125923502,-2.001137153975994,-2.267864165968909,-3.306768205959038,0.19343235058678498,0.0008116917478143349,0.022266578470295322,-7.115577889447236
empirical_bohr,-5.303848763523748,-5.114440735471241,-4.847713723478327,-7.309010240034021,-3.8088096834881977,0.0008116917478143349,0.022266578470295322,-7.115577889447236
fc_mu,0.0067928523710103295,0.005973441290343606,0.007785210793103681,4.260034385472622e-06,0.0155087690852308,0.0008116917478143349,0.022266578470295322,-7.115577889447236
fc_sigma,0.019810859520335667,0.01872010154184827,0.01794154469291734,0.011397020132784935,0.03069854501814572,0.0008116917478143349,0.022266578470295322,-7.115577889447236
delta_bohr,-2.439318928388375,-2.645030239555556,-3.003551895718812,-4.2856202371505265,-0.15589503676097305,0.0008795889556935494,0.05367116002125308,-7.035175879396985
empirical_bohr,-4.59585695100862,-4.390145639841429,-4.031623983678173,-6.879280842636012,-2.749555642246459,0.0008795889556935494,0.05367116002125308,-7.035175879396985
fc_mu,0.015064814087995843,0.012247072877832166,0.01743607646906975,1.3333546744931368e-05,0.03819177519080186,0.0008795889556935494,0.05367116002125308,-7.035175879396985
fc_sigma,0.059530189402475744,0.05651553307735241,0.05480505892397654,0.033940506161056115,0.09067797026717646,0.0008795889556935494,0.05367116002125308,-7.035175879396985
delta_bohr,-2.730458412476786,-2.9870602317482446,-3.3698596945529897,-5.001842486285382,-0.13279430104541579,0.0009531602796178792,0.17205740997835237,-6.954773869346734
empirical_bohr,-4.224315456869949,-3.967713637598489,-3.584914174793744,-6.821979568301318,-1.9529313830613517,0.0009531602796178792,0.17205740997835237,-6.954773869346734
fc_mu,0.02535912084140061,0.018565438407599055,0.026990361303412813,5.9288363366549746e-06,0.07241621841929957,0.0009531602796178792,0.17205740997835237,-6.954773869346734
fc_sigma,0.18207976797399997,0.17742786759916257,0.17570248321682097,0.11750667973501397,0.2536255364587995,0.0009531602796178792,0.17205740997835237,-6.954773869346734
delta_bohr,-0.6947368402024836,-0.9011581870016472,-1.2565381424289956,-2.6001530718188697,1.607773317620941,0.0010328789568510319,0.008027099107704952,-6.874371859296483
empirical_bohr,-6.179635019093995,-5.973213672294836,-5.617833716867487,-8.482145176917424,-4.274218787477613,0.0010328789568510319,0.008027099107704952,-6.874371859296483
fc_mu,0.0032698239003939727,0.0025395802266170997,0.003619354308447953,5.802694792444996e-07,0.008714490498079597,0.0010328789568510319,0.008027099107704952,-6.874371859296483
fc_sigma,0.013649754267596357,0.012870324779908529,0.012108584171014448,0.0076749985896387915,0.021567806899586164,0.0010328789568510319,0.008027099107704952,-6.874371859296483
delta_bohr,-2.273307961239488,-2.5194532421756124,-2.821370585499245,-4.247090588978296,0.17375446626697943,0.0011192575294786335,0.06965426732962676,-6.793969849246231
empirical_bohr,-4.5206618880067335,-4.274516607070619,-3.9725992637469862,-6.967724315513211,-2.546879260267935,0.0011192575294786335,0.06965426732962676,-6.793969849246231
fc_mu,0.017485618811363117,0.01372770254973088,0.018476627640668486,2.7124917967302764e-06,0.04728254428668288,0.0011192575294786335,0.06965426732962676,-6.793969849246231
fc_sigma,0.08492632464926106,0.08145146861477867,0.07882036874270708,0.049624242454223096,0.12906602070767395,0.0011192575294786335,0.06965426732962676,-6.793969849246231
delta_bohr,-2.2471519065998815,-2.4515854697130046,-2.821898581909601,-4.148656091535721,0.32303337390756237,0.0012128510802104598,0.06630247134992827,-6.71356783919598
empirical_bohr,-4.466415932596094,-4.2619823694829755,-3.8916692572863787,-7.036601213103542,-2.5649117476602585,0.0012128510802104598,0.06630247134992827,-6.71356783919598
fc_mu,0.018484462761968735,0.013898446413804777,0.02000296061479301,1.468806448434723e-05,0.05025175113416602,0.0012128510802104598,0.06630247134992827,-6.71356783919598
fc_sigma,0.08813367335407904,0.08390536839540995,0.08165344703422925,0.05208929310284109,0.13356728966434725,0.0012128510802104598,0.06630247134992827,-6.71356783919598
delta_bohr,-0.9813855397903326,-1.2309585045674134,-1.564392372251727,-2.8048851646544115,1.3253214800107882,0.0013142607295694162,0.01962026852843418,-6.633165829145729
empirical_bohr,-5.651780289355396,-5.402207324578315,-5.068773456894002,-7.958487309156517,-3.8282806644913174,0.0013142607295694162,0.01962026852843418,-6.633165829145729
fc_mu,0.005372806298739339,0.004486403889358226,0.006250812103474224,4.350283915099951e-06,0.013504756118484784,0.0013142607295694162,0.01962026852843418,-6.633165829145729
fc_sigma,0.018954811478432837,0.017948082152006245,0.01705678203980157,0.010927823057715396,0.029865486957136523,0.0013142607295694162,0.01962026852843418,-6.633165829145729
delta_bohr,-2.5473232335673845,-2.718741156014796,-2.915667006744926,-3.8814736189647205,-0.9234937174379931,0.0014241374147047222,0.04644713245182823,-6.552763819095477
empirical_bohr,-4.005440585528093,-3.8340226630806815,-3.6370968123505514,-5.629270101657484,-2.671290200130757,0.0014241374147047222,0.04644713245182823,-6.552763819095477
fc_mu,0.022598481685728485,0.021164825176109403,0.025653254120544422,6.27352210780252e-05,0.0464868396577689,0.0014241374147047222,0.04644713245182823,-6.552763819095477
fc_sigma,0.045607688110250906,0.042946429729349464,0.04033649938468688,0.026253999827434957,0.07134344765712658,0.0014241374147047222,0.04644713245182823,-6.552763819095477
delta_bohr,-3.2477455945089684,-3.446400494696043,-3.6555066811685153,-4.543291428062377,-1.4287072117540864,0.0015431859714778785,0.10652128194362498,-6.472361809045227
empirical_bohr,-3.2246162145362565,-3.0259613143491837,-2.8168551278767113,-5.04365459729114,-1.9290703809828496,0.0015431859714778785,0.10652128194362498,-6.472361809045227
fc_mu,0.0476451281424953,0.04626671237689667,0.05642012342623148,0.00023618431671112994,0.09154238829786765,0.0015431859714778785,0.10652128194362498,-6.472361809045227
fc_sigma,0.08699869510067056,0.08425895095062974,0.07724973464450928,0.05089407641360194,0.1266734828256711,0.0015431859714778785,0.10652128194362498,-6.472361809045227
delta_bohr,-2.483074252544007,-2.729905240186171,-3.0572732758215366,-4.290161867734055,-0.22054378638148986,0.0016721695429509787,0.09360066268425006,-6.391959798994975
empirical_bohr,-3.908885546450965,-3.662054558808804,-3.3346865231734384,-6.171416012613485,-2.1017979312609207,0.0016721695429509787,0.09360066268425006,-6.391959798994975
fc_mu,0.02917354338726768,0.025036763292593134,0.034400218640252,5.261266651679364e-05,0.07215543518915557,0.0016721695429509787,0.09360066268425006,-6.391959798994975
fc_sigma,0.0934864180388545,0.08962411905453649,0.08637992127673118,0.05711865834103775,0.1391703029155336,0.0016721695429509787,0.09360066268425006,-6.391959798994975
delta_bohr,-2.5459851498649364,-2.8162021060080615,-3.1468550460243896,-4.243539333323659,-0.2770303751182652,0.0018119143389553412,0.1005596957718799,-6.311557788944723
empirical_bohr,-3.7655726390797835,-3.495355682936662,-3.164702742920334,-6.034527413826458,-2.0680184556210643,0.0018119143389553412,0.1005596957718799,-6.311557788944723
fc_mu,0.03357929851216141,0.02944466539123053,0.04051584213938275,5.062966141677894e-05,0.08236853959454848,0.0018119143389553412,0.1005596957718799,-6.311557788944723
fc_sigma,0.11090935079455842,0.10689815283540643,0.10327461219130066,0.06898269216476606,0.16377123695498516,0.0018119143389553412,0.1005596957718799,-6.311557788944723
delta_bohr,-0.6932635219504457,-0.9349520345115248,-1.264838461197531,-2.4573595927711827,1.6005526580772784,0.001963314773030703,0.019212401157315404,-6.231155778894472
empirical_bohr,-5.537892256944017,-5.296203744382947,-4.966317317696941,-7.83170843697175,-3.773796186123289,0.001963314773030703,0.019212401157315404,-6.231155778894472
fc_mu,0.005995077880360727,0.004985599486402814,0.006920536989923676,4.485251237085208e-07,0.015056038188666743,0.001963314773030703,0.019212401157315404,-6.231155778894472
fc_sigma,0.020265991258337963,0.01912531223037754,0.01848505501295841,0.011210133337673138,0.03162363981370721,0.001963314773030703,0.019212401157315404,-6.231155778894472
delta_bohr,-2.537065475594665,-2.685008629486699,-2.9021325633214063,-3.83686028559013,-0.9447529196701314,0.0021273390046953815,0.0640590438690992,-6.150753768844221
empirical_bohr,-3.6136882932495498,-3.465745139357522,-3.2486212055228147,-5.20600084917409,-2.313893483254091,0.0021273390046953815,0.0640590438690992,-6.150753768844221
fc_mu,0.032592682781022356,0.030302758976159305,0.03737646399934258,0.0011272202105706564,0.06731364801920692,0.0021273390046953815,0.0640590438690992,-6.150753768844221
fc_sigma,0.07258430355436245,0.06926982756038629,0.06586309359111603,0.0415976687948983,0.10980107107503077,0.0021273390046953815,0.0640590438690992,-6.150753768844221
delta_bohr,-1.8469171333539844,-2.089235825108443,-2.4341098606192815,-3.687968956111521,0.9341405167062655,0.0023050349167281128,0.11905740181757836,-6.07035175879397
empirical_bohr,-4.223434625439976,-3.9811159336855275,-3.636241898174689,-7.004492275500236,-2.382382802682449,0.0023050349167281128,0.11905740181757836,-6.07035175879397
fc_mu,0.02349376525616103,0.01832280941386749,0.025674631508931456,2.1374659380013483e-05,0.06340614188791727,0.0023050349167281128,0.11905740181757836,-6.07035175879397
fc_sigma,0.12252759876821219,0.11832477988003047,0.11625593154770252,0.07705803695081495,0.17952064914711582,0.0023050349167281128,0.11905740181757836,-6.07035175879397
delta_bohr,-1.7818355741568077,-1.9788538688377,-2.244655489926966,-3.236702604526324,0.1755292543722966,0.002497536558901883,0.0570503400139477,-5.989949748743719
empirical_bohr,-4.208114174586897,-4.011095879906019,-3.745294258816753,-6.165479003116015,-2.753247144217395,0.002497536558901883,0.0570503400139477,-5.989949748743719
fc_mu,0.019505847607048776,0.017791271298917832,0.023083248500058162,7.762537004130099e-05,0.042819248237411345,0.002497536558901883,0.0570503400139477,-5.989949748743719
fc_sigma,0.049876716926951385,0.047769121248415085,0.04535556798229097,0.028653952745504245,0.07574720541305578,0.002497536558901883,0.0570503400139477,-5.989949748743719
delta_bohr,-2.23066540090901,-2.4418785411862913,-2.7745920801299833,-3.924386829197185,0.08244165358224986,0.0027060710913950257,0.14482842456873493,-5.909547738693467
empirical_bohr,-3.678882337784459,-3.467669197507176,-3.134955658563484,-5.991989392275717,-1.9851609094962823,0.0027060710913950257,0.14482842456873493,-5.909547738693467
fc_mu,0.036205912189510074,0.03024630168271386,0.041688176870509075,6.392660603182776e-05,0.09003371487685563,0.0027060710913950257,0.14482842456873493,-5.909547738693467
fc_sigma,0.136474716006124,0.13233465725876953,0.1296988184899082,0.08854384443952842,0.19439689566888288,0.0027060710913950257,0.14482842456873493,-5.909547738693467
delta_bohr,-0.1724478132329961,-0.41018898691934913,-0.7748616079556045,-2.477047026132209,2.4853365038267814,0.0029319662628972606,0.03355152569330129,-5.829145728643216
empirical_bohr,-5.65669791541021,-5.418956741723866,-5.054284120687611,-8.314482232469997,-3.3520987025110065,0.0029319662628972606,0.03355152569330129,-5.829145728643216
fc_mu,0.006441905003007789,0.004412218097088638,0.006341463024446048,2.2083581946441555e-06,0.01942078590166285,0.0029319662628972606,0.03355152569330129,-5.829145728643216
fc_sigma,0.045937730530541926,0.04346501011728904,0.04168730681001634,0.025122261860854086,0.07112634568116744,0.0029319662628972606,0.03355152569330129,-5.829145728643216
delta_bohr,-1.8040312695275529,-2.028350431352465,-2.36311783182576,-3.508396583196177,0.532835778696735,0.003176658460205471,0.0890312052675344,-5.748743718592965
empirical_bohr,-3.9447124490654053,-3.7203932872405,-3.3856258867672047,-6.2815794972897,-2.240347135396788,0.003176658460205471,0.0890312052675344,-5.748743718592965
fc_mu,0.028421333592473647,0.023651495309270743,0.03274772388566394,1.1532047363260745e-05,0.07096774118135574,0.003176658460205471,0.0890312052675344,-5.748743718592965
fc_sigma,0.10149645613674574,0.09780663175407153,0.09550924930277949,0.061938405388766056,0.14871053031931766,0.003176658460205471,0.0890312052675344,-5.748743718592965
delta_bohr,0.008595227714017597,-0.21174872685291968,-0.5414753629073976,-2.1561906527010213,2.5874045318412424,0.003441701367837892,0.05671437265790966,-5.668341708542714
empirical_bohr,-5.6769369362567375,-5.456592981689795,-5.1268663456353165,-8.255746240383957,-3.512151055841693,0.003441701367837892,0.05671437265790966,-5.668341708542714
fc_mu,0.006056047342167318,0.0042499336338496785,0.005900112077044883,6.996415639948239e-06,0.018093811575260133,0.003441701367837892,0.05671437265790966,-5.668341708542714
fc_sigma,0.04677504473937611,0.04408311132544493,0.042612251087264484,0.026982880218849842,0.07371991530617046,0.003441701367837892,0.05671437265790966,-5.668341708542714
delta_bohr,-1.3130863522779812,-1.5032490380052037,-1.7765949553846618,-2.7673562131723064,0.7956795477608027,0.00372877527785114,0.04584940063042474,-5.5879396984924625
empirical_bohr,-4.274853346214483,-4.084690660487259,-3.8113447431078007,-6.383619246253265,-2.820583485320156,0.00372877527785114,0.04584940063042474,-5.5879396984924625
fc_mu,0.018621017162574104,0.01654983784508396,0.021639777769647983,7.0152993378092e-05,0.04194090247573612,0.00372877527785114,0.04584940063042474,-5.5879396984924625
fc_sigma,0.045992564452159955,0.04394944958847239,0.041802586454445415,0.02635664622796586,0.07049964773522478,0.00372877527785114,0.04584940063042474,-5.5879396984924625
delta_bohr,-1.2091035818147238,-1.4179752137088268,-1.7118860530450388,-3.011785608773702,0.9475660159082322,0.004039697091580039,0.05735413795410132,-5.507537688442211
empirical_bohr,-4.298434106627482,-4.089562474733384,-3.795651635397172,-6.455103704350443,-2.495752079668509,0.004039697091580039,0.05735413795410132,-5.507537688442211
fc_mu,0.0195179527957944,0.016470731272435812,0.021974530469413,1.4111467319666282e-05,0.04863161363220225,0.004039697091580039,0.05735413795410132,-5.507537688442211
fc_sigma,0.06248101576343728,0.05924089795237521,0.057456274962439755,0.03606451074890567,0.09471848485184993,0.004039697091580039,0.05735413795410132,-5.507537688442211
delta_bohr,-2.311264531777093,-2.4998015957863635,-2.7341970077651965,-3.859207535422774,-0.4791311748284528,0.004376431056384014,0.13734965059050155,-5.427135678391959
empirical_bohr,-3.1158711466148628,-2.927334082605596,-2.692938670626763,-4.9480045035635065,-1.567928142969185,0.004376431056384014,0.13734965059050155,-5.427135678391959
fc_mu,0.05483988914764346,0.05081876486408482,0.06339131703671597,0.0004383473935462012,0.11824882451612595,0.004376431056384014,0.13734965059050155,-5.427135678391959
fc_sigma,0.13493367881283927,0.13076896752470968,0.1254437163317846,0.0843372590580069,0.19369066696513781,0.004376431056384014,0.13734965059050155,-5.427135678391959
delta_bohr,-0.7186048711951905,-0.9008169542013369,-1.0605681292853983,-1.9160297068270817,0.8072604286834988,0.004741100281614279,0.024404943171036413,-5.346733668341709
empirical_bohr,-4.628128797146519,-4.445916714140372,-4.28616553905631,-6.153994097025207,-3.430703961514627,0.004741100281614279,0.024404943171036413,-5.346733668341709
fc_mu,0.011867256388549494,0.0115904393918424,0.013570874821682732,3.741968845005772e-06,0.022248615982424558,0.004741100281614279,0.024404943171036413,-5.346733668341709
fc_sigma,0.02035028604837457,0.019176251951792355,0.01771310846342889,0.011663597717931743,0.03168019616874758,0.004741100281614279,0.024404943171036413,-5.346733668341709
delta_bohr,-0.11144636617947581,-0.33932300830433526,-0.6650503974139879,-1.9781064282878051,2.0786808639124734,0.005135999078839356,0.0553637387093813,-5.266331658291458
empirical_bohr,-5.154885292111971,-4.927008649987123,-4.60128126087747,-7.345012522203931,-3.2882252300036527,0.005135999078839356,0.0553637387093813,-5.266331658291458
fc_mu,0.00870839303269323,0.007195995167070701,0.009939185829566655,1.322893635058442e-05,0.022439133416749968,0.005135999078839356,0.0553637387093813,-5.266331658291458
fc_sigma,0.03264175459866652,0.030874614011679805,0.029873122005231987,0.01827838601117417,0.050197111814626376,0.005135999078839356,0.0553637387093813,-5.266331658291458
delta_bohr,-0.33418166659697573,-0.5737643076818908,-0.9111025658598813,-2.369672469225226,2.098045374609108,0.005563606171794583,0.06778154317596569,-5.185929648241206
empirical_bohr,-4.851747981644229,-4.612165340559315,-4.274827082381325,-7.283975022850314,-2.8162571790159805,0.005563606171794583,0.06778154317596569,-5.185929648241206
fc_mu,0.012962884302516325,0.009832652670964226,0.013723499554249452,1.7228721329587415e-06,0.03562493107699194,0.005563606171794583,0.06778154317596569,-5.185929648241206
fc_sigma,0.06383666197117328,0.060439423084976254,0.058426149982987605,0.03625895240297197,0.0970373149609901,0.005563606171794583,0.06778154317596569,-5.185929648241206
delta_bohr,-0.35760409097380097,-0.547262393525858,-0.8840135852720108,-2.190802763740874,1.8638456623123902,0.006026598821450451,0.03870764577970037,-5.105527638190955
empirical_bohr,-4.747923547217164,-4.558265244665097,-4.221514052918944,-6.969373300503345,-2.914724874450081,0.006026598821450451,0.03870764577970037,-5.105527638190955
fc_mu,0.013437248433799898,0.010371528562595822,0.014464125428986896,2.367193507546439e-06,0.03633203408376173,0.006026598821450451,0.03870764577970037,-5.105527638190955
fc_sigma,0.06290596940900237,0.05966036512682914,0.05800621233224166,0.03651514309394112,0.09687895206062273,0.006026598821450451,0.03870764577970037,-5.105527638190955
delta_bohr,-1.2975232353524027,-1.525996604992392,-1.8611697090241988,-3.1504191203925944,1.2488734078696702,0.006527867910902277,0.187230745503402,-5.025125628140703
empirical_bohr,-3.7276023927882984,-3.4991290231483108,-3.1639559191165043,-6.273999036010373,-1.8747065077481087,0.006527867910902277,0.187230745503402,-5.025125628140703
fc_mu,0.03671184319974343,0.02933702492560275,0.04054488436305559,1.67966847403056e-05,0.09631035613205763,0.006527867910902277,0.187230745503402,-5.025125628140703
fc_sigma,0.18342254450768467,0.1791222079475543,0.17630791536604673,0.12069893623123146,0.2489771467178683,0.006527867910902277,0.187230745503402,-5.025125628140703
delta_bohr,-1.6283171071767348,-1.780859789529357,-1.96232038886928,-2.749298261747323,-0.07994936830051103,0.007070534033326276,0.06802743263778031,-4.944723618090452
empirical_bohr,-3.3164065109137297,-3.1638638285610954,-2.9824032292211724,-4.864774249789941,-2.1954253563431294,0.007070534033326276,0.06802743263778031,-4.944723618090452
fc_mu,0.041838820633454385,0.04054847360769687,0.04822719744706139,0.00015406424471375857,0.0791419016474364,0.007070534033326276,0.06802743263778031,-4.944723618090452
fc_sigma,0.07456902907139287,0.07110739133643758,0.06670427345076989,0.04224049664363748,0.11108742582403323,0.007070534033326276,0.06802743263778031,-4.944723618090452
delta_bohr,-0.9433429963761842,-1.1930464998666503,-1.5141504850452492,-2.677293416969937,1.349136145659573,0.007657964623857455,0.15110529644733883,-4.864321608040201
empirical_bohr,-3.9209786116640153,-3.6712751081735506,-3.3501711229949516,-6.213457753699774,-2.187028191070264,0.007657964623857455,0.15110529644733883,-4.864321608040201
fc_mu,0.028974143021587805,0.024812673823068288,0.033889560964259324,2.223519783184358e-06,0.07091984895575631,0.007657964623857455,0.15110529644733883,-4.864321608040201
fc_sigma,0.11009395373540214,0.10594139415323517,0.10310689683943446,0.06684254793161967,0.16130498475281801,0.007657964623857455,0.15110529644733883,-4.864321608040201
delta_bohr,-0.737229183351622,-0.942111663361648,-1.3397800746015562,-2.8422122444948577,1.817855878788441,0.008293792172728137,0.15973606269189833,-4.78391959798995
empirical_bohr,-4.0466904146383325,-3.841807934628302,-3.444139523388394,-6.601775476778391,-1.9417073534950924,0.008293792172728137,0.15973606269189833,-4.78391959798995
fc_mu,0.029044738155071147,0.021004139259153565,0.030944112722312567,1.6044932474756912e-05,0.0836910048809768,0.008293792172728137,0.15973606269189833,-4.78391959798995
fc_sigma,0.1945563184779055,0.19026423739736087,0.18830052125630628,0.12999150048785083,0.2678729679417433,0.008293792172728137,0.15973606269189833,-4.78391959798995
delta_bohr,-0.2873928626908965,-0.5248081693344497,-0.8441310912896816,-1.9914756861392604,2.0814653608506815,0.008981933552138534,0.061901701613068766,-4.703517587939698
empirical_bohr,-4.416124725248802,-4.178709418605249,-3.859386496650017,-6.78498294879038,-2.712041901800438,0.008981933552138534,0.061901701613068766,-4.703517587939698
fc_mu,0.018071317201418746,0.015087155782581296,0.020645698281957836,4.002778965173093e-06,0.04487063933819113,0.008981933552138534,0.061901701613068766,-4.703517587939698
fc_sigma,0.06232780402154323,0.05865228052883238,0.055664053527500236,0.03545422713696848,0.09761935313449863,0.008981933552138534,0.061901701613068766,-4.703517587939698
delta_bohr,-0.0060696495753874,-0.012463028254041664,-0.02593083085646608,-0.2213605417702702,0.21885778951101464,0.009726610482853539,0.004072668468456876,-4.623115577889447
empirical_bohr,-4.617045928314049,-4.610652549635406,-4.597184747032981,-4.8419733674004615,-4.401755036119177,0.009726610482853539,0.004072668468456876,-4.623115577889447
fc_mu,0.009843657406065888,0.009847390854959948,0.009979578190738136,0.007829678275282692,0.012107425301312258,0.009726610482853539,0.004072668468456876,-4.623115577889447
