,ep_RA.Q21M.260,ep_RA.Q21M.124,ep_RA.Q21M.1220,ep_RA.Q21M.60,ep_RA.Q21A.260,ep_RA.Q21A.124,ep_RA.Q21A.1220,ep_RA.Q21A.60,ep_RA.Y20I.260,ep_RA.Y20I.124,ep_RA.Y20I.1220,ep_RA.Y20I.60,logp
16,-15.420780027124009,-15.543855826242247,-15.279625597601724,-15.697700930604267,-11.089856294101372,-10.13720656758615,-11.086234653490598,-9.679120113988496,-9.900075011242407,-9.39004254459017,-10.043071166865642,-9.81744746815234,1870.8796076235606
17,-15.405340920176025,-15.43699655453265,-15.226163769964968,-15.786200856643784,-11.115133396536347,-10.216157110196038,-11.169586333253807,-9.847179403444757,-9.745649608146838,-9.217578105139513,-10.140912390188138,-9.679560250837694,1872.2211925119077
18,-15.512485880745986,-15.52381014748759,-15.207848641140927,-15.664815020581813,-11.016313948746285,-10.242272411742196,-10.994400575582633,-9.91655894681335,-9.955297174578444,-9.50578334067685,-10.191542160508606,-9.846044999157792,1875.1511521508264
19,-15.457920713627788,-15.590171578505993,-15.240862106675186,-15.783064230512098,-11.203016344526356,-10.043884594839295,-11.23568281054418,-9.72280662631692,-9.829459949481617,-9.433529817622233,-10.303433348807257,-9.900540556060307,1870.3324290361068
20,-15.362931531008968,-15.511963067191314,-15.215632545726656,-15.865854048422129,-11.105762596884226,-10.141365829482615,-11.065751251291635,-9.915483584113653,-9.812025547747735,-9.36278168859082,-10.229116122862584,-9.551553318387594,1867.9993727572878
21,-15.537213601598632,-15.517427677854041,-15.230032165386609,-15.827352325398783,-11.0397127877188,-10.207825486806927,-11.174708574728001,-9.93621901044044,-9.807201813533842,-9.457739563104724,-10.148055854209343,-9.828758880711273,1873.4853812378828
22,-15.49535233761129,-15.495517601614663,-15.189475747427323,-15.792323443776962,-11.09914131887895,-10.229336557789987,-11.228971821058764,-9.949266240606992,-9.872147304847434,-9.242521014742985,-10.190906303988571,-9.693778833267626,1877.5727427579795
23,-15.490682639798884,-15.47014520793207,-15.23053499398133,-15.778450596866811,-11.173113882752757,-10.11147648866944,-11.063828375258236,-9.887978533548912,-9.878338791419432,-9.29929309410965,-10.053942948135349,-9.796364626724193,1878.7094007745648
24,-15.547238891582207,-15.531874958059174,-15.12766444041246,-15.78260187637576,-11.253017416949657,-10.298258546300215,-11.209218261498433,-9.838557360844762,-9.945118484485961,-9.425120316871887,-10.332546309867398,-9.681202639681892,1874.2299660776016
25,-15.421947932815623,-15.464249461130821,-15.184507051129076,-15.670053774495692,-10.9740083671563,-10.214300630896945,-11.142053198688698,-9.724389823826522,-9.927605387200417,-9.531100641372085,-10.297645855193634,-9.81091664175521,1874.862193733853
26,-15.409006896659838,-15.443785062590473,-15.188159940169607,-15.761684683255707,-10.990956616872637,-10.262544327306054,-11.165357831577406,-9.847693259769201,-9.933415437843854,-9.327397506446681,-10.35906536392026,-9.770290599466676,1870.2619632916153
27,-15.415517054534043,-15.60635724056019,-15.196892410848795,-15.701045077292349,-11.16981466781598,-10.257746186742215,-11.174779277602754,-9.674641182643898,-9.85227569237608,-9.265713898166899,-10.114975570249552,-9.698575355268956,1872.166332579923
28,-15.416182873344452,-15.64320700134331,-15.227353086923666,-15.818885935643603,-11.08919047099666,-10.33005994375315,-11.278535008065267,-9.998193642417121,-9.8553695322229,-9.434424104110748,-10.187368802730862,-9.743374296475794,1869.6518605465487
29,-15.396372622352875,-15.50804666392844,-15.17564339160509,-15.742186847973654,-11.016915333543434,-10.193753431258065,-11.149442525516932,-9.955958039732819,-9.85970587948542,-9.283510160760992,-9.902773996871568,-9.881295040481454,1876.88973282064
30,-15.567330287208671,-15.479406150020745,-15.198897170033845,-15.855721329628599,-11.21520889685689,-10.343362842376514,-11.135819011520137,-9.854555696466722,-9.98678878080245,-9.306384075474131,-10.170277105069697,-9.783011805224914,1872.8514482066594
31,-15.490360281313226,-15.542879184111142,-15.209158421541032,-15.8011910074466,-11.017822160843563,-10.284125809901793,-11.200303237012834,-9.730492676860438,-9.837918953334459,-9.253976330723646,-9.948738053407173,-9.663448704683663,1873.0357850894472
32,-15.445978483626982,-15.519318117429586,-15.14711522714346,-15.779009729316941,-10.994810521840389,-10.125881872008215,-11.17530924168814,-9.791634680836713,-9.779540626474244,-9.442204901276531,-9.9763580482259,-9.800674767034256,1875.7270645459598
33,-15.538591357291324,-15.465986151883367,-15.188841491592475,-15.764275643093471,-11.14456973040505,-10.322810386504923,-11.112964815975975,-9.676636783651727,-9.917969911593724,-9.454203855727746,-10.120734487396039,-9.840765073947084,1877.9839263926963
34,-15.487491717139473,-15.622823191128559,-15.1781268080057,-15.715700704102856,-11.077996335316644,-10.097017211841608,-11.144384835816435,-10.039074312191783,-9.902594654602522,-9.353726338347585,-10.128780576234437,-9.683171340785343,1876.756057159273
35,-15.4756882485245,-15.580608484410634,-15.19966990040035,-15.738456923364877,-11.108967009380324,-10.235856409701677,-11.104987193478037,-9.959541859654156,-9.918636776873647,-9.3857649940041,-10.135459111782843,-9.709643278506574,1881.915231788228
36,-15.464385090057,-15.490294796882473,-15.234540391406492,-15.78579419843409,-11.169787324754443,-10.148773853345576,-11.27109068554627,-9.712788494149379,-9.806865642006029,-9.35691978129379,-10.190568206742203,-9.597332866454204,1874.0305807227599
37,-15.443802152354593,-15.604506694337609,-15.224895039206169,-15.757634661513986,-11.021482157907641,-10.109597837655873,-11.23515948438157,-9.993630420417329,-9.82689119502473,-9.531991532011636,-9.902267479451737,-9.834418639285797,1870.7776179648008
38,-15.563817011733546,-15.639819795927687,-15.18917623531247,-15.828824061237706,-11.015020652262285,-10.191700444740704,-11.143029820716116,-9.976782383194593,-9.89820249862923,-9.426505002626985,-10.069904816559157,-9.813097894127191,1875.3705498506301
39,-15.438338061210239,-15.529502569156625,-15.238878738403171,-15.740744387786247,-11.066658321477467,-10.193096019383564,-11.12206158225886,-10.061188718340526,-9.71583930575172,-9.445069222570712,-10.279282901722523,-9.660994244619944,1874.7604966955334
40,-15.447063653687831,-15.455235220874131,-15.222076772477967,-15.863521550789075,-11.214066961687932,-10.093343405670046,-11.271607399157732,-10.073312273116025,-9.903597634989232,-9.248285243802401,-10.207745519808237,-9.690063906482777,1869.402307565055
41,-15.565686814921087,-15.610071384770611,-15.198303434337419,-15.783118430233023,-11.16249508284872,-10.234251927636311,-11.163408925435835,-9.960269407876753,-9.867818927220704,-9.521979118550124,-10.165577608792061,-9.743125615463223,1877.4672604229518
42,-15.47309154126917,-15.570006758370834,-15.248977585593831,-15.689815817605206,-11.117897726809815,-10.22549996751165,-11.213784011241971,-9.944733155072825,-9.867474620981996,-9.449284506157264,-10.156865955632874,-9.696580233215458,1877.0581596084362
43,-15.45294637207277,-15.512729570069245,-15.219887573028451,-15.781462067669263,-10.965540697404167,-10.230384686569444,-11.235287436868873,-9.848264718818944,-9.741403062937993,-9.381986657042967,-10.256850017620012,-9.723796974264822,1877.2614102420541
44,-15.495315008209982,-15.488830631847385,-15.261005916655458,-15.82478088937619,-11.041434730361372,-10.201534241537761,-11.175417302446084,-9.90790011423028,-9.769348572849383,-9.722540813665699,-10.200178599832126,-9.742764983389007,1870.3760356181965
45,-15.530905053060183,-15.54135611226575,-15.196826305438485,-15.742071016398292,-11.16339135434395,-10.197100662709259,-11.211474288551274,-9.866575088247135,-9.803144146710762,-9.592305527102228,-10.221861933492871,-9.814868791941239,1875.4672299854133
46,-15.510108006642175,-15.528935970390021,-15.217399663387988,-15.708295020828421,-11.313630051386678,-10.147387170026755,-11.24120740775378,-10.032318007363228,-9.792574839430083,-9.323949654237312,-10.17245763347359,-9.815954966317793,1875.2815059567665
47,-15.464927573446012,-15.49097585346925,-15.2071581181061,-15.78483777913101,-11.102644952717148,-10.266507610941305,-11.24377327347033,-9.750455539671286,-9.947282431097246,-9.434523431433588,-10.04436428856489,-9.823908730480458,1878.380169240598
48,-15.528386810749398,-15.540983816022061,-15.203117592276284,-15.737757368097874,-11.169114786694612,-10.23958611043644,-11.200165626193279,-9.985723996283241,-9.824823008261657,-9.369877000999015,-9.868374686611773,-9.866966446224847,1876.612386616759
49,-15.446825522943902,-15.598115772533106,-15.190177477340315,-15.766366619563412,-11.119315478677606,-10.230514587914293,-11.218680772491684,-9.977098948568582,-9.930899247528025,-9.652235853255931,-10.309999379631567,-9.857693861534475,1873.1967858085684
50,-15.453195381392892,-15.593409552457535,-15.272104973572063,-15.779278091929742,-11.190572962684804,-10.053340073550897,-11.01035482643021,-9.91020319247137,-9.993137877781693,-9.476921015827893,-10.06661476499941,-9.845079940971711,1869.3347837975327
51,-15.52090456522803,-15.547719597670563,-15.23663370495977,-15.830871292115292,-11.029539213880284,-10.271086262244225,-11.215345839334981,-9.834288530815806,-9.73830408342549,-9.359330951016524,-10.168131025880456,-9.753523768477145,1875.062787523256
52,-15.494987175243615,-15.580415079149585,-15.195471698459972,-15.771938598903379,-11.0602114534651,-10.083476690268958,-11.147125478567236,-9.975130829330084,-9.815452780757665,-9.318866087295392,-10.34052876626975,-9.627583488212041,1873.4890834065318
53,-15.516904513505837,-15.47410589344361,-15.171905542600701,-15.800114558475288,-11.167428855105076,-10.269976220157329,-11.097256145764144,-9.810410195034311,-9.965041831766321,-9.46577545390063,-10.050131840537816,-9.889570655117016,1875.1459333392756
54,-15.50444728258442,-15.557698870751866,-15.199084950709747,-15.775880228479743,-11.048785288843108,-10.026193441612909,-11.174085380574367,-9.843138810206575,-10.04761545785931,-9.105748770223988,-10.305427625316755,-9.750043640642517,1872.6439085930508
55,-15.46647147033643,-15.438942211996562,-15.230034896836187,-15.846203729429599,-11.06564377665332,-10.266460615199634,-11.117553250070085,-9.935455543726036,-9.984518233402472,-9.324950741876481,-10.080137490187333,-9.848425288050482,1877.8127912416624
56,-15.437198356204918,-15.499358974436841,-15.254449256297153,-15.813313925022983,-11.03957971601796,-10.193635666026195,-11.163350070476696,-9.981647117798945,-9.85627786236649,-9.5413452398131,-10.112943508387332,-9.756448345472306,1879.0968112087733
57,-15.424678697575034,-15.497597472535084,-15.246726185215996,-15.717166471151176,-11.17485681826067,-10.1263431497171,-11.194730465636614,-9.972068115507454,-9.993910145212821,-9.389152664670629,-10.093697216159482,-9.96347031814556,1876.6073264899783
58,-15.545026853565776,-15.596962959644692,-15.218247955693906,-15.799889690483784,-11.020955809070164,-10.09100689579583,-11.246223800012931,-9.86221270145129,-9.954802687948774,-9.172664203386569,-10.246844909189328,-9.891423510039361,1874.297422914928
59,-15.535938956743172,-15.526489262721547,-15.152815306863383,-15.73974955151976,-11.087574622789855,-10.322830893536292,-11.160049842863788,-9.687906853353757,-9.849733159834066,-9.384518872192807,-9.924448504084555,-9.749965458214094,1872.1889796454907
60,-15.497427290457699,-15.559102922594967,-15.23850892265315,-15.774936240789525,-11.001775314153914,-10.084465388739517,-11.272905135392381,-10.071204919683481,-9.794368135500742,-9.32902885111347,-10.018306452921875,-9.842199875133387,1872.89286363797
61,-15.549233119719299,-15.52025872130407,-15.15887073343776,-15.720991984676282,-11.081444256264074,-10.246441006959763,-11.181471408040183,-10.03830575996469,-9.883458788822589,-9.405241146727754,-10.25307717505151,-9.77098679115307,1874.7731788453689
62,-15.487166227055216,-15.34179208676486,-15.192670687150772,-15.743289263806245,-10.887738037609907,-10.118479468376739,-11.29288084544416,-9.794128578423981,-9.766655684320687,-9.596831048045132,-10.09546992011504,-9.769448923966465,1867.22734239804
63,-15.441786488529297,-15.52903023939835,-15.160681996923822,-15.859727376178327,-11.113134602564825,-10.228776794214362,-11.19107016238318,-9.988451754235129,-9.781632160853693,-9.491121384753,-10.147450849435614,-9.854449042566111,1875.451839023216
64,-15.329083892389747,-15.591166764444965,-15.233171899494726,-15.775282916357995,-11.01955592802659,-10.466559344778284,-11.291668806270083,-9.970865515516417,-9.85732097283785,-9.58392571453827,-10.084605694672891,-9.894013415282672,1861.9652291745965
65,-15.480584126727383,-15.52019417877372,-15.235208435689605,-15.835096557928129,-11.00901708256306,-10.12228940886017,-11.197156137485216,-9.821631628197439,-9.978302398088204,-9.36894789055859,-10.510001038736126,-9.800111450118077,1874.573617639854
66,-15.540310309404173,-15.63927062432259,-15.228467037091225,-15.81015747211885,-11.179665311272421,-10.465699296830811,-11.141197850971047,-9.87596813963494,-9.93668780946702,-9.29310368410119,-10.165919287289531,-9.882002087045048,1869.954825054295
67,-15.468820631812836,-15.542372069562719,-15.18216748970116,-15.82698267629061,-10.99192095629872,-10.146456687152918,-11.218968196459047,-9.786727799303266,-9.822249584296966,-9.334265079281684,-10.053132049253247,-9.712142854678289,1877.1115260945307
68,-15.506232037136085,-15.630672946700216,-15.25122500627031,-15.780049512167988,-11.14010889953809,-10.182559530212727,-11.229924133725893,-9.880020703604583,-9.871614382276661,-9.29800783353952,-10.23473806049348,-9.761942065846352,1877.6257609346735
69,-15.524871235992713,-15.515191659051714,-15.207013371825264,-15.764455745868329,-11.069026349989029,-10.339357738725987,-11.221335591722024,-9.889542100760291,-9.88199679440235,-9.478172622669655,-10.22837015605975,-9.826625620044243,1878.8045679336287
70,-15.494746057055492,-15.579429867912438,-15.196899892768492,-15.827112451789011,-10.986563047716368,-10.261218163166095,-11.193275646959476,-9.891563657175544,-9.795276654292564,-9.17905035253501,-10.377513623476519,-9.734366226412806,1872.245733778362
71,-15.466282058100946,-15.355231836115433,-15.207752107125286,-15.779862363309224,-11.085793852640757,-10.187423721346423,-11.23900419545927,-9.509655463909063,-9.719455650526406,-9.191254987860514,-10.074251948852938,-9.784933366443507,1868.436914585326
72,-15.486359257202668,-15.544752989877622,-15.243921492730957,-15.750998335489403,-11.033044827971418,-10.128735936082407,-11.22577193630719,-9.898750887196412,-9.983573858952921,-9.473351254314156,-10.11887486640152,-9.769490344305925,1879.991645526704
73,-15.512334075604725,-15.455506514751542,-15.16335169036699,-15.812725486834859,-11.120138726586765,-10.237308479336187,-11.134549002662471,-9.94602714206173,-9.999642849920805,-9.450717887941876,-10.082149829999732,-9.940222707754545,1872.8799024526018
74,-15.45349266833266,-15.502172440076226,-15.181871730995079,-15.774749817386844,-11.045451302211257,-10.244214495479184,-11.160114633150528,-9.869014586349284,-9.710869944855476,-9.43609990508988,-10.005644164918166,-9.889464649977652,1877.5691022736924
75,-15.523668152637518,-15.568154012052215,-15.199844713076955,-15.806980845934717,-11.273976398741574,-10.292064737860567,-11.199314196581442,-9.775442958105428,-9.76913298544268,-9.240578753220163,-10.022163323031709,-9.85398556101478,1873.2298224569588
76,-15.505960251104034,-15.60532708026627,-15.181985175583387,-15.867288964074692,-11.011283409356745,-10.329882546538924,-11.334874964629126,-9.740712106189838,-9.859688550640119,-9.389514115296727,-10.16466888814938,-9.837221524566052,1870.875195513008
77,-15.476627611410503,-15.54507514792382,-15.213324660217552,-15.813656257990349,-11.166018396928195,-10.167200162346981,-11.117868597371093,-9.832166376881224,-9.917874975224684,-9.42704120406244,-10.085256427551895,-9.81798731052909,1878.6131272751045
78,-15.531009335172785,-15.443687144012008,-15.209119240827896,-15.746414617492812,-11.06119835889439,-10.293671969533923,-11.223239748415795,-9.790940077774097,-10.018386771768947,-9.261969195205578,-10.217150861391586,-9.838963652942617,1873.288436006344
79,-15.4232842161917,-15.507321825174293,-15.230359138638995,-15.71186988528057,-11.175210933004877,-10.17438246787836,-11.191759018537306,-10.110699929391451,-9.717114124583285,-9.334790349116226,-10.34655475841803,-9.632205806656733,1874.1778399074446
80,-15.578084399419874,-15.39711679845964,-15.23099866537367,-15.733783580084204,-11.020080128959375,-10.072500405461016,-11.123445639425537,-9.939931987801126,-9.932200886539816,-9.370447361878137,-10.215904807094983,-9.771785753052056,1870.4751247887027
81,-15.422756709322298,-15.58839561984028,-15.245672333806946,-15.755771262354463,-11.08613948004599,-10.194248701860346,-11.145931603664659,-9.872864638146389,-9.838874132095748,-9.262501257185383,-10.197008663246164,-9.689304821210099,1876.9873118091527
82,-15.406807594052669,-15.531860687750028,-15.24328589634848,-15.824431696644668,-10.960554265849543,-10.155077767011687,-11.232488008275102,-9.836565931576445,-9.88484562979545,-9.297155755640597,-10.213283357046844,-9.797289237638976,1876.603590712685
83,-15.379546006395211,-15.590450690290336,-15.207395518024335,-15.847934578745564,-11.121046795642817,-10.136974294610587,-11.171005319055958,-9.989897073135968,-9.797687612150527,-9.381299787047988,-10.025330498656075,-9.781421395275355,1873.0719122255123
84,-15.482963760731439,-15.566082617851357,-15.253306238493085,-15.726261828233866,-11.102847337935605,-10.114996602496007,-11.33207946457169,-9.97434881699898,-9.974460770659245,-9.47154849741497,-10.130164137952692,-9.715625801520158,1875.9450602419925
85,-15.410706296522948,-15.528134337907476,-15.213778614470433,-15.773966176974907,-11.166584158558432,-10.21382756390989,-11.245349780210734,-9.733346426579882,-9.786341642517225,-9.365832608502082,-9.989159546242966,-9.846564403732984,1874.599320070295
86,-15.550539867409398,-15.561217879508591,-15.210513605702776,-15.847297931969747,-11.13037096216634,-10.34616061262626,-11.163807314507947,-9.82202673329825,-9.830528476605176,-9.394564157474928,-10.086474030736596,-9.928829759109377,1872.5800203517963
87,-15.43407364515194,-15.602309805879083,-15.183993863127078,-15.862457359489204,-11.157480372994986,-10.184711105868649,-11.130911040065453,-9.407475414521953,-9.749290623602574,-9.33521483557859,-10.206726731976065,-9.723300538392916,1869.0935711214918
88,-15.468336151463244,-15.489242377780442,-15.222927591409,-15.823952118616463,-11.093228727645503,-10.357952323750856,-11.333837579090451,-9.862398152097253,-9.907806825211145,-9.424724987588622,-10.125645632324488,-9.761319371545355,1874.399674650668
89,-15.451213234755405,-15.556657843640592,-15.197993761776436,-15.757041416704757,-10.927167888453111,-10.182389217860027,-11.194148231416396,-9.907497972655092,-9.821891275472023,-9.321576541748735,-10.09277823815072,-9.585470807782622,1876.5975515740831
90,-15.488187983778829,-15.54830668770728,-15.122630453558624,-15.638190418271083,-11.13105895884487,-10.086434580436487,-11.222179066588833,-9.779343986177714,-9.741693623167588,-9.336089266245477,-10.039494648844679,-9.921993121686294,1869.6000880130368
91,-15.382547620386935,-15.521768195457078,-15.097635603026019,-15.820205101086763,-11.187879222628151,-10.16618741892897,-11.189898916069021,-9.860431765089622,-9.884937339674691,-9.37236644411398,-10.12710963432442,-9.925249971267906,1869.6084112239937
92,-15.417791305065817,-15.543002025022297,-15.187201011329577,-15.79741014705585,-11.101183277981256,-10.147350730847059,-11.187271353032898,-9.833270993177823,-9.690464109512044,-9.562840269730142,-10.014828601991782,-9.833577989570323,1875.95626546711
93,-15.545816102657978,-15.555383484309152,-15.186457015985187,-15.742179096076647,-11.151971681026849,-10.29113912785718,-11.18733820263332,-9.9016624252596,-9.987800628036537,-9.429762921213078,-10.155920322177618,-9.704404190496346,1879.9589782729959
94,-15.538934367720843,-15.510718540395489,-15.26423073828253,-15.838577668511627,-11.198391984612071,-10.120637172797727,-11.175660360735456,-9.717396317834977,-9.920737285244215,-9.268848825022836,-10.23552727123797,-9.757914787373617,1870.1002615068371
95,-15.529190203267307,-15.555747128355431,-15.21897268706657,-15.844193226457032,-11.103456445654926,-10.249822973291227,-11.201978133768884,-9.894828631467519,-9.848546603856004,-9.305294255076776,-10.266120805897556,-9.774902444687196,1867.5088197741559
96,-15.435454162618429,-15.504077709755924,-15.18174112625627,-15.825772355736559,-11.125603511217154,-10.193393816241464,-11.380010444607182,-9.686533240725916,-9.741391500486396,-9.358193559380847,-10.048197463277946,-9.896744288698878,1869.9758105512344
97,-15.451291767047973,-15.573551704667418,-15.237331023866773,-15.73565797830986,-11.040183758535706,-10.269485279691795,-11.127811458696879,-9.953668140085945,-9.82334784866545,-9.430433979226793,-10.184226526277532,-9.783366969432755,1880.4485604867423
98,-15.339410102129339,-15.608009427795839,-15.249647414480219,-15.753220354752113,-11.076761101138189,-10.1414985007534,-11.168776591280475,-9.688054984412274,-10.006818376814662,-9.393774217781655,-10.03727889936018,-9.803862968543982,1872.052540715577
99,-15.44136385323227,-15.5899638081072,-15.228072666777456,-15.740020744118382,-11.162166335655378,-10.236375280633576,-11.057688760826679,-9.84932075043535,-9.904283814500047,-9.336303233361383,-10.062083511257216,-9.793219708999317,1879.0171937937587
100,-15.521794407875955,-15.630334531313139,-15.19216921315595,-15.764287446378583,-11.115264190516594,-10.3511039785035,-11.077812939419422,-9.999786734561287,-9.886032918243446,-9.400900501677505,-10.125366911909328,-9.695066269755532,1876.2295359284562
101,-15.500467687191462,-15.481125729790396,-15.132952174093878,-15.736287610310816,-11.090094039783782,-10.164880532410187,-11.182722629089659,-9.984410561700756,-9.921456147267856,-9.48818557554137,-10.235489825946312,-9.684794587186218,1874.3333360329173
102,-15.442306885283417,-15.541656260378193,-15.202825197164172,-15.812159049736243,-11.061643102841181,-10.243630152177044,-11.101796757620868,-9.96596823439435,-9.902063142604685,-9.386006413214082,-10.117108762999116,-9.709152960177178,1875.4843895540532
103,-15.475062267989289,-15.52967333176161,-15.183915547200277,-15.750978135429138,-11.206664530966478,-10.226047110081865,-11.104825631803001,-9.863433491000348,-9.84135014895629,-9.24773363244007,-10.050872512108567,-9.818578910624012,1877.1928398007028
104,-15.404199720548723,-15.41697226525591,-15.263769842457629,-15.776306678879816,-11.007878779111795,-10.20005247094347,-11.226003963101162,-9.956517428352486,-9.919284513963682,-9.367197184200267,-10.1757012646091,-9.675566282070381,1873.164583198552
105,-15.400052973374747,-15.56256809046161,-15.240820487245108,-15.786230661344124,-10.93327162506834,-10.238000010979935,-11.18180395432539,-9.757413308232863,-9.798708607226438,-9.15985072361294,-10.151849763719364,-9.662855352519557,1870.6638795411463
106,-15.542566326272823,-15.506695328979113,-15.2394054165488,-15.726493354764349,-11.129711796417476,-10.213624314988456,-11.255219252836792,-9.837654134048949,-9.90840246140575,-9.302125084297215,-10.031633130423868,-9.756681890234928,1874.9252216100977
107,-15.549903988668763,-15.616290904536868,-15.251221691907164,-15.765831066596867,-11.030208080098179,-10.142464076623735,-11.131862950664429,-9.878717687607452,-9.997137409207747,-9.399692210967405,-10.173411404009755,-9.675483727724753,1874.0302014986853
108,-15.50784189336207,-15.524043910423309,-15.17668440005035,-15.790357792643382,-11.267636394093302,-10.189691784042854,-11.234409872090502,-9.821438775158544,-9.929666322395839,-9.360800289314978,-10.259732387074711,-9.759907538346495,1876.9732274791493
109,-15.421027037047885,-15.464958765362164,-15.235665894257655,-15.776962043944076,-11.162757350426268,-10.16299674676568,-11.20890485289579,-9.851570716260406,-9.812468607751923,-9.183161127223345,-10.098831045982964,-9.619772690203314,1874.4267299115108
110,-15.43708480321795,-15.573273475354078,-15.209188230422809,-15.822293730345145,-11.036220548860145,-10.245940476228155,-11.221566140565857,-9.962520153301307,-9.686311479610838,-9.086413006689424,-10.107218849890199,-9.829551568525535,1874.038009125277
111,-15.442367036021555,-15.478804798325312,-15.228252649230997,-15.742074880080946,-11.043405968963107,-10.23194943246122,-11.307003097084722,-10.00548293341938,-10.061794224593923,-9.486851238434177,-10.194259861391068,-9.637993261312076,1874.1110208535833
112,-15.520319999514518,-15.585935501876678,-15.11553668452325,-15.771612867203961,-11.15558618040452,-10.172763548693107,-11.053118382351187,-9.936490167011167,-9.82002629786139,-9.332219422427231,-10.190678284590446,-9.80661071706665,1871.3770854671516
113,-15.35640214710214,-15.526174512311158,-15.230019814471213,-15.807249557672,-11.015630363198195,-10.153550801568068,-11.129289523696666,-10.152554309885367,-9.806642787999943,-9.313801108981812,-10.330861201327563,-9.806474714599236,1870.9266637831663
114,-15.538576758462304,-15.510449253493443,-15.247382352680564,-15.854681921092617,-11.026067427178186,-9.99669537573542,-11.140923580960807,-9.888021035731443,-9.756970771396508,-9.256179255384898,-10.389372353527248,-9.689448509523423,1869.2243570771973
