Ka.Q294R,Ka.Q294K,Ki.Q294R,Ki.Q294K,ep_AI.Q294R,ep_AI.Q294K,sigma.Q294R,sigma.Q294K,ep_a.1,ep_a.2,ep_i.1,ep_i.2,logp
8221.911409430204,1318.7409019608042,5969.382519816564,395.00361841284024,-2.049993726528094,-3.3199139218264424,0.015215381842683425,0.05212854570744862,9.014557992579805,7.18443269821351,8.694398770520854,5.978894925398,575.0015995657812
9876.105214835292,2258.4039086287144,5799.025828572269,623.3538792534954,-2.1288489637674526,-3.4261738668161343,0.01841443735579992,0.05047946566042454,9.197873503996341,7.722413607644794,8.665445221836563,6.435114382006552,569.6206437472194
8199.930552694434,1374.4450235585614,4759.642400823382,401.7510223202314,-2.02053453338193,-3.3266524017439427,0.015719053374923627,0.04569899885717016,9.011880964032875,7.225805309394369,8.467927818525935,5.995832549282042,577.8047097308926
8882.393014841597,1288.9126294193343,6424.71820261989,384.8847760323182,-2.1445559463779302,-3.396968290562806,0.017296564332876786,0.03980298687131058,9.091826283335351,7.161554218965672,8.76790804928715,5.95294400646074,573.5868266630105
5382.262447529721,1094.6471890043463,3960.717971371771,320.44225091326206,-2.0758320161785044,-3.302547625288293,0.01782597174619716,0.0439768635674635,8.59086409403879,6.998187388509927,8.28418059371656,5.769702075767577,576.5611210337732
8549.3587332056,1222.3378531944218,8037.40798712386,406.50572465956714,-1.899735157228301,-3.4696726158585074,0.019575697448453888,0.04453541632296052,9.053611557153761,7.1085205771283855,8.991861920533083,6.007598011692067,568.6295148047229
6284.460423179515,1914.9882369023708,4264.782808300816,566.8600136167435,-2.0583733414713024,-3.4179934278448068,0.016162776041910007,0.04861385989401674,8.745835265816144,7.557466758986153,8.358146534432338,6.34011238368068,575.4932604633989
3440.3725467165523,1309.220466395047,2486.4884456779955,401.91062051497585,-2.0444740125481298,-3.3505784600664126,0.017350032466892065,0.043197491102943776,8.143335042967703,7.177187175253878,7.818626731322358,5.996229726871056,577.653711255905
9861.547686502092,966.8253243975711,7581.713135996011,315.57062247829947,-2.1961016267627516,-3.3538606661580137,0.017949752546025956,0.04388045721652909,9.196398401455463,6.874017842525959,8.933494460487932,5.7543824999695525,571.8176026998137
6773.916264079729,926.9124377308358,5159.498103433682,293.1354320977575,-2.0869676491847016,-3.2277370695564795,0.017315074363570555,0.049311121175971986,8.820834671931332,6.831859103424659,8.54859458696847,5.680634727813342,573.1714307754714
5146.904016202268,1333.0006091761247,4017.0583556822594,385.7926201547146,-2.0624619151337527,-3.3011137034651377,0.014912500358843717,0.04562639258797601,8.546150650985041,7.195187777174947,8.298305161433813,5.955299971607269,577.5016729478322
9068.934825560085,1215.4292428573121,5404.658806533522,385.26522266256967,-2.0137736037140903,-3.419664170777372,0.016101796157234567,0.044833814037311126,9.11261009691387,7.1028525796860515,8.595016602555097,5.953931987144613,576.983202970848
5305.11750790719,1165.5461555183754,4383.769733737549,345.6983942633207,-2.1228182919557925,-3.3413639697123827,0.01458411567577733,0.04310117026609166,8.5764272012094,7.060945059166062,8.385664303009708,5.84556670203198,576.2862031522995
7014.0879601390825,1061.6794744673664,5037.483064842134,318.0226854491375,-2.1345589706883557,-3.290158096174824,0.014763598644744441,0.05080825285539399,8.855675971274339,6.967607343127898,8.524661844431348,5.76212271812612,575.1824942236846
5614.292229794848,1349.2263088447442,4292.1399043149895,409.57535300227386,-1.9926109989495357,-3.39205797240591,0.015727135463806996,0.04365689702486383,8.633070809324622,7.207286602585836,8.36454069975125,6.015120898580518,577.751876345057
9173.88319315973,1012.9567257305516,5106.711222543658,294.32134875380876,-2.0077382119646288,-3.1715239034059297,0.01751707908324173,0.04262439919303721,9.12411594269757,6.92062878441276,8.538310879629595,5.684672193396133,571.4075497474064
9942.655389533063,1265.0789129950635,7310.90660775857,365.0529406812519,-2.0403671795420726,-3.3361699143373573,0.013793100097872083,0.051978147382281584,9.204589405778732,7.142889781030235,8.897122568002803,5.9000423860271125,569.1314078830104
8899.686228059827,1298.267882161478,6086.49042979821,356.2076065959252,-2.0146482250084197,-3.279501118339077,0.016511759292536857,0.04809882130176379,9.093771299824573,7.168786256680388,8.71382691048305,5.875513725472932,574.5340730734423
8031.259967318374,1373.5622619580702,5477.040956393376,407.43498699224114,-2.158619911000099,-3.3880580001397,0.016500566223988686,0.043360071848730676,8.99109670214374,7.2251628353838315,8.608320262643907,6.009881378829544,576.7910981001178
8645.34963266488,1255.948755505898,5579.823493588238,370.6323342070339,-2.1550660407532956,-3.3446709101969367,0.014224276531299807,0.042977092429513974,9.064776840638492,7.135646546439361,8.626912422901622,5.915210558310418,574.7971901014976
7886.833071689455,1210.991881394875,5076.634356750833,364.52365158981536,-1.9112268424152403,-3.3028728881352207,0.016651877673801302,0.04421245010802526,8.972949948179647,7.099195039480145,8.53240379280508,5.898591437107147,575.4917293698941
7122.465460780587,1471.2781372678385,4229.844627569761,431.4192848485676,-1.8327225868953312,-3.391633374879755,0.016476170945346726,0.044855357435117385,8.87100921704905,7.29388678312761,8.349920540294743,6.067080435896493,574.0181719743395
2594.731681934631,794.3570572076209,2103.4139734570913,246.7688369435439,-2.1392384056456577,-3.2113184690947465,0.015653296748393858,0.04652474105353659,7.861238392155629,6.677533054381142,7.651317005335275,5.50845201559656,573.4642581534935
6703.1733344969025,1891.8954921792185,4461.651214535609,511.1581230907336,-2.036700669059235,-3.3770407434241414,0.01752200452735879,0.046106085548917104,8.81033632526528,7.5453345113944765,8.403274203971181,6.236678980871201,575.9767166096898
8324.002084630147,1109.4952016928883,5260.511988693393,353.3089036227599,-2.04070754592734,-3.387355239217513,0.014855820093127288,0.04892062247473177,9.0268984379496,7.011660417616013,8.567983637248387,5.867342755357373,576.590268945852
8298.590642447298,923.7878379185804,4997.472387463726,262.2799159606815,-2.038092533591985,-3.213285566912336,0.014926500452036652,0.04399994440617076,9.023840977251895,6.828482432634437,8.516687541089402,5.569412314977042,572.4007332571341
4499.724080836349,1151.0177164282798,5317.421079807919,341.6213518319522,-2.080279350448019,-3.2822146627198356,0.01697073821809039,0.045400182468053114,8.411771358508847,7.048401800808706,8.578743705367248,5.833702965323893,574.6304358613731
6445.34701928591,1420.2246403498152,4894.7064376600265,424.64347953991233,-2.0805432993809845,-3.409661393700667,0.01731667239376878,0.04900049215527047,8.77111375710237,7.25857033551286,8.495909581288805,6.051249945203885,577.2147448779649
7844.613194508444,1230.006369141826,5310.38139938429,367.13718709118547,-2.1806705600976857,-3.3492127719578235,0.01649582437391776,0.046514275494734886,8.967582357961552,7.114774626517143,8.57741893828262,5.90573558499419,576.3597170413843
4951.259516976678,914.866599153824,3404.9132781495937,296.4704153198205,-2.0472664580623907,-3.3250280427746843,0.016439457848499216,0.04539070804869532,8.507397271070442,6.81877826137214,8.132974749287055,5.691947433762391,577.2538057955023
9331.697823349527,1218.9905032334525,7265.7439926947,363.14016574842566,-2.1406905441426027,-3.3301925247604385,0.01588318508148863,0.04344710548453919,9.141172251921548,7.105778338830295,8.890925978564875,5.894788891273616,576.2141501268801
6161.565815573591,1358.2425746368654,5382.516208553675,425.15248223811477,-2.105005709311497,-3.3935347975029027,0.016581360595604555,0.04412791019379565,8.726086215066417,7.213946918556291,8.590911240576979,6.052447886314381,577.4867094886247
7615.8959794623715,936.5785922113856,4329.336247867881,300.4776821605659,-1.9361673656823533,-3.333288569578083,0.01491058026328199,0.04151399436592317,8.9379929182191,6.842233439571055,8.373169517760717,5.705373482200763,574.4363530859488
7721.158618708093,1011.2214679604415,4623.427552684071,312.6165123002089,-2.03308869803886,-3.3502823386059672,0.013827674287016117,0.05049472604449706,8.95171971190146,6.918914253349635,8.438891603528445,5.744977239049802,573.7964080749812
4002.4703822523957,1479.1770589274388,3356.992162266116,452.3558958455454,-2.1290954385600807,-3.4113196242707855,0.01849414962619324,0.044652342782589755,8.294667045031472,7.299241170844643,8.118800662233824,6.11446925020033,576.8039402205486
3788.1721861052333,1319.6870971742603,2726.1627690081923,415.3680894251444,-2.0412735622711624,-3.390638317785518,0.018137925095548423,0.04036974050430393,8.239638908950091,7.185149939884937,7.910650320308177,6.029165089582151,575.848011021983
7906.121671004974,1190.674550812173,6052.587484077601,354.95454546352613,-2.0451430277488627,-3.3219307515416547,0.018843928626831107,0.04741430924659266,8.975392633442862,7.082275274929123,8.708241142913057,5.87198974032966,576.0324666274547
8424.983898747067,1499.733919479662,6585.058031084405,423.24835212413814,-2.124231562579475,-3.3708971549453457,0.014986986753709875,0.04466607311374316,9.03895684409079,7.313042984341806,8.792558426755772,6.047959127619104,575.7314631921165
2578.9080867235193,1376.0158408864288,2369.4516692142906,421.4293554127724,-2.170470898587638,-3.421012683747362,0.01805447836986154,0.04532049614835855,7.8551213661316845,7.226947530699137,7.770413844159862,6.043652160578316,575.9478120133135
3482.7391168343693,1329.1916241408276,2106.714990744488,393.8695041621609,-1.9499049943093585,-3.355824421231135,0.01735005460072814,0.04405222265024592,8.155574365704377,7.192326235031777,7.652885136854242,5.976019646726295,576.9777628040212
8202.600523238598,990.3494486290232,7321.968537647938,327.67268520490165,-2.0551348189465806,-3.338728506081452,0.014282143218102639,0.04374874125335708,9.01220651995536,6.898057859259566,8.898634496709455,5.792015199178839,572.6436445470323
8504.3480027971,913.2992689729813,7408.091067462861,299.50077913328266,-1.9966275627733114,-3.3395118341908323,0.015098034379502981,0.0474220123535303,9.048332841432504,6.817063613273555,8.910328069374492,5.702117018998807,572.9435238850432
9410.161838243594,1718.1781815645825,6116.642827139564,486.09676315181207,-2.0307851572872404,-3.3855699949882534,0.01838263162116469,0.04422622536334522,9.14954543096964,7.44901981169741,8.71876866733664,6.186407705217909,574.9645891375757
9551.778349061284,1662.9460328526213,7920.209870052485,520.9355240475089,-2.24121230614827,-3.4330058664853715,0.015937910198037468,0.043554795092949676,9.164482630700387,7.4163460269842325,8.977172983201386,6.255626279867751,569.5043530844274
9243.16728700482,1376.1305409815106,5919.86333037528,373.2138412050412,-2.0818242064022976,-3.238603870920691,0.0168168430570243,0.046796801025212276,9.131639885878972,7.227030883892779,8.686068641526306,5.922151556187489,574.2804873876931
5633.186564803303,2038.5958692852446,3919.109618776926,545.870863209622,-2.0784708349866072,-3.4187034660871647,0.014815909996244955,0.04542441575987989,8.636430558318443,7.620016550481521,8.27361976891764,6.3023824335029035,574.9377514069769
2020.471546506709,2539.8829222220074,1607.1157097344412,639.343315976596,-1.9903880569213912,-3.450355391020865,0.014642576840224323,0.04682829657089597,7.611086202017345,7.839873265336856,7.382196366713794,6.460441580798206,570.0595866427374
3306.7666728385225,1813.3812649317083,2143.653321831602,539.7179181525569,-1.9573074035193287,-3.4578136654193243,0.014727153843653959,0.04318916681294512,8.103726154955448,7.502948483699288,7.670266812209436,6.291046629282037,574.7889574794398
7739.865479867763,1277.0174799657052,5472.152013046557,387.11535360526625,-1.993981039953572,-3.3971460042040413,0.016789521243296343,0.04378503629696987,8.954139586570696,7.152282544244028,8.607427239078541,5.958722719946786,577.0155981894368
3122.917542433573,1339.1198243864799,2601.311751844112,403.9649986592908,-2.1922815333587202,-3.358232986404618,0.016395943242559063,0.04268970425079305,8.046522953615124,7.199767829653368,7.863771116722222,6.001328237225996,576.2865499052025
1380.265259921708,1071.7312037871018,882.2355969705831,354.80924282169093,-1.758844897087874,-3.4680431800885,0.019891263719783673,0.045487570174783325,7.230030977014437,6.977030567453619,6.782459137084158,5.871580300890051,567.1513299511203
7543.118020801124,1136.422383586091,5080.01433472263,361.78608279174074,-2.132486032455854,-3.3367292765607655,0.015415462912251375,0.04677052127805518,8.928390906132012,7.035640346711509,8.53306936236434,5.8910531056424,576.4858591515896
7741.339919979592,1367.2746343913423,7042.53756985731,416.9205030117762,-2.1231135017610234,-3.3680087206619187,0.018456327831836906,0.05214596439481626,8.954330067877313,7.220574719538581,8.859723834469321,6.032895563365108,573.8854380167695
9940.915057433167,1348.5425870793943,6026.732249489014,409.2701812557054,-2.0206893506661765,-3.3446272999616165,0.014690428430184997,0.044166671394937525,9.2044143535054,7.2067797231559325,8.703960227324327,6.014375527816608,573.6884579839866
7138.562884739551,1478.5037066071116,7560.054730747601,439.7970230559534,-2.2462715760494674,-3.4204749665133733,0.018402327621590005,0.05380543385957817,8.873266758427645,7.298785846294537,8.930633708664251,6.086313309239074,570.0883378921089
4496.25527743935,1164.3792997261571,3472.5280701539887,355.6340792501689,-2.062146341326719,-3.363899262643942,0.016828210218702948,0.04809272487095882,8.411000168751563,7.059943434082181,8.152638158153492,5.873902334959393,577.9086003997477
4374.816676461147,1153.5144132840146,3174.0006555265445,328.28774803058127,-2.096904133854617,-3.232197031978498,0.014777336004298368,0.04585624918084183,8.383619895390613,7.050568572797134,8.062748107616436,5.793890504379485,575.8303906144374
6550.391169561543,1677.215306678973,4930.928918611807,482.1012498281596,-2.153037384854382,-3.3760752897335617,0.016534130965743306,0.045340185172159445,8.787280047389844,7.424890141583948,8.503282670912723,6.17815415387484,576.9616219384357
5324.611942313549,1834.8568751700877,3103.617112813022,496.6673578702152,-1.9649946665258418,-3.3766596297535942,0.01624390367370872,0.0488335933132193,8.580095113239235,7.5147217602642185,8.040323520863668,6.2079205019554236,575.2545931490889
9005.072785514501,1337.6687888158622,6893.758135531058,416.9530036420044,-2.124600998457479,-3.3937934880014793,0.016671683078080275,0.048912062728570196,9.105543340366342,7.198683668053463,8.838371663132548,6.032973514349244,576.1957964566926
8553.89434226817,1192.1795158495895,6176.538718292508,350.11881566429093,-2.1106823385539553,-3.3188668089381497,0.01586394221395903,0.041489356489274244,9.054141936859759,7.083538436831129,8.7285133156033,5.858272570201972,576.4637453689722
6140.207751394716,1354.4843190297984,4870.1381251307075,401.9103695675319,-2.16403473164311,-3.3287258808718265,0.016054446125144617,0.04236628509050253,8.72261385630081,7.211176084514466,8.490877578124266,5.996229102484665,576.8180754376828
9448.651675253897,1603.270051318708,5206.7759028996015,474.72060899758304,-2.04730945495672,-3.4263908372098806,0.01475098810233833,0.04946099418174842,9.153627330440736,7.379800604620784,8.557716114575834,6.162726439398074,574.9864619728846
7693.448747778289,1302.3467801417976,5253.488159951656,367.83153418756376,-2.1484150606791452,-3.315073091081735,0.017170713149474635,0.043785410179914254,8.948124433718993,7.171923131500125,8.566647546381484,5.907625045818433,575.8777294486031
6935.9799424579605,1111.5227860155774,6945.986279610943,333.46646087084264,-2.1021924204927225,-3.2970150534424087,0.0172726491051539,0.044844573599156216,8.844477626653712,7.01348623343306,8.845919258008509,5.809542293194548,576.1737501639868
7261.39739804418,2143.2125256721024,3886.7784689784667,615.6652371930383,-1.9387934718500337,-3.460000139636124,0.015791339815533583,0.04620448045861964,8.890327568366569,7.6700611625918675,8.26533593642603,6.4227033696979605,573.9834759588874
9356.212723469633,1541.2549198865677,7536.247020465164,434.8644277484115,-2.0970775584038326,-3.2888705301472845,0.01482378249399472,0.04574614965534366,9.1437958640285,7.340352246613974,8.927479594443135,6.075034322164026,573.2477597922197
8603.951944295415,1181.5060511112663,7152.159888473617,385.35456709586913,-2.1605705263314436,-3.3872841282344246,0.017372646427816316,0.04472785737008526,9.0599769050972,7.074545218163798,8.875169672374383,5.954163863966069,575.1921127863044
7029.175244470698,1260.1499010017626,4837.91374557094,387.35014074783857,-2.06308283263434,-3.3892683518268787,0.015222820660535045,0.04990700386168813,8.857824658501295,7.138985961918285,8.484238862480852,5.95932904043873,577.3368708006395
6688.221842046283,1371.1331987018082,6512.962868344793,409.1743632272893,-2.0674836780752797,-3.375246590403316,0.017628471688567175,0.049730022519268384,8.808103324376843,7.223392829257286,8.781549757370131,6.014141381155114,575.5895856035895
4233.729535435548,1233.0937530543317,3655.029185606035,373.8882976638214,-2.162146795330651,-3.3621169957391337,0.01712059570468268,0.04421945187924372,8.350838570446971,7.1172815368141285,8.203859357269929,5.923957083455888,577.5633213890462
5106.343905147082,1373.358796950591,3355.837872888843,396.7029341141803,-2.1021393453107184,-3.3842119846545264,0.013263611904262583,0.04258715884135977,8.538238948676097,7.225014694972448,8.118456756792272,5.983187723797899,572.5464247848697
2860.0219988202025,1232.5944995133598,2179.1778051301158,360.47881293016724,-2.042591666183324,-3.287788980145172,0.017832273116671477,0.04699242338625072,7.958584595679492,7.11687657601077,7.6867029310327855,5.887433183653011,576.916867900734
8003.899534480941,1357.2436792905896,5668.409967126089,430.24512096352163,-2.104717221754002,-3.3942019147698823,0.015338568822284524,0.04368170627099233,8.987684143710922,7.213211215777545,8.64266392831592,6.064355095023914,576.7893499484929
8609.182337755337,1005.3553308739893,5106.768478456579,324.6420839468822,-2.0734556464646983,-3.346326110355951,0.016236858794359134,0.0428125646452775,9.060584626333227,6.913096321063183,8.53832209146231,5.782723295311714,576.7146634540707
2333.0612069849676,1270.5079350553895,1465.1867537391427,411.8170056323622,-1.966541746540632,-3.489472851173228,0.016353540884870628,0.04513671470895928,7.754936506990179,7.1471720483569205,7.289737990281718,6.020579089594274,573.0681555265253
6243.719420217134,1237.400682923796,6578.002644966956,347.5662254669276,-2.101770707433753,-3.232357044391369,0.01644631441019146,0.04783241548517337,8.739331344721949,7.120768234998947,8.7914864288418,5.850955223730624,573.8861844214898
3924.657041298081,1333.2704965347987,2589.922226052639,386.1689606348984,-2.018792283713329,-3.3339420867110983,0.018675894631801127,0.04800239769568289,8.2750342483856,7.195390222724477,7.859383125691613,5.956274995544636,576.364740799919
448.8428853962323,1249.334123972692,358.719719924987,382.4756371283644,-1.9364742546135423,-3.3340202891706965,0.018115061816852254,0.04704362279083147,6.106672905339036,7.130365987539009,5.8825413591213,5.946664957456002,573.805087158855
7420.767197989311,1469.8889983067054,5161.146846963111,427.3917649541026,-2.1486343778319963,-3.315194183023167,0.016899999190484908,0.047134126287642054,8.912037726771866,7.292942165565673,8.548914090943537,6.057701074927083,576.1078172210584
6298.906455850402,980.0963343077462,4866.832036912085,304.82074512203303,-1.939898140301997,-3.3198753315580163,0.01541140348085771,0.0486910676901683,8.7481313188767,6.887650867147485,8.490198498638419,5.719723882920411,574.2464831431358
3109.6550635412345,1617.2142473325534,2220.32185964089,461.69809353281966,-2.0663283060640665,-3.3838640920851124,0.016012732724280776,0.052814989776955874,8.042267086977464,7.388460347604481,7.705407446177698,6.134911200270759,575.2447913832473
6533.4835686991455,1199.611462356871,4757.609741745084,368.1045475014322,-2.117151169592865,-3.352640160452305,0.01760525504239704,0.04357125563408338,8.784695551495165,7.089753001978313,8.467500666007801,5.908366994292453,578.0495856950558
4040.72895854348,1632.7729900483312,3150.000187248243,487.5277954702495,-2.1122865125614534,-3.449738612744762,0.018469017651724658,0.04463949929938879,8.304180389961747,7.398035069252205,8.055157791263564,6.189347305161761,576.2062962886306
6340.739570632747,1117.8986420673375,4224.494266009653,334.636062977679,-2.015973384495058,-3.3095126864894584,0.01752565223537944,0.04375838583148334,8.754750692147374,7.01920598955807,8.348654832273871,5.81304356211637,577.7426658291015
1884.1996147994867,1095.6512560071585,1590.125861241587,358.28763647698935,-1.9929650378050647,-3.4077844666257655,0.01581703329642147,0.04585721642245225,7.541258402177378,6.999104219798769,7.371568450095023,5.88133611765078,575.8967458589676
9135.799814810553,1134.8476438119283,4921.284846694499,349.645449418019,-1.9568859041710545,-3.313715309539108,0.015126982661666566,0.04379920740089861,9.119956019966864,7.034253686378307,8.501324923095362,5.856919639387704,575.8268287327031
8541.880557002192,1113.712160176804,5413.629231347832,322.32437185876984,-2.070515197241412,-3.292935483470746,0.01569360819493588,0.043737036230427385,9.052736468278852,7.015454003057955,8.596674984516973,5.775558404512779,576.2698686252388
8514.0771387675,1876.5472726955002,5571.030861774318,534.5351538799847,-2.076793989499342,-3.3977874565636395,0.016123971366455027,0.044177693319442886,9.049476206573447,7.53718881020847,8.62533538972443,6.281397497956225,576.1839511884067
7006.31508936454,1122.5021783065881,5502.580822707787,345.1371182235774,-2.1070238869002837,-3.3058432299613267,0.01708132177551133,0.04067463920545707,8.854567176963156,7.02331556019946,8.612972501653996,5.843941782197675,576.2343607518762
3483.9010148517955,1321.6811237659654,2896.6640219006435,411.85426823921455,-1.98286593811011,-3.406248205711935,0.015436061688906265,0.04864163498076924,8.155907926217404,7.186659783877683,7.9713150165531586,6.020669568910622,576.193463966124
8766.361578342707,1453.9704255323693,7180.584632159358,444.8074066701979,-2.104828507034497,-3.3399665868322805,0.015791462804879728,0.04724882964290539,9.078677127942678,7.282053317812578,8.87913608381926,6.097641394484331,574.2506890123685
6787.097647978519,826.3661986884397,5657.011793441929,267.61572125870157,-1.9254683832417114,-3.3158963623803612,0.016974098530394773,0.04374705283106124,8.82277868410262,6.717038015091431,8.640651080092958,5.5895520756267,572.0485159801023
9571.3207022454,1115.3519411906198,7417.382036752597,318.10770072383866,-2.089073355167526,-3.233563390961351,0.016670324496612956,0.04176545329512102,9.166526479339625,7.016925276413087,8.911581448668459,5.7623900069620415,573.1488947078499
9312.6667709768,904.9407118904606,8996.936571920834,274.85400411082605,-2.092853330246256,-3.2462258135763493,0.01447893311732898,0.04380118316610387,9.139130770820275,6.807869429830691,9.104639417477944,5.616240062549928,571.135903451056
3993.920109980802,1454.1687241086388,2866.528813903173,419.40088144934884,-2.1091387302927793,-3.3449824403195336,0.01674037894601888,0.03963285173503569,8.292528511267145,7.2821896927013805,7.960857104243904,6.038827220156953,575.781809034918
2157.8269997766542,1485.9755245882245,1484.7180793241678,426.7200898628831,-2.0335453260828444,-3.3780815919345715,0.019109400146099742,0.05011963308270095,7.676856975679913,7.303826754474649,7.302980187640897,6.056128271023491,573.8924558638452
7965.912925294359,1168.085167411812,6102.085828490418,332.21215957909055,-1.9970186046778646,-3.2790258277184274,0.017334419322703,0.047249848324284374,8.982926832887768,7.063121078034468,8.716385930810343,5.805773799697425,575.0147479770321
7936.2320969935045,1342.3383742063288,5122.865773081951,382.42719717485494,-2.156337106746023,-3.3098420274230107,0.018546031256206096,0.04764424326315137,8.979193894629981,7.202168427482722,8.541469282753079,5.946538300967355,575.1109149521471
6116.515505469119,1209.2981669522408,3788.1980639160397,386.00432078669036,-2.06430763629088,-3.4257184331728463,0.016885984071399462,0.04686366848057146,8.718747851506912,7.097795442997673,8.239645740139684,5.9558485631500835,577.4497014593524
7794.458430309176,2458.845745590762,4817.868179105699,705.8576355531277,-2.056347599944727,-3.5129737438975366,0.013718021219633728,0.0524850701030149,8.961168302530377,7.807447309703923,8.480086822714533,6.5594135678011005,569.9156438448953
