# Date : 2018-06-02# Equipment : MACSQuant (Bjorkman lab)# User : sbarnes# Description :# A titration run of six replicates of Q294K in O2 date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,run_no,fold_change
20180605,gchure,Q294K,O2,R260,10.0,7087.529606795695,260.0,r3,0.32586580454702346
20180605,gchure,Q294K,O2,R260,25.0,7107.474762378801,260.0,r6,0.3302446952066912
20180605,gchure,auto,O2,R0,25.0,4815.631477634652,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,25.0,7127.354395920886,260.0,r1,0.33310926433479354
20180605,gchure,delta,O2,R0,25.0,11755.465237295035,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,25.0,7391.047282742504,260.0,r2,0.37110626771467303
20180605,gchure,Q294K,O2,R260,25.0,6871.991874879115,260.0,r5,0.2963126305989635
20180605,gchure,Q294K,O2,R260,25.0,7298.359546139789,260.0,r4,0.3577503661451734
20180605,gchure,Q294K,O2,R260,25.0,6949.254048174795,260.0,r3,0.30744577527813244
20180605,gchure,Q294K,O2,R260,50.0,7321.51219616644,260.0,r2,0.3705037887890366
20180605,gchure,Q294K,O2,R260,50.0,6914.112464520203,260.0,r5,0.30884238919957535
20180605,gchure,Q294K,O2,R260,50.0,7116.180254932415,260.0,r4,0.33942606857123064
20180605,gchure,Q294K,O2,R260,50.0,7092.232957170618,260.0,r3,0.33580155981072857
20180605,gchure,auto,O2,R0,50.0,4873.576451412995,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,50.0,7082.205188796036,260.0,r6,0.33428382137178286
20180605,gchure,Q294K,O2,R260,50.0,7115.296289220813,260.0,r1,0.3392922772141618
20180605,gchure,delta,O2,R0,50.0,11480.62290768362,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,75.0,7267.99349375009,260.0,r1,0.28757911995530083
20180605,gchure,auto,O2,R0,75.0,4864.495132671735,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,75.0,7765.626595176642,260.0,r6,0.34712103256333243
20180605,gchure,delta,O2,R0,75.0,13222.189395912883,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,75.0,7476.4489620771865,260.0,r5,0.3125208636661142
20180605,gchure,Q294K,O2,R260,75.0,7465.6760069510465,260.0,r2,0.31123187716016826
20180605,gchure,Q294K,O2,R260,75.0,7460.200409429511,260.0,r3,0.310576720684103
20180605,gchure,Q294K,O2,R260,75.0,7343.855221752487,260.0,r4,0.2966559927880451
20180605,gchure,delta,O2,R0,100.0,11550.598299410607,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,100.0,7071.437074019442,260.0,r6,0.3279845282905264
20180605,gchure,Q294K,O2,R260,100.0,7109.90536725601,260.0,r3,0.3337559856961422
20180605,gchure,Q294K,O2,R260,100.0,7046.093907157295,260.0,r2,0.32418225385197
20180605,gchure,Q294K,O2,R260,100.0,7156.132783635681,260.0,r4,0.34069155632222115
20180605,gchure,auto,O2,R0,100.0,4885.3332661561335,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,100.0,7340.675518301033,260.0,r1,0.3683787876242965
20180605,gchure,Q294K,O2,R260,100.0,7113.853985611129,260.0,r5,0.33434840300219354
20180605,gchure,Q294K,O2,R260,250.0,8752.053369670753,260.0,r2,0.582238676703719
20180605,gchure,delta,O2,R0,250.0,11545.90462385383,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,250.0,8110.56052143892,260.0,r6,0.48631699842496906
20180605,gchure,Q294K,O2,R260,250.0,8681.9918883627,260.0,r3,0.5717624650229692
20180605,gchure,Q294K,O2,R260,250.0,8489.924197176391,260.0,r5,0.5430428069122101
20180605,gchure,Q294K,O2,R260,250.0,8312.76380641985,260.0,r4,0.516552220068216
20180605,gchure,auto,O2,R0,250.0,4858.231308050858,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,250.0,8640.24707569132,260.0,r1,0.5655204118155053
20180605,gchure,Q294K,O2,R260,1000.0,14016.422551167749,260.0,r3,0.7844074567929018
20180605,gchure,auto,O2,R0,1000.0,5054.661274220441,0.0,r1,0.0
20180605,gchure,Q294K,O2,R260,1000.0,13457.988516859039,260.0,r5,0.7355286921057099
20180605,gchure,Q294K,O2,R260,1000.0,12844.171956069058,260.0,r6,0.681802390711678
20180605,gchure,delta,O2,R0,1000.0,16479.541544466752,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,1000.0,13841.941127651839,260.0,r4,0.7691353997219572
20180605,gchure,Q294K,O2,R260,1000.0,13626.11287337163,260.0,r2,0.7502443261023687
20180605,gchure,Q294K,O2,R260,1000.0,13540.211644242328,260.0,r1,0.7427255401634897
20180605,gchure,Q294K,O2,R260,5000.0,9970.863213426137,260.0,r2,0.8518866930073473
20180605,gchure,Q294K,O2,R260,5000.0,10299.710508969827,260.0,r1,0.907642472170054
20180605,gchure,delta,O2,R0,5000.0,10844.434727805485,0.0,r1,1.0
20180605,gchure,Q294K,O2,R260,5000.0,10051.350780990491,260.0,r4,0.8655332916057699
20180605,gchure,Q294K,O2,R260,5000.0,10644.274859573165,260.0,r5,0.9660630646454108
20180605,gchure,Q294K,O2,R260,5000.0,11629.030062663654,260.0,r6,1.1330274714594089
20180605,gchure,Q294K,O2,R260,5000.0,9947.483149048077,260.0,r3,0.8479226229847621
20180605,gchure,auto,O2,R0,5000.0,4946.439928305924,0.0,r1,0.0
