ep_RA.Q21M,ep_RA.Q21A,ep_RA.Y20I,sigma.Q21M,sigma.Q21A,sigma.Y20I,logp
-15.495950124283013,-10.588347699530665,-9.87970577746465,0.06663839922167986,0.10326096192117465,0.09929572428997575,1750.575629758268
-15.491782936718154,-10.642185784321414,-9.911792472000176,0.06520236558278725,0.09890682325472998,0.10003408627913468,1751.164448460809
-15.562983075809614,-10.668955481591885,-9.772727210524963,0.06684610655135279,0.09749338418409068,0.09562693742542008,1751.6820588461655
-15.518064453459347,-10.60030098453384,-9.827258070023937,0.07177799253831711,0.09687017093387312,0.09675110560501032,1752.6858230665448
-15.524580025015016,-10.616167310404167,-9.837377419656109,0.06694430744898866,0.09322280180260681,0.09340542321541155,1753.4744771916976
-15.565055747510463,-10.571316166216105,-9.847054782987328,0.06986154485549974,0.0926176468090286,0.09968908249222481,1750.9457471435592
-15.545149835094241,-10.637770083570658,-9.836403732092336,0.0673545467378068,0.09930906326134611,0.09898627395149308,1753.030927374309
-15.54351127540737,-10.630665615711074,-9.808757942386096,0.06986608007774772,0.09448278353023158,0.09429310237275589,1753.2212314188664
-15.491803390410345,-10.559372999427854,-9.896768761123177,0.06763583513191988,0.09819344321158581,0.09176582254170322,1750.3063992821196
-15.526212187555785,-10.652120535070686,-9.868024973217693,0.06736580283465071,0.09381092875353525,0.09949602042016872,1753.587110783286
-15.514544999849145,-10.657864567416476,-9.804560134267097,0.06573265999640165,0.09795254257139342,0.09729336550058063,1753.1930181508762
-15.554490148809613,-10.611632743451128,-9.7417619850636,0.06610963446976632,0.09547550303555472,0.1002083793996607,1750.8210754880236
-15.505243743019209,-10.670125116081632,-9.900118349898728,0.06555700272499292,0.0939009585787995,0.09095086109871371,1751.4699421359967
-15.507055326048206,-10.68696543719478,-9.796481269257788,0.06667354912324389,0.09185455188490352,0.10344099752036999,1751.3229141774864
-15.528290963166578,-10.658271044710292,-9.878204069659944,0.06994250440589385,0.08624527940867584,0.08989323767789405,1748.9446186624514
-15.487800776312504,-10.57223545415679,-9.788783149842928,0.06689823566172236,0.09133559004228331,0.09075891501192311,1749.8565898675263
-15.52101297667127,-10.52338934024748,-9.83634679080983,0.06890586359143983,0.09745306337357505,0.09084347660412355,1749.734811265555
-15.542338295139476,-10.708640164778876,-9.847333662247182,0.06810921179847361,0.08980709859806238,0.1056592714196296,1749.409815921796
-15.579758405083469,-10.642354881391222,-9.91009306885465,0.07256546852687132,0.09349373971110021,0.0975745867894555,1749.7958774523277
-15.564204562856021,-10.604700846297774,-9.81845406739564,0.06637999754654664,0.10751725868916956,0.10029828722565849,1747.9252964261425
-15.507027497574745,-10.662786233587221,-9.869562037243346,0.06786150330353172,0.0985495859888008,0.09536881120370391,1753.331067771403
-15.52929111094991,-10.6158735595868,-9.768921429139853,0.07160601832130302,0.08465788324704475,0.09707157897886419,1747.7440210545008
-15.51541419586672,-10.641799406014043,-9.916957457375533,0.06658743127230611,0.09198128266972912,0.09863811726888164,1752.3496153857968
-15.533488038144055,-10.641989672864876,-9.752708226424858,0.067744292811336,0.0980363890427156,0.09362805029432221,1752.0082400233377
-15.558851086647293,-10.663096171080857,-9.849518469351654,0.06926127675336402,0.0910030222732215,0.10208739745110058,1751.5177018303223
-15.503778388672746,-10.645836966884017,-9.903843711068358,0.0687994402258623,0.09925282263969193,0.10667453108605912,1749.962320554543
-15.557303912718956,-10.666441827905778,-9.811456509081436,0.06978828565166346,0.09763021040980827,0.09711521315430183,1752.6459787183096
-15.495330334361611,-10.588959635897925,-9.863686258181724,0.07138903662651959,0.09638418311229338,0.10216756944394997,1751.234291090131
-15.503031055841602,-10.695836646562917,-9.840972944391455,0.0687713841377283,0.09396197687717332,0.10334998535289543,1751.7966519040501
-15.519952470656245,-10.659808401815129,-9.85685707211902,0.06864951652304323,0.09484172389157773,0.09705172127328898,1753.9518085462898
-15.538424832641574,-10.696749928628448,-9.821132304855459,0.06714191164202168,0.09872366403381908,0.08802062134407355,1750.293754643309
-15.52276442591219,-10.65636300384151,-9.88647364317124,0.06657096338106212,0.09185058576947537,0.09496006965309522,1753.0637619448407
-15.51431665198095,-10.601373836575277,-9.831384339527379,0.06875065438512512,0.09076432357011342,0.09087368476777036,1751.8910422629322
-15.517550305747307,-10.710713289017665,-9.786664862525216,0.06637637635326135,0.0991822615945745,0.0987813308887771,1751.7689499825267
-15.551990932466833,-10.767962734250144,-9.829743397250512,0.06908637973937237,0.09503708349787895,0.08976544806677574,1748.2043708540157
-15.48894586795282,-10.694234254374939,-9.785084206379873,0.06910492197354762,0.0921381088786649,0.09685328750725805,1751.7779110312324
-15.572594665180917,-10.630376304492232,-9.794604580936047,0.06653852336202533,0.09984751814942162,0.1010240218042209,1750.5802553739827
-15.546430810348888,-10.598821152240692,-9.943701199569395,0.06450454555933464,0.09426923510295257,0.09665870863863392,1750.2039866817101
-15.49259194862737,-10.606272775794286,-9.825288188889116,0.06681886881904908,0.09561309887110092,0.09979626452729935,1752.7687515510547
-15.509545222856646,-10.635472016675086,-9.825689460368597,0.06725216349916696,0.10092415349429862,0.09357976077147638,1752.7180589415445
-15.511010068961937,-10.714986264738812,-9.850389172739948,0.06904120309570509,0.09740584962368141,0.09709368874981204,1752.600958694089
-15.567040831993742,-10.691526158319158,-9.83855068368532,0.06926447727228169,0.09339667967574149,0.10121000837961375,1751.3766213597692
-15.514058560790701,-10.639411207855172,-9.79515297256719,0.06846915601236367,0.1030755830288811,0.09454446220461726,1751.7964113485664
-15.508733387414752,-10.573224495585105,-9.85385685043981,0.06785786575058272,0.1002937615241723,0.08957633447304261,1750.5773084143568
-15.505572348752947,-10.613397245659945,-9.891959158682043,0.06639830617838445,0.09119869974424004,0.08999827701983004,1750.9870189911767
-15.523184647102395,-10.697811606425075,-9.691848533642235,0.06351685929361632,0.0930583273060519,0.09363002936524327,1747.0940571902197
-15.521212164266224,-10.66629184222373,-9.807612327639974,0.06755945353326011,0.09103757382393807,0.10339935327408964,1751.87192018241
-15.53170146489504,-10.624025356786165,-9.768034334593473,0.06433678053263038,0.09539857103594136,0.09204877932197215,1751.3059382487486
-15.50419039838801,-10.743675865982514,-9.798950716112424,0.0683629588036704,0.10015396718203945,0.10257165240104815,1749.6591665027884
-15.545536671970757,-10.737480760112105,-9.92803108798639,0.06520029625001794,0.09716860889758844,0.0950648701048232,1749.3796475151805
-15.542913788434717,-10.634793681881394,-9.814666912581053,0.06546865127490718,0.0980579556246827,0.09826291180024865,1752.8907603850355
-15.546734910387922,-10.580847093518097,-9.837410418780022,0.06666045081112426,0.0989712425841227,0.09051087556102944,1751.1642815315322
-15.554175499239884,-10.676522407424395,-9.81602740817877,0.06879273823893353,0.08867291356704368,0.09281671967788639,1751.0293217703143
-15.569248872955825,-10.683054328556437,-9.841242409662819,0.07113240663089572,0.09676048260137625,0.0960344331828676,1751.6809551404083
-15.498879219498543,-10.665667333529365,-9.805347615704697,0.07114121075426062,0.09806760495597372,0.09423764788400407,1752.3969338255406
-15.581686863112736,-10.627455371688862,-9.865596801666204,0.0707960153028017,0.09547770130630871,0.1011556467164756,1750.6232429866805
-15.530293626609476,-10.627620486611685,-9.849177148858635,0.06934593056004823,0.09438056906584644,0.1006953577498019,1753.3447851923718
-15.554282022324658,-10.627455303809947,-9.867293038583984,0.0665255654436191,0.10199334281063581,0.0933621444781509,1751.4284774983255
-15.550448023412024,-10.749152956409686,-9.865249898535655,0.06664323577910855,0.09822898014129805,0.09537018738843318,1750.489593850167
-15.583070410359749,-10.53512658502172,-9.827311599873163,0.06874100672538717,0.09901298213950985,0.10200910905736695,1747.8608433490776
-15.534528216953822,-10.639076931636483,-9.82648102354316,0.0652977546691656,0.09691922337883456,0.09715421915560621,1753.3640129511832
-15.542703826513836,-10.642591508769032,-9.774974563886456,0.06569000857616678,0.1064411949812467,0.09768857675251354,1749.2223557670286
-15.504191224687368,-10.712298145719355,-9.72342642164805,0.07425613053338538,0.0955402355876663,0.09854320035243067,1747.8658782033494
-15.509399809305313,-10.688033793724873,-9.869529822753108,0.06328903517986681,0.09781938463286177,0.09826476829968939,1751.396385320551
-15.499090857206344,-10.71680418124384,-9.858790135169963,0.06348997042483147,0.09750441275378234,0.09536843775130181,1750.7021792883966
-15.547966343433014,-10.688279670471614,-9.873494787243503,0.06910280114836802,0.09219394145756354,0.09234660017063959,1751.9989140731573
-15.531138661050779,-10.690598098995743,-9.789001301726852,0.06503058236266342,0.09970247212175382,0.09723388906609229,1751.8341638973409
-15.530061332293354,-10.518122724863558,-9.820175018156585,0.06629173149861285,0.09542031829845465,0.10515265888734995,1748.2422206833246
-15.541734951064955,-10.695805706168906,-9.798458689448097,0.0670035416896817,0.09610202177088709,0.10214985410090112,1751.9118556478402
-15.542586328643333,-10.563928680424974,-9.842442679000856,0.07167427850791043,0.1017432064826,0.09248986335472409,1750.0083166656625
-15.535932039142825,-10.574336496764298,-9.90144500726438,0.065670233223071,0.09651711608995256,0.0983414243600304,1751.6854141004399
-15.531586923033464,-10.703146411907738,-9.889048883539717,0.06605267105723428,0.0980315662159805,0.10336769875443856,1751.0022680910295
-15.561246983703807,-10.615068816893029,-9.85733737926226,0.06806289898314287,0.10020380225994673,0.09902466835144765,1751.947194486643
-15.523423411564465,-10.666115972902766,-9.939298620116086,0.06650355612332376,0.0938035451212893,0.09879201019279077,1751.7474703102696
-15.546418449690378,-10.637184071987615,-9.838189230049595,0.06477901011410661,0.10360225332180897,0.10764612309588593,1747.7305803036822
-15.523297228883896,-10.590994855125295,-9.855739770486318,0.06720086290484481,0.09849834327402891,0.09324783881856717,1752.8068687382176
-15.504471611311743,-10.646234493833045,-9.749447043914365,0.0693198906105974,0.0989161606962292,0.09690950515777211,1751.832595480769
-15.506711601934578,-10.669389557959528,-9.915138004722955,0.06787656985793572,0.09655515607236552,0.10333266955485085,1751.4568353962288
-15.508585864894773,-10.657505152069973,-9.884674424797998,0.06325007887375882,0.09341571211871387,0.09437537116510489,1751.597269679255
-15.517471168853051,-10.672662698798735,-9.86170439286471,0.07260174762614174,0.09482579753462708,0.08497281179608344,1747.5091131579225
-15.543930983334752,-10.667448993446833,-9.765034022086253,0.06657674171078536,0.09507946970685573,0.08781134262663225,1749.5913525981412
-15.498931545178626,-10.708553839592664,-9.848721251560375,0.06809976119455664,0.09370142314328092,0.09254330656976813,1752.1406404451504
-15.53216382838485,-10.695476681852766,-9.795796510121145,0.06825835231720966,0.09687167422263837,0.08792159277307467,1750.3145958759217
-15.528042653297605,-10.653796098578262,-9.913595226612765,0.06419847473947508,0.09749151228971066,0.09502808639174894,1751.6913612165274
-15.548764532046787,-10.65627674681888,-9.834650401169425,0.06935323288713593,0.09250262455051722,0.09352739237790302,1752.986818178036
-15.559407336929725,-10.605315842459923,-9.838800417477561,0.07056833553129598,0.09117742365839901,0.0961289337148911,1751.9256205251638
-15.519697533673776,-10.619029202889967,-9.829647810253434,0.06859657424974629,0.08929106539001253,0.10387750801620285,1751.1797799085173
-15.441259256457506,-10.748499418670116,-9.720672261338628,0.07027154875105773,0.0957225783142837,0.10193524845936482,1743.8234076497674
-15.526442160196412,-10.668265056604818,-9.93049625791541,0.06588807650516187,0.09968265257123346,0.09341026177710292,1751.0391592743897
-15.496279578266025,-10.621881323907777,-9.870163892823424,0.07065543757903953,0.09478135997146941,0.09465763563696278,1752.864849542013
-15.507163470021304,-10.663550574501588,-9.829850145547734,0.06893628796762676,0.10712599313308528,0.09289335938033065,1749.624394719889
-15.50124077354493,-10.613158769268278,-9.841772498574795,0.0686571402372638,0.08942690220436293,0.10857685089851285,1748.6725664371786
-15.497619525240598,-10.64124903276219,-9.880166234127524,0.06946781333733461,0.09286398452729983,0.09693282472091821,1753.092641311584
-15.491011510066894,-10.593705440685124,-9.783653711190881,0.06754957557721804,0.09133397193873653,0.09431823138149986,1751.5950249502043
-15.449143704062527,-10.593330933656743,-9.841713294115348,0.06440870237113683,0.09254246373989136,0.09714619788435612,1748.4165932525643
-15.500320909542037,-10.585955548967279,-9.896415221305558,0.07073985652840824,0.09800633344055688,0.09591268549672154,1751.7503721376631
-15.513830424601517,-10.618636977391793,-9.865673009937613,0.06520646096027878,0.10263592710247413,0.09634288647882028,1751.70293534263
-15.505983549902767,-10.584567750115387,-9.778374977135664,0.0681354012988526,0.08806097506262388,0.08697537263315887,1747.0651921144322
-15.479125991805311,-10.601349047864757,-9.874639736455142,0.07203151357975301,0.09600813171039915,0.09461234975523301,1751.2489762739424
-15.537217194821336,-10.696791861902858,-9.825283426391417,0.0686780156003658,0.0906801970873127,0.0995199308892804,1752.155465040148
-15.459580596527257,-10.67020876893081,-9.84544818174877,0.06633646200776519,0.09804401611539103,0.10138630568788641,1750.0916369489084
-15.511623280384924,-10.62445150759203,-9.82453062081744,0.07011393744866475,0.09447861387446331,0.09962956268613762,1753.323776282509
-15.551313244284547,-10.628428965058134,-9.86030053048548,0.07095514562439152,0.09096771001460023,0.09919598091382097,1752.0604864707177
-15.560182823403101,-10.60217149043998,-9.869541898028517,0.07140279164903299,0.09986168463336549,0.08909984582586711,1749.4398692707894
-15.567149316072888,-10.674945618936919,-9.856659567592782,0.06649491010099248,0.09710760555477246,0.09747748134308043,1752.1295471353399
-15.547082443746202,-10.654261842141073,-9.829245193112497,0.06653831137125286,0.09627183732105268,0.09587585958521727,1753.4608389682296
-15.508564275332311,-10.61906671120198,-9.736292125559059,0.07072657012800625,0.09059712894126173,0.10092528571225917,1750.2071140799737
-15.510851633424869,-10.61202816772184,-9.913041437004678,0.07269746302666458,0.09932301223305652,0.09795188630863814,1750.8644923302825
-15.539966715755298,-10.671438618290278,-9.867451408189805,0.06678197753363019,0.09973322096147001,0.10090974649572605,1752.299226513991
-15.596002265227776,-10.708977646309876,-9.889976283526986,0.06915355229446885,0.09629558138373662,0.0925074671955025,1748.4371792155798
-15.530297679015485,-10.652938950768718,-9.902081267602235,0.06859431993694827,0.09108506297968155,0.09425416691938765,1752.5016707227737
-15.51809458778361,-10.734377343363418,-9.781819881195288,0.07046893031008533,0.09342794103301542,0.08815793755170258,1748.3603622378325
-15.547151118852817,-10.582928888889468,-9.820362843197861,0.0721707991750022,0.0930199773768633,0.09668040649462854,1751.5676069245546
-15.502473087477028,-10.613089831027008,-9.700324744177317,0.075920606517587,0.0951571359830487,0.10662301937454137,1744.3946006868312
-15.518185765614223,-10.569150808481476,-9.821202798461938,0.06813507388795748,0.09513557522631164,0.09691203490618079,1752.8004054523658
-15.530779298954904,-10.654310345455265,-9.75322291923209,0.06748169838642802,0.10310118879115582,0.09462460794697508,1750.674206638864
-15.526352938354526,-10.59656554255034,-9.839564803746882,0.06929675094225285,0.09968670924433458,0.10246850774800087,1751.9242845875526
-15.536569261782454,-10.657817417235151,-9.831765983400055,0.06753744629476258,0.09919552435000888,0.09116998487781736,1752.5074379908367
-15.536585566065387,-10.601059712703417,-9.847642496643058,0.07491628210269492,0.09238723483616171,0.10386576268986866,1748.9885443966418
-15.505882501994023,-10.672325039766253,-9.786025978519625,0.06673413046387083,0.09932283439862918,0.09718147938845899,1752.5754829384623
-15.52293275207866,-10.589111712091944,-9.893877082789968,0.07283246533498448,0.09336892297517978,0.09494949025003127,1751.221506316123
-15.535876083374703,-10.62045528097214,-9.925637784310714,0.0728187282214204,0.09492123007275005,0.09226420857346998,1750.3037540624089
-15.507492680505,-10.634251535912462,-9.837057681901822,0.06890256085984563,0.09744510484942835,0.09406290062561858,1753.583986450452
-15.51510513142452,-10.696639948966377,-9.8443888592515,0.06776992277649624,0.09674354852716065,0.09258395355802278,1752.871426447023
-15.499540910174762,-10.65408624472535,-9.927016350851913,0.0671520666362846,0.10261981828086075,0.09067431042439603,1749.3177211629502
-15.48568720207137,-10.6065276218308,-9.847457968816709,0.06349491016899009,0.10369449596076265,0.10413716417305958,1747.6995347653954
-15.529857510956486,-10.682280719993873,-9.890486307155259,0.06513868408306017,0.09729061173604421,0.09382972390658104,1752.2700166580203
-15.522620857415193,-10.68847741557762,-9.794636548886098,0.06603450170773373,0.09779575809694202,0.10109419102286282,1752.209239626361
-15.54836758700876,-10.57979831863005,-9.863509602788053,0.0676683167707068,0.09408763169996368,0.0984086590422396,1752.4663231473392
-15.540389128461122,-10.548349016420607,-9.839587785089957,0.06589253491145967,0.09635823108003908,0.09521068503340545,1751.5044701304148
-15.490017928480944,-10.675375560810295,-9.913627757418178,0.06807016274413656,0.09627743153705444,0.096856565243561,1752.0881796142148
-15.52474892291235,-10.633966957538583,-9.83415345430655,0.06600303895915352,0.09616304271941369,0.10075814426185967,1753.265255861177
-15.491293163835094,-10.720003676976816,-9.80137831333826,0.0695772100757973,0.10146706606079994,0.10022263480798937,1750.2786981490337
-15.541468715029094,-10.637097370457688,-9.934218101707328,0.06365683737294606,0.09434834626391927,0.09344590874904986,1750.2593117169804
-15.48312803869037,-10.61441600530464,-9.766498967944955,0.06864819031933214,0.09306415152640035,0.09461548738461685,1751.6041861872127
-15.517651192068858,-10.695755251511681,-9.839657426144822,0.06551464165166945,0.0989030317373516,0.09971845219562316,1752.3321278784547
-15.476998026181247,-10.643638896638802,-9.857263071585646,0.06935261620247152,0.0996444065976814,0.09560158811422817,1752.0243100230905
-15.486275468633584,-10.629487728985387,-9.810862974744607,0.06612779704239714,0.09791893003692657,0.10143275003348379,1751.8710669161958
-15.469952010619478,-10.716394453132917,-9.834392322522728,0.06832154333434066,0.09434975342374882,0.09772364438224801,1750.9482393080038
-15.511925294725884,-10.648054700173713,-9.832634616991342,0.07282338529424803,0.09060657029845388,0.09271759409834421,1751.431391204865
-15.454773377072671,-10.724686017694728,-9.775652379505397,0.06877033363660057,0.09663301076848817,0.09952551301372796,1748.512246337705
-15.477392495795051,-10.603775715653816,-9.852208801249828,0.07253542170294534,0.0955562618654588,0.09734880410952022,1751.2707507510145
-15.537254534236855,-10.62334041565333,-9.887485509365739,0.06560240449518612,0.09815818686248773,0.08984560693781565,1751.221767013118
-15.543496669252727,-10.718413099033873,-9.795238864441485,0.07810385989389652,0.09622954792130187,0.1005379376408662,1746.1102357220514
-15.582232272651511,-10.601411013312775,-9.86722203924078,0.07305657715950303,0.09946016370832575,0.09672839961531911,1749.4084079568145
-15.499583150182852,-10.70915252964688,-9.755513623627417,0.07387835174377183,0.09743361674807524,0.09766436096088904,1749.2304141263144
-15.49538875478447,-10.646687751929187,-9.858834469656893,0.0687634761564406,0.09524736723389436,0.09590820676782381,1753.5414712590182
-15.510471829361094,-10.67285389952723,-9.882156791650328,0.06543826824952775,0.09815187826625427,0.09049910876699349,1751.516445271429
-15.511746566760433,-10.756456801201104,-9.838101670023791,0.07669069996664421,0.09808044600151032,0.09718109472625,1746.6450921483313
-15.544449672860708,-10.589437226673049,-9.882204957927847,0.06559343119037682,0.10079865228268746,0.10281713147206722,1750.417364607984
-15.559104273236835,-10.552252418262302,-9.847565746530353,0.06991331033707325,0.09910173396844217,0.0949812133457805,1750.7380638665345
-15.543497577400274,-10.62522092953968,-9.868175028983336,0.06774993958999452,0.09161181308895691,0.09421256157279673,1752.9930498002352
-15.481184352255049,-10.703543244865406,-9.746202601772291,0.06909003311655178,0.09786848250166373,0.09251857658810822,1749.6066038671665
-15.498087083664759,-10.710941272739122,-9.881505072383211,0.06865382826401267,0.09694252360577495,0.09445079766901937,1752.0848549914178
-15.561602551763023,-10.65185659685314,-9.823966280091156,0.06808222110100182,0.09223999996595078,0.10507488643356501,1750.742053356661
-15.613991433321843,-10.711470556407543,-9.793119239476374,0.06923208672343482,0.09525863700610132,0.09374503145380053,1746.834339456681
-15.51644119534992,-10.626992523883706,-9.882560046276833,0.06716650805679293,0.10077115964187097,0.09279033515777334,1752.2837422100924
-15.558872684670822,-10.591435907218795,-9.864158445337672,0.06880107518683276,0.09968456999660211,0.11027035950272657,1747.2356846535731
-15.491138698891557,-10.601949509996588,-9.814937538023857,0.07104185249778244,0.09033272375612726,0.09799954528663746,1751.5022192203585
-15.509994478930228,-10.610090049336716,-9.880324105227254,0.06808776998984645,0.09986457267353302,0.09849286959426613,1752.7165964393384
-15.476827782850995,-10.69869984033181,-9.854786142217275,0.0685550769197085,0.0925838254884827,0.09370335556692254,1751.477181078623
-15.474875865286501,-10.568699908415422,-9.872442347864357,0.06834531477650777,0.0935969396447711,0.09745568567560378,1751.0299375514744
-15.526391617582819,-10.589346321709943,-9.918431117222896,0.06471875102667263,0.09721719262117176,0.09599843034913373,1751.3530784404463
-15.475218603580203,-10.654044685091572,-9.880524113720615,0.0686528952373104,0.09723928550767831,0.09987817907495362,1751.849570254863
-15.480042618668463,-10.685447913216006,-9.870091434112913,0.0694228683000643,0.08691430600641023,0.09557145454834197,1749.5701371194145
-15.547122429150773,-10.686571845872574,-9.76006655920692,0.07173275469025218,0.09407566156742013,0.09338544306977477,1750.766313358013
-15.53172994485727,-10.705227713050503,-9.831374724831173,0.07204082466924229,0.0944127640280296,0.09945203291221529,1751.7941213355923
-15.529733324223418,-10.631574950060589,-9.769711588243451,0.06647339960856258,0.10198018231164259,0.08942605732440538,1749.7974600859027
-15.503045340111006,-10.619168095938688,-9.763655663657026,0.06692121097485652,0.10686667828104943,0.09911769292823072,1748.8008910170718
-15.553953871335608,-10.567897603689065,-9.948764536787506,0.06723665917304032,0.09808991284407734,0.09676516986342276,1749.5870530530783
-15.517511783213894,-10.585582663272927,-9.861583608376698,0.06858280891331911,0.09462562902918319,0.10296278222877465,1752.0554644551503
-15.542377528034518,-10.613314346780808,-9.895013987634881,0.06803963051675924,0.09401693626530656,0.09936396571032352,1752.7887025471107
-15.556399549418021,-10.574935248636077,-9.885476929451194,0.07239131305679421,0.09392367401061485,0.09463729886888485,1750.5626711097027
-15.530209929471825,-10.553200802564643,-9.817640588065435,0.06861830454925046,0.09569788378776611,0.09957947548135375,1751.842979824895
-15.547036227394386,-10.501191599170918,-9.895676811766807,0.06828743299738757,0.09130588487852252,0.09536707182078304,1747.5238884482671
-15.546240298597612,-10.695096891269378,-9.802230650877364,0.07269781368370748,0.09683164873351255,0.0965233428350676,1751.428883199066
-15.525787688766378,-10.64096449080802,-9.904690735953944,0.06408971573495652,0.10212436472663046,0.10166466639403693,1750.0882805256335
-15.505410507569415,-10.578084044090785,-9.785438020438862,0.0700905345336514,0.09730205787618679,0.09418231325448112,1751.850406539309
-15.526933241821228,-10.686532017530931,-9.76767191653125,0.06773406125527594,0.09023947053860162,0.09982777798310909,1751.4792477532278
-15.516365507035593,-10.614530135751176,-9.844829372414132,0.07170793554603822,0.09131635743338999,0.09102780332236118,1751.5377509133987
-15.53915411212617,-10.665782432762935,-9.768123832175394,0.06428370214069573,0.09457707995427728,0.09616237316006968,1751.7851483628456
-15.504201182991999,-10.674256666389873,-9.874289682032323,0.0685720401935603,0.09485772718516945,0.09343862344790992,1753.1224778723765
-15.522569216600509,-10.681862691245579,-9.924735654016034,0.06847187214844379,0.09619004687199682,0.09759987833784203,1752.28538907077
-15.534236793685226,-10.673899324390225,-9.834777911754813,0.06785307686974908,0.09070934041035793,0.10106145217560764,1752.4599089502763
-15.495135820526917,-10.57119923335912,-9.778024961887166,0.06738487644740951,0.09500044893156227,0.0964250065658332,1751.7080687341702
-15.502145803827649,-10.557619543378806,-9.900957050806971,0.06974535239907534,0.10138139333341736,0.09570171567293063,1750.3129590829437
-15.528269201016784,-10.677039507140428,-9.727664437166812,0.06942710061859804,0.09610647540506405,0.09682875148417759,1751.2826688088132
-15.513758220433623,-10.685356482268839,-9.866927542851197,0.06471179248031894,0.0919535553978243,0.10019962567134053,1751.9416231724651
-15.505810708303677,-10.694433851686044,-9.946886326455791,0.06608341047512323,0.09988688603560474,0.09833950112374056,1750.1584514093192
-15.495473511639714,-10.642520013691335,-9.885253475459713,0.06902941193756046,0.09153950447595582,0.10096182388902904,1752.1791615072636
-15.536883820870687,-10.622482087350354,-9.855574335919004,0.06534819354550922,0.09597599189737922,0.09516039919514165,1753.2756305015514
-15.491518115672132,-10.61371753327628,-9.821172044203491,0.07029811120313964,0.0900850416453393,0.09229042437965211,1751.4351701813891
-15.532134338637293,-10.68249824871759,-9.877496671101785,0.06709250106946756,0.09818214669519615,0.09653208844118213,1753.100744195943
-15.533963752363624,-10.580102366206207,-9.851898998181921,0.06350809784206679,0.09233063218192056,0.10167318473239641,1750.4829269368977
-15.554159455023154,-10.67916205263875,-9.826631802440678,0.06869451367840804,0.09027888064079619,0.10068443729383418,1751.674182450213
-15.526388078413234,-10.603343071597871,-9.819287422704983,0.06908371705588479,0.09034007218800968,0.10459500752659287,1750.9493481114296
