# Date : 2018-03-22# Equipment : MACSQuant (Bjorkman lab)# User : gchure# Description :# A titration run of the DNA mutant Q21A with all RBS modifications as well as# a WT control with R=260.# These were coupled with an O2-regulated YFP.# Comments:date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
20180322,gchure,delta,O2,R0,500.0,12163.2971567623,0.0,1.0
20180322,gchure,auto,O2,R0,500.0,7216.548663212708,0.0,0.0
20180322,gchure,Q21A,O2,R60,500.0,12273.274801217956,60.0,1.0222323096876793
20180322,gchure,Q21A,O2,R260,500.0,12203.673234920807,260.0,1.0081621449344262
20180322,gchure,Q21A,O2,R1220,500.0,11642.790110413715,1220.0,0.8947779441329368
20180322,gchure,wt,O2,R260,500.0,11749.51740500172,260.0,0.9163531858755024
20180322,gchure,Q21A,O2,R124,1000.0,12151.187365613028,124.0,1.0373881248749657
20180322,gchure,Q21A,O2,R1220,1000.0,11651.881274367675,1220.0,0.9304140640401651
20180322,gchure,wt,O2,R260,1000.0,11756.826405614069,260.0,0.9528980814617577
20180322,gchure,auto,O2,R0,1000.0,7309.133079802847,0.0,0.0
20180322,gchure,Q21A,O2,R260,1000.0,12131.748560305357,260.0,1.0332234491820413
20180322,gchure,Q21A,O2,R60,1000.0,11845.56504280213,60.0,0.9719099311855947
20180322,gchure,delta,O2,R0,1000.0,11976.676663255554,0.0,1.0
20180322,gchure,Q21A,O2,R260,5000.0,11773.27871644479,260.0,1.0736244474232375
20180322,gchure,Q21A,O2,R60,5000.0,11546.432179284926,60.0,1.020536010793348
20180322,gchure,delta,O2,R0,5000.0,11458.681941544344,0.0,1.0
20180322,gchure,wt,O2,R260,5000.0,11106.310236489195,260.0,0.9175351620165871
20180322,gchure,auto,O2,R0,5000.0,7185.688582532031,0.0,0.0
20180322,gchure,Q21A,O2,R124,5000.0,11837.737831565652,124.0,1.0887096838617425
