# Date : 2018-01-25# Equipment : MACSQuant (Bjorkman lab)# User : gchure# Description :# A titration run of the DNA mutant Q21A with all RBS modifications as well as# a WT control with R=260.# These were coupled with an O2-regulated YFP.# Comments:date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
20180131,sbarnes,Y20I,O2,R1220,250.0,13744.957474795823,1220.0,1.0031451218457204
20180131,sbarnes,Y20I,O2,R260,250.0,13554.67300775793,260.0,0.9828669244838795
20180131,sbarnes,wt,O2,R260,250.0,12343.471215037913,260.0,0.8537918119425023
20180131,sbarnes,Y20I,O2,R60,250.0,13842.034424762587,60.0,1.013490399005519
20180131,sbarnes,Y20I,O2,R124,250.0,14022.110094023046,124.0,1.0326806672295774
20180131,sbarnes,delta,O2,R0,250.0,13715.444603237116,0.0,1.0
20180131,sbarnes,auto,O2,R0,250.0,4331.7472438275145,0.0,0.0
20180131,sbarnes,auto,O2,R0,500.0,4282.410470533904,0.0,0.0
20180131,sbarnes,Y20I,O2,R60,500.0,13036.954965834066,60.0,1.0189925385312955
20180131,sbarnes,wt,O2,R260,500.0,11462.12067817791,260.0,0.8356883826832818
20180131,sbarnes,Y20I,O2,R124,500.0,13523.01502320092,124.0,1.075567905987685
20180131,sbarnes,delta,O2,R0,500.0,12873.782992179988,0.0,1.0
20180131,sbarnes,Y20I,O2,R1220,500.0,12650.402218026158,1220.0,0.9739994077091851
20180131,sbarnes,Y20I,O2,R260,500.0,12819.235052301337,260.0,0.9936508468534896
20180131,sbarnes,Y20I,O2,R260,1000.0,11974.23849824791,260.0,0.9543838904831174
20180131,sbarnes,delta,O2,R0,1000.0,12340.28507671261,0.0,1.0
20180131,sbarnes,auto,O2,R0,1000.0,4315.782716877986,0.0,0.0
20180131,sbarnes,wt,O2,R260,1000.0,11879.354526862071,260.0,0.9425596094085967
20180131,sbarnes,Y20I,O2,R60,1000.0,12417.930394564619,60.0,1.0096760290383426
20180131,sbarnes,Y20I,O2,R1220,1000.0,12453.947050012755,1220.0,1.0141643641192086
20180131,sbarnes,Y20I,O2,R124,1000.0,12857.373665283474,124.0,1.0644387110107998
20180131,sbarnes,Y20I,O2,R124,5000.0,12069.808642714645,124.0,1.0724364434007723
20180131,sbarnes,Y20I,O2,R60,5000.0,11699.579348026748,60.0,1.021048456305744
20180131,sbarnes,Y20I,O2,R1220,5000.0,10735.813717177876,1220.0,0.88727736765528
20180131,sbarnes,Y20I,O2,R260,5000.0,11629.834102157476,260.0,1.0113677858507195
20180131,sbarnes,auto,O2,R0,5000.0,4343.345504478993,0.0,0.0
20180131,sbarnes,delta,O2,R0,5000.0,11547.93388431294,0.0,1.0
20180131,sbarnes,wt,O2,R260,5000.0,11277.352160084383,260.0,0.9624431390159733
