IPTGuM,class,delta_F,delta_F_max,delta_F_min,empirical_F,empirical_F_max,empirical_F_min,fc_mu_max,fc_mu_min,fc_mu_mode,mutant,operator,repressors
250.0,DBL,1.3195553150054522,1.8185956568191566,0.1257802729046411,-2.9622938508270025,-1.7685188087261914,-3.461334192640707,0.9769932490789046,0.8674607483684105,0.9508413242714621,Q21A-Q294K,O2,260.0
500.0,DBL,1.044897872875615,3.0216662072550404,-0.03261232006384329,-3.078144398038261,-2.0006342050988026,-5.054912732417686,0.9999877797655093,0.9151631554801174,0.955982166418843,Q21A-Q294K,O2,260.0
1000.0,DBL,2.6797682608043285,3.839913342643859,0.09758414137778182,-4.9418108498960365,-2.35962673046949,-6.101955931735567,0.9999902793635495,0.9356735657301538,0.9929089873679731,Q21A-Q294K,O2,260.0
5000.0,DBL,0.16077113270317955,3.216223550442934,-0.32867277542538487,-2.627112822554902,-2.1376689144263374,-5.6825652402946565,0.9999428167100887,0.9239820100449285,0.9325862616347615,Q21A-Q294K,O2,260.0
0.0,DBL,3.007673246678248,3.678512424604047,3.031469584077665,1.100393778029364,1.0765974406299472,0.4295546001035652,0.38943843518136156,0.24999764276584435,0.24966611953419238,Q21A-Q294V,O2,260.0
0.1,DBL,3.6082575365592513,3.926513886280138,3.3242366605758225,0.49530481251366143,0.7793256884970907,0.17704846279277475,0.4557946219796345,0.3144092691209681,0.37864468803617335,Q21A-Q294V,O2,260.0
5.0,DBL,2.7966798402906634,3.061903191830657,2.452990035933527,0.5677784459989071,0.9114682503560436,0.30255509445891343,0.4249329882341816,0.2866994817972982,0.36174959470372947,Q21A-Q294V,O2,260.0
10.0,DBL,1.972890606101248,2.3097244161479407,1.6975185723545045,0.5742283987457696,0.8496004324925128,0.23739458869907676,0.44092851293453983,0.2995166826460357,0.3602617175008729,Q21A-Q294V,O2,260.0
25.0,DBL,0.7146471812020432,1.1207284870807823,0.542831150102758,0.43319044681619245,0.6050064779154777,0.027109140937453226,0.4932231297904984,0.35319912756403016,0.39336474022767765,Q21A-Q294V,O2,260.0
50.0,DBL,0.06398371975988046,0.43410296985372193,-0.13513963886561706,0.03664250320501952,0.23576586183051704,-0.33347674688882195,0.5862444708689134,0.4450063242755474,0.4908403990382515,Q21A-Q294V,O2,260.0
75.0,DBL,0.06629258171420438,0.19772772159172347,-0.3775373108671837,-0.5134412092027547,-0.06961131662136665,-0.6448763490802738,0.655854932590578,0.5173958051002159,0.6256128271246516,Q21A-Q294V,O2,260.0
100.0,DBL,-0.1789499635746188,0.14662695850846996,-0.4726222347491671,-0.6159946658268785,-0.32232239465233015,-0.9415715879099672,0.7246293795782058,0.5853678692581181,0.6493070506413843,Q21A-Q294V,O2,260.0
250.0,DBL,0.49368871381355284,1.268231927836633,-0.23005535389555365,-2.136427249635103,-1.4126831819259966,-2.9109704636581832,0.9519077425740248,0.8097553139322524,0.8943936262950752,Q21A-Q294V,O2,260.0
500.0,DBL,0.011976058973587556,1.3774677800713775,-0.5046440121001201,-2.0452225841362335,-1.5286025130625258,-3.4107143052340234,0.9800077265284127,0.842783777482649,0.8854639966324303,Q21A-Q294V,O2,260.0
1000.0,DBL,2.3619314662084268,3.1406052975519962,-0.3792624174866992,-4.623974055300135,-1.8827801716050088,-5.402647886643704,0.999897924243964,0.9085837114739482,0.9902816548952865,Q21A-Q294V,O2,260.0
5000.0,DBL,-0.15430756368742626,0.5307021898609401,-1.0327789812998056,-2.312034126164296,-1.4335627085519167,-2.9970438797126624,0.9570411171387803,0.8136684498927572,0.909868808155935,Q21A-Q294V,O2,260.0
0.0,DBL,-0.2404408571941845,1.7779125806297205,-2.577146700093243,4.348507881901797,6.685213724800855,2.3301544440778916,0.06335246895795854,1.5071476218153634e-06,0.012761133936609936,Q21M-F164T,O2,260.0
0.1,DBL,0.39373471069062926,1.8764892947434455,-1.8934154518792239,3.7098276383822837,5.996977800952137,2.2270730543294674,0.06786913900118907,8.550497595849471e-06,0.02389670952861489,Q21M-F164T,O2,260.0
5.0,DBL,0.3076257703715828,1.1901267723786018,-2.656363971870901,3.056832515917988,6.020822258160472,2.174331513910969,0.07378151165657587,6.073133225148464e-05,0.04492340916665438,Q21M-F164T,O2,260.0
10.0,DBL,-2.0615900145689814,0.33897808376786864,-3.2586524771878604,4.608709019415999,5.805771482034878,2.2081409210791487,0.07844820263422081,1.8273974002447346e-05,0.009866359154037663,Q21M-F164T,O2,260.0
25.0,DBL,-1.4038673974287237,-0.4420731753125817,-2.3019224812350783,2.5517050254469593,3.449760109253314,1.5899108033308174,0.1538856041192984,0.02408220724517074,0.07231202370822498,Q21M-F164T,O2,260.0
50.0,DBL,-1.1547420826387738,-0.9886184443845711,-1.8905366322453914,1.2553683056036737,1.9911628552102913,1.0892446673494711,0.24446054770242243,0.11445973032594159,0.2217722429496769,Q21M-F164T,O2,260.0
75.0,DBL,-1.578501226350177,-1.1076143360660002,-1.7614312779982089,1.1313525988616266,1.3142826505096585,0.6604657085774498,0.3400307406606763,0.2112467582590547,0.24391156996416508,Q21M-F164T,O2,260.0
100.0,DBL,-1.5861865132619875,-1.2223278576482854,-1.7990274390127217,0.7912418838604902,1.0040828096112244,0.4273832282467882,0.3947513653077104,0.2681394499476282,0.31190207509193835,Q21M-F164T,O2,260.0
250.0,DBL,-1.5955131897089456,-1.3213977778159522,-1.8496021338689899,-0.047225346112604705,0.20686359804743965,-0.3213407580055979,0.5796509703520348,0.4484677359653543,0.511804142776986,Q21M-F164T,O2,260.0
500.0,DBL,-0.8684454779338482,-0.670014246497106,-1.3609170455550699,-1.1648010472287977,-0.672329479607576,-1.36323227866554,0.7985725854548632,0.664494634413465,0.7622039953045148,Q21M-F164T,O2,260.0
1000.0,DBL,-1.1916856919971843,-0.9532649237088893,-1.6124574017851492,-1.0703568970945236,-0.6495851873065589,-1.3087776653828187,0.790233173439992,0.6605909474057624,0.7446647818610611,Q21M-F164T,O2,260.0
5000.0,DBL,-1.2817322999383458,-0.9945605981477883,-1.6951431783098414,-1.1846093899133765,-0.7711985115418808,-1.471781091703934,0.8175628189270647,0.6885221557732633,0.7657755719614388,Q21M-F164T,O2,260.0
0.0,DBL,-0.28958107559006585,2.474384440602123,0.466392781914851,4.397648100297678,3.641674242792761,1.6336825841054892,0.13942171169093598,0.01393756404128943,0.012156646242259872,Q21M-Q294K,O2,260.0
0.1,DBL,1.6874319597702008,2.5241390883791417,0.549393637130553,2.416130389302712,3.55416871194236,1.5794232606937713,0.14566965318292668,0.01567669940211358,0.08195091491837136,Q21M-Q294K,O2,260.0
5.0,DBL,0.855541254301766,1.7404240922919048,-0.15289970500299965,2.5089170319878047,3.5173579912925703,1.624034193997666,0.1459686620406766,0.02185556458349469,0.07523542238784553,Q21M-Q294K,O2,260.0
10.0,DBL,-0.6190203719729754,0.8923780878441159,-0.8425545969066852,3.166139376819993,3.3896736017537026,1.6547409170029015,0.15006939390353102,0.025595935476252163,0.04046003084093852,Q21M-Q294K,O2,260.0
25.0,DBL,-0.9539112557854956,-0.34631670661568226,-1.8627589978576404,2.1017488838037313,3.010596625875876,1.494154334633918,0.16429256002931725,0.038607973260951445,0.10892695512183725,Q21M-Q294K,O2,260.0
50.0,DBL,-2.159003556302367,-1.288377389872991,-2.478349942389978,2.259629779267267,2.578976165354878,1.389003612837891,0.19119420624107897,0.06428449533663338,0.09452205050988616,Q21M-Q294K,O2,260.0
75.0,DBL,-2.4526083840501904,-1.8758866034125639,-3.189969396447029,2.00545975656164,2.7428207689584787,1.4287379759240135,0.1862450623085029,0.057326796578743955,0.11863087334943256,Q21M-Q294K,O2,260.0
100.0,DBL,-2.868564642258308,-2.1830799240912375,-3.3946601784832007,2.0736200128568107,2.5997155490817034,1.38813529468974,0.1924432263710837,0.06358297199333363,0.11168737992433497,Q21M-Q294K,O2,260.0
250.0,DBL,-3.095787687455325,-2.763406521903115,-3.7202865847059625,1.4530491516337751,2.0775480488844122,1.1206679860815647,0.23418543780814105,0.10137551116438703,0.18953274212905336,Q21M-Q294K,O2,260.0
500.0,DBL,-3.089359151580341,-2.7294137982075104,-3.4105610078804194,1.0561126264176952,1.3773144827177735,0.6961672730448645,0.3308288087734582,0.20001024621970864,0.25805303742041774,Q21M-Q294K,O2,260.0
1000.0,DBL,-2.816014069253746,-2.5295994087694025,-3.0788286896649204,0.5539714801620378,0.8167861005732123,0.26755681967769473,0.4332738642553867,0.30623601113442134,0.36494348703777235,Q21M-Q294K,O2,260.0
5000.0,DBL,-2.034683438554273,-1.5633639313112337,-2.1524027952255373,-0.431658251297449,-0.31393889462618496,-0.9029777585404887,0.7115610483218654,0.5778464083106089,0.6062695739319214,Q21M-Q294K,O2,260.0
0.0,DBL,1.2370553693976918,1.8018676976314962,-2.105103466365451,2.8710116553099203,6.213170491073063,2.306199327076116,0.06638328267419857,1.8371964615848668e-05,0.053605305752176924,Q21M-Q294V,O2,260.0
0.1,DBL,0.8540092908963639,2.022023038716147,-1.5949816716029126,3.249553058176549,5.6985440206758255,2.081539310356766,0.07983606242410313,8.278640811987259e-06,0.037342950890216664,Q21M-Q294V,O2,260.0
5.0,DBL,-0.21728370493284643,1.1540099880666097,-2.6655237165764056,3.581741991222417,6.029982002865976,2.210448298222961,0.07045150104629216,5.7227843126561595e-06,0.027073793931570278,Q21M-Q294V,O2,260.0
10.0,DBL,-1.1690951575668356,0.3441357525624933,-3.550936581328134,3.716214162413853,6.0980555861751515,2.202983252284524,0.07320404781211132,2.427605220756135e-05,0.023748191755542325,Q21M-Q294V,O2,260.0
25.0,DBL,-1.9172606902310951,-0.992433999105677,-4.35427062141677,3.0650983182493308,5.502108249435006,2.1402716271239126,0.08268114815430094,7.389489683129469e-05,0.04457009350138286,Q21M-Q294V,O2,260.0
50.0,DBL,-2.577284856325598,-1.9245469852327521,-5.2339451307818585,2.677911079290498,5.3345713537467585,2.025173208197652,0.09250978775728502,4.707457185493258e-05,0.06428942381861202,Q21M-Q294V,O2,260.0
75.0,DBL,-3.2983456630335115,-2.4745211860969247,-5.999214143763476,2.851197035544961,5.552065516274926,2.0273725586083744,0.08350123750120064,4.646757866988427e-05,0.05461947390119637,Q21M-Q294V,O2,260.0
100.0,DBL,-3.4162298484840177,-2.7190612782465218,-5.863825153150379,2.6212852190825204,5.068880523748882,1.9241166488450248,0.09798873339866887,8.461093201672654e-05,0.06778103960899551,Q21M-Q294V,O2,260.0
250.0,DBL,-3.3273084733319944,-3.0794111306358207,-4.326322924465629,1.6845699375104441,2.683584388644079,1.4366725948142702,0.18675255667093282,0.06150172450684366,0.1564912816793288,Q21M-Q294V,O2,260.0
500.0,DBL,-3.1014408125930206,-2.8547859994546725,-3.5835329384224206,1.0681942874303745,1.5502864132597745,0.8215394742920265,0.29819085791832745,0.16926009128966046,0.2557466324152865,Q21M-Q294V,O2,260.0
1000.0,DBL,-2.5488522831184106,-2.3482990223806253,-2.873833670871834,0.2868096940267028,0.6117910817801262,0.08625643328891713,0.47844925179445696,0.3516507362924619,0.4287850855673697,Q21M-Q294V,O2,260.0
5000.0,DBL,-2.0269734035935674,-1.726570655456451,-2.270451045850674,-0.4393682862581548,-0.19589064400104858,-0.7397710343952713,0.676945785735971,0.548816656694455,0.6081084957174215,Q21M-Q294V,O2,260.0
0.0,DBL,4.62938211268194,4.887744673981907,4.2790851131801695,-0.521315087974328,-0.1710180884725571,-0.7796776492742955,0.6856106358186018,0.5426506218627666,0.627455226410529,Y20I-F164T,O2,260.0
0.1,DBL,4.830034727510348,5.147097326105053,4.506215941492456,-0.7264723784374355,-0.4026535924195428,-1.0435349770321403,0.741782314367182,0.601700107043938,0.6740306834674852,Y20I-F164T,O2,260.0
5.0,DBL,4.810404792119838,5.096884416090991,4.235319125787335,-1.4459465058302678,-0.8708608394977645,-1.7324261298014203,0.856940303226534,0.7141370484406034,0.8093738132676404,Y20I-F164T,O2,260.0
10.0,DBL,3.9345717668702234,5.404994625239619,3.879270548647463,-1.3874527620232062,-1.3321515438004456,-2.8578756203926012,0.9561073831117344,0.8107890347801203,0.8001852797353478,Y20I-F164T,O2,260.0
25.0,DBL,4.166475666930035,6.857363999418694,3.2044481483266174,-3.0186380389117997,-2.0566105203083818,-5.709526371400458,0.999989682994386,0.9160431440429007,0.9534090642191599,Y20I-F164T,O2,260.0
50.0,DBL,3.743144560882618,6.946627924361097,2.6603314716725666,-3.642518337917718,-2.5597052487076666,-6.846001701396197,0.9999953388721932,0.952636251277508,0.974481909873769,Y20I-F164T,O2,260.0
75.0,DBL,5.029888321761693,7.067226999287795,2.5017480726348906,-5.477036949250244,-2.948896700123441,-7.514375626776346,0.9999973205025497,0.9655269959088537,0.9958357118577112,Y20I-F164T,O2,260.0
100.0,DBL,5.918207717297888,6.162327616168423,1.8498391983844833,-6.713152346699386,-2.6447838277859805,-6.9572722455699205,0.9999623678437117,0.9509709784513156,0.9987866454961355,Y20I-F164T,O2,260.0
250.0,DBL,1.6530938768056074,4.996543516868819,0.8697860707892207,-3.2958324126271576,-2.512524606610771,-6.639282052690369,0.9999852103654615,0.9453092634386706,0.9642855609165405,Y20I-F164T,O2,260.0
500.0,DBL,1.4855791010658232,4.531105638232558,0.2675086627988468,-3.518825626228469,-2.3007551879614927,-6.5643521633952036,0.9999894703366138,0.935190053504715,0.9712186950320449,Y20I-F164T,O2,260.0
1000.0,DBL,2.093638194477525,5.077473627758817,0.6374853430848701,-4.355680783569233,-2.899527932176578,-7.339516216850525,0.9999970712937325,0.9660688222697977,0.9873289172326557,Y20I-F164T,O2,260.0
5000.0,DBL,0.7528472216949367,3.1385156032269217,-0.4784183159184081,-3.219188911546659,-1.9879233739333142,-5.604857293078644,0.9999385338048001,0.9082995736231787,0.9615500385148272,Y20I-F164T,O2,260.0
0.0,DBL,9.903186437142,11.320034769069085,6.875838856253666,-5.795119412434388,-2.767771831546054,-7.211967744361474,0.9999979443808927,0.9613636783706355,0.9969668608143587,Y20I-Q294K,O2,260.0
0.1,DBL,8.343346214436483,10.913142253187143,6.610682577391749,-4.23978386536357,-2.5071202283188363,-6.809579904114231,0.9999958096307056,0.9486300245867407,0.9857940121572237,Y20I-Q294K,O2,260.0
5.0,DBL,6.915091113816635,9.657922707632817,5.439832808257078,-3.5506328275270644,-2.075374521967508,-6.293464421343247,0.9999842055703134,0.9250980065331825,0.9720945978620336,Y20I-Q294K,O2,260.0
10.0,DBL,5.072789091909309,6.876177491592434,4.2873138421146795,-2.525670087062291,-1.7401948372676619,-4.329058486745416,0.9989270742936541,0.8794033954173639,0.9259219095537405,Y20I-Q294K,O2,260.0
25.0,DBL,8.300889222026697,7.172543742118893,3.1935486594884894,-7.153051594008461,-2.045711031470254,-6.024706114100657,0.9999700953399898,0.9154250125977744,0.9992181391392517,Y20I-Q294K,O2,260.0
50.0,DBL,3.9936602782770865,5.709441778104243,2.0385735087522967,-3.8930340553121865,-1.9379472857873965,-5.608815555139343,0.9999835772531919,0.9071261542069108,0.9800237757863763,Y20I-Q294K,O2,260.0
75.0,DBL,3.273213931901489,5.517961160436245,1.7649599814192034,-3.7203625593900393,-2.2121086089077537,-5.965109787924796,0.9999613629648793,0.9247937476642568,0.9763477957939685,Y20I-Q294K,O2,260.0
100.0,DBL,2.906109573120329,4.432991329583294,1.0706251575928631,-3.701054202521826,-1.8655697869943604,-5.227935958984792,0.9999865639535326,0.8972264968232637,0.9758977872360217,Y20I-Q294K,O2,260.0
250.0,DBL,2.1993596692801103,4.5821556889149795,0.6163677021061691,-3.8420982051016606,-2.2591062379277194,-6.22489422473653,0.9999810658137503,0.9348164243082081,0.9790018296790536,Y20I-Q294K,O2,260.0
500.0,DBL,1.0829541560333125,3.4195999323910957,-0.09441155797446465,-3.1162006811959584,-1.9388349671881813,-5.452846457553742,0.9999795416236154,0.9071910814311374,0.9575560827571314,Y20I-Q294K,O2,260.0
1000.0,DBL,0.025514931027825316,2.493599648540753,-0.568337614296557,-2.2875575201195333,-1.693704974795151,-4.755642237632461,0.9998820972786001,0.882387525692627,0.9078413022987084,Y20I-Q294K,O2,260.0
5000.0,DBL,1.5060034468693848,3.73256859100844,-0.12080004095732644,-3.972345136721107,-2.345541648894396,-6.198910280860162,0.9999978656059978,0.9342648042902459,0.9815187631402544,Y20I-Q294K,O2,260.0
0.0,DBL,3.9714190265567004,4.219424804848593,3.6472430329606107,0.13664799815091178,0.46082399174700117,-0.11135778014098122,0.5278107119507695,0.3867903683270236,0.4658910593833011,Y20I-Q294V,O2,260.0
0.1,DBL,4.018855960501565,4.58656023162949,4.00474240376372,0.08470638857134831,0.09881994530919372,-0.4829978825565772,0.61845553075126,0.47531509852752607,0.4788360559228214,Y20I-Q294V,O2,260.0
5.0,DBL,3.677505042147022,3.86744903465447,3.2829934951857105,-0.31304675585745134,0.08146479110385998,-0.5029907483648997,0.6231619103300534,0.4796450581307474,0.5776287649349714,Y20I-Q294V,O2,260.0
10.0,DBL,2.7466193573586004,3.188180495954289,2.590676862515645,-0.1995003525115831,-0.04355785766862744,-0.6410614911072716,0.6569812452567457,0.5130593905033868,0.5497103232017387,Y20I-Q294V,O2,260.0
25.0,DBL,1.714090234277497,2.3767361453607876,1.6886266438251272,-0.5662526062592615,-0.5407890158068915,-1.228898517342552,0.7736257308992006,0.6319959438254438,0.637898034739175,Y20I-Q294V,O2,260.0
50.0,DBL,1.3303206869968682,1.9400347498524209,1.0697760787565342,-1.2296944640319682,-0.9691498557916343,-1.8394085268875209,0.8673214437017306,0.7301093707747599,0.7737650938552239,Y20I-Q294V,O2,260.0
75.0,DBL,1.3491615357870417,2.2678684556831024,0.8696375259440254,-1.796310163275592,-1.3167861534325758,-2.7150170831716527,0.9479854545195261,0.8030034988519125,0.8576991798630293,Y20I-Q294V,O2,260.0
100.0,DBL,2.026178885807621,2.7196886823774444,0.7408830516768221,-2.821123515209118,-1.5358276810783194,-3.5146333117789417,0.9782400242938507,0.8352685332892048,0.9438066824818708,Y20I-Q294V,O2,260.0
250.0,DBL,1.9225858159639153,4.575425384016616,0.6156472986832813,-3.5653243517854656,-2.2583858345048315,-6.218163919838166,0.9999732846729465,0.9259001744722204,0.9724903781287689,Y20I-Q294V,O2,260.0
500.0,DBL,1.2030319499946676,3.9042041055010603,0.15513284525094573,-3.2362784751573135,-2.1883793704135917,-5.937450630663706,0.9999990756338657,0.9235182232489908,0.9621769065778477,Y20I-Q294V,O2,260.0
1000.0,DBL,1.3767250424752309,4.5915462868296375,0.28803258599667636,-3.638767631566939,-2.5500751750883843,-6.8535888759213455,0.9999977176089531,0.9523500367683992,0.974388475198727,Y20I-Q294V,O2,260.0
5000.0,DBL,-0.3468866055462039,1.35252749505774,-0.8520838151704582,-2.1194550843055184,-1.6142578746812641,-3.8188691849094623,0.9848439573688814,0.8545647998139971,0.892779779142091,Y20I-Q294V,O2,260.0
0.0,DNA,3.964306676445954,4.483358406653297,3.6789394147060794,-1.3225767205317693,-1.0372094587918945,-1.8416284507391123,0.8708516300410095,0.7475707301068644,0.7896100862309181,Q21A,O2,60.0
0.1,DNA,3.9724697259262127,4.495475762666977,3.6694660224677973,-1.335244445646727,-1.0322407421883113,-1.858250482387491,0.8688503039894695,0.7423651368943783,0.7917068044368285,Q21A,O2,60.0
5.0,DNA,4.015634484256285,5.026810652254364,3.468331670724158,-2.1175132667601417,-1.5702104532280146,-3.12868943475822,0.9652655345280534,0.8396188053630111,0.8925937586912205,Q21A,O2,60.0
10.0,DNA,3.0436883508110717,3.9991303736189967,2.5989889028280837,-1.9629064147574815,-1.5182069667744937,-2.9183484375654065,0.954022213297469,0.8295123285522805,0.8768471491065453,Q21A,O2,60.0
25.0,DNA,1.919108945526872,3.436785449573985,1.3896860287015966,-2.2376083863020635,-1.7081854694767882,-3.7552848903491767,0.9844263740687673,0.859519497102012,0.9035762871484043,Q21A,O2,60.0
50.0,DNA,3.483228547128598,3.494559374543888,0.49792752902654924,-4.848939392957123,-1.8636383748550747,-4.8602702203724135,0.9998446359226967,0.9027513232945323,0.9922242513053295,Q21A,O2,60.0
75.0,DNA,0.617016637282652,4.012374221312254,0.30852079310423575,-2.5305023335646313,-2.222006489386215,-5.9258599175942335,0.999971346536323,0.9262526744770955,0.9262526744770955,Q21A,O2,60.0
100.0,DNA,0.4749242822226165,3.4348466343369566,-0.11584044502269641,-2.736205980417539,-2.1454412531722262,-5.696128332531879,0.9999909129270194,0.9274412901559282,0.9391295717277803,Q21A,O2,60.0
250.0,DNA,-0.10469682709321004,2.80336519195738,-0.9755805421890607,-3.0043787775217674,-2.133495062425917,-5.9124407965723575,0.9998814928075899,0.9237534245048944,0.9527715538038446,Q21A,O2,60.0
500.0,DNA,0.08837991448507188,2.271330526717807,-1.3281735752863666,-3.587963508441145,-2.1714100186697065,-5.77091412067388,0.9999424749805036,0.9286837424295169,0.9730896045342743,Q21A,O2,60.0
1000.0,DNA,0.6498515374067191,1.5030628690097618,-1.7046021338153472,-4.3782311952918525,-2.023777524069786,-5.231442526894895,0.9997261186564959,0.9099758901971292,0.9876079564374807,Q21A,O2,60.0
5000.0,DNA,-0.6379232300195343,1.9144964207576756,-1.7800206015687348,-3.2947555286256134,-2.152658157076413,-5.847175179402823,0.9999677306387111,0.9235575900025663,0.9642484556484283,Q21A,O2,60.0
0.0,DNA,3.9742690956748277,4.163096154261776,3.601874445903126,-0.6066021363777062,-0.23420748660600457,-0.7954291949646546,0.6889958935702764,0.5582856854703385,0.6471653143742998,Q21A,O2,124.0
0.1,DNA,3.9368594163093373,4.140026081698116,3.5928277169468466,-0.5736971326469148,-0.22966543328442404,-0.7768637980356933,0.6852374361833798,0.5574148362741611,0.6396158308069679,Q21A,O2,124.0
5.0,DNA,3.4960526915124435,3.8614817769782475,3.2379758764636155,-0.8719944706333631,-0.6139176555845355,-1.237423556099167,0.7754484262125168,0.6491820067248266,0.705160536309621,Q21A,O2,124.0
10.0,DNA,3.1068520654967746,3.4432783042141306,2.7103680734255233,-1.3001331260602478,-0.9036491339889967,-1.6365593647776038,0.8376879804994344,0.7124195282792998,0.7858573870879465,Q21A,O2,124.0
25.0,DNA,2.281016825725551,2.832112016201236,1.7250740577635078,-1.8735792631178063,-1.3176364951557626,-2.4246744535934908,0.9261245575835999,0.8008375562026253,0.8668718850776808,Q21A,O2,124.0
50.0,DNA,2.127829840114219,3.6944713882081217,1.086184458143477,-2.7676036825598094,-1.7259583005890675,-4.334245230653712,0.9989891353714208,0.8811573853949004,0.9408998744921753,Q21A,O2,124.0
75.0,DNA,2.033673529052113,4.181973236032048,0.783698867934512,-3.221222221951154,-1.971247560833553,-5.369521928931089,0.9999973110752106,0.9090642148491676,0.9616251426671973,Q21A,O2,124.0
100.0,DNA,1.3317916133947554,4.504638924797872,0.6543852790327054,-2.867136308206743,-2.189729973844693,-6.03998361960986,0.9999677441837136,0.928842826411389,0.9461977505497959,Q21A,O2,124.0
250.0,DNA,1.1759907058848156,4.235375036447132,0.1300898333038929,-3.5591293071168546,-2.513228434535932,-6.618513637679171,0.9999903822685438,0.9433409976950206,0.9723241570600868,Q21A,O2,124.0
500.0,DNA,-0.08691386459773254,3.4172676222273486,-0.5333229970264983,-2.686732725975402,-2.2403235935466363,-6.190914212800483,0.9999926204626397,0.9303816644426406,0.9362392183888968,Q21A,O2,124.0
