ep_RA.Q21M,ep_RA.Q21A,ep_RA.Y20I,sigma.1,sigma.2,sigma.3,logp
-15.04205679418259,-10.219214318484884,-9.616724217931704,0.012726321885900038,0.09852461884520251,0.12962301419551983,185.34121712085891
-14.802517108281014,-10.174007968893138,-9.493484505967231,0.017350295341258194,0.0777756847671729,0.12595869576578958,183.33638822436217
-14.808244809905938,-10.214853603890893,-9.52057476076931,0.016417348452850974,0.07817178738361993,0.12377687277356543,184.54411983419473
-15.197070960320216,-10.094291877525345,-9.924562571460699,0.015128500464767963,0.11192599081622613,0.1673745065234454,179.93243683417384
-15.045152746572546,-10.27166117006442,-9.80665654891808,0.01795352869348114,0.08400262416322528,0.1112347243559884,184.74010353892322
-15.602451269870702,-10.144422347317857,-9.765698637329736,0.01676289306258442,0.09267437621112176,0.13398540111550442,182.07394480951086
-14.972346893783689,-10.210529725612558,-9.92635416430613,0.014234369692567878,0.10379506034706698,0.10317269328908756,183.20272153871386
-14.724342293216498,-10.192147834498398,-9.83480687526175,0.017640291590676874,0.0695249082015108,0.14626465609183562,181.38457862605316
-15.004410706047343,-10.166184167184916,-9.68597167216299,0.013393199321863431,0.09803742506097746,0.16740732426824345,183.14382535019274
-15.026743850331458,-10.287538639745298,-9.818082611914573,0.02136977500237989,0.11874338001122389,0.12202857360541176,180.41397227405682
-14.968857289422933,-10.403858333586465,-9.71754093047503,0.01169946042552802,0.10084803260920715,0.11515210410485432,183.65350303069582
-14.780325912319519,-10.232307228231571,-9.72199118438226,0.013168304432201475,0.07906107280377267,0.10714447617409963,185.60844620988507
-14.908697506521422,-10.321848253435768,-9.514221011869932,0.01588378263875057,0.09311500822292103,0.12115058178651605,184.90003360180398
-15.113517498869182,-10.125172208748433,-9.604392657674948,0.014047297524481054,0.10579452288388039,0.11542578536426916,184.65131733327235
-14.964208375360885,-10.299884344415291,-9.52079892428887,0.011432826190614013,0.07869395997426698,0.13419389860392758,183.38470016649117
-14.690194286968946,-10.251856386808363,-9.599226813699245,0.015425548651629081,0.08964084576641507,0.13563269470354625,184.52683582001308
-14.798160721997217,-10.267842279218838,-9.676347519498503,0.012152745112369237,0.08744955745513895,0.13120420380631398,184.86593333932657
-15.057270860513258,-10.250891340978344,-9.647568035867128,0.016593785261060583,0.07393307087555535,0.14561626888663623,184.04617304578198
-15.003121841356776,-10.266582698902617,-9.672468190191044,0.01746548011100531,0.07657334633766873,0.12849512057587187,184.87251688659234
-15.85948666077214,-10.191555140993534,-9.524241205768334,0.016141854454582542,0.11529998200290714,0.10315753330721428,179.2737008436355
-15.043530031807714,-10.255967576533942,-9.745114878610162,0.01686452110126887,0.08393892754811257,0.10994430550496959,185.78823850458946
-14.748156264844745,-10.174739057554202,-9.733081572481757,0.016345563162646376,0.09336440486650573,0.09404921152497747,184.3580128056984
-14.847683356718628,-10.112516123122054,-9.724376251646632,0.016387844083272922,0.09555856486146894,0.11381560268795372,184.71490803839998
-14.769843068067821,-10.242866959234453,-9.570988111854906,0.014589145422630474,0.07635798755031047,0.10929845403158807,185.2063104903607
-14.816674872474291,-10.26708693738388,-9.813986976753627,0.01710873921547857,0.07703248266051085,0.12343623022619848,184.5475055036826
-15.035470613700848,-10.197101487146737,-9.465205386190137,0.014128581476176343,0.08995351998468545,0.1214002400495175,184.83128198619707
-14.905116062504598,-10.049926490029181,-9.420294548471649,0.01750139655355783,0.11277135399671369,0.15504515457364762,179.33584435616262
-15.327065325777482,-10.389650326349255,-9.757102868671842,0.014904304586930043,0.11711240721006828,0.1159582918015593,182.63373352669515
-14.964793000519137,-10.23216328912791,-9.704046260915103,0.01655077855574235,0.080060885659655,0.10036369861530826,185.70152242278326
-14.922814889217012,-10.356555212856765,-9.916798119875983,0.013652476598001695,0.12093318638655713,0.1329822745345261,182.03266429474087
-15.391658832390908,-10.23373726560744,-9.856283342342547,0.01467741749904809,0.09262501525046218,0.1304478426754419,183.63634730053914
-15.2733297297931,-10.304434767921183,-9.75398999809837,0.013527499795585873,0.0981294387862032,0.11599306180641042,184.82864245510706
-14.993930444240105,-10.151171809724122,-9.586815273891881,0.012851596334273413,0.09921923792042917,0.09256732651551176,184.10542747015185
-15.357417267083566,-10.22099360378941,-9.617021086276598,0.015671296982026794,0.06609166784637605,0.0891379637670995,181.34380363041726
-14.997127538848966,-10.284638101931913,-9.96393760282956,0.015407729770417069,0.12559202798455216,0.13006297713793677,181.2379887385891
-14.713302495886188,-10.228457801680104,-9.86640378300595,0.013322713633554134,0.09224412874715342,0.1413460444372256,183.43402993360314
-14.935692999180366,-10.2883692034703,-9.782416476674902,0.012035535601290516,0.08015759853161711,0.14049073020015107,184.35401611617758
-14.790544290404444,-10.219992625426594,-9.863786504472655,0.019328913374237998,0.07767084224216071,0.1164550643399488,182.76188368214238
-15.012132269202084,-10.485588632961607,-9.642494532822926,0.012015318214400203,0.09493881079089861,0.12175711643806662,181.8816134632433
-14.96548641652529,-10.166833583833293,-9.861038953971445,0.012707110395167469,0.0782236875079295,0.1408368607321169,183.71920912078167
-15.254260220469266,-10.318028996935206,-9.861338101749134,0.015190778844655221,0.129751983513439,0.08253176195276521,177.9217320239764
-14.934282685538657,-10.35077056665338,-9.526943601274848,0.014566389450660517,0.13241265600194474,0.09697443313514426,181.3895568297225
-14.891075611595715,-10.14530795763551,-9.583155892849012,0.013957900310168955,0.09248342061576167,0.10309771999908614,185.29751148674134
-15.14742668745383,-10.259705512855929,-9.863492857520331,0.01648540623195781,0.10089216631703513,0.17653192549268817,181.43369905917734
-14.864584175860573,-10.276716114782962,-9.275458855240647,0.012056650194220059,0.10647274819337268,0.11813620143741227,179.29304944846467
-15.313862435759102,-10.35094335849442,-9.688281120712947,0.017812773956836184,0.08251796977779298,0.08636990306665435,181.9834138670278
-14.873140882726362,-10.362187976841042,-9.68798305723443,0.015014872844042244,0.08663382391347697,0.08101566079585479,182.72826101513283
-15.16945045013247,-10.320733152332977,-9.732149269170355,0.013095084549090108,0.06085348787145385,0.10945184290330402,181.12733969524717
-15.364042521396502,-10.261957785104697,-9.671459242417775,0.015207289073830635,0.09539789201397227,0.09581800484809543,184.4369523501193
-14.90205000895167,-10.138161518433241,-9.717843053085868,0.01500065674625643,0.09274176393518947,0.1288893125421503,185.3310809508142
-14.972048542137017,-10.119237981204561,-9.69431730255816,0.016189059243525306,0.07888978869129333,0.12124300460203341,184.4522021077318
-15.04733332111887,-10.343208985898404,-9.571741543770765,0.012434280189182459,0.09914761364240832,0.11622717023562329,184.71276897079477
-15.575768267920626,-10.403740540944876,-9.789054472589454,0.01773479299199557,0.12522895786699642,0.12402537938122508,179.5588913006082
-15.011247106447799,-10.343094877244747,-9.864555448475373,0.014315198092250101,0.08982555996688263,0.1170665860477047,184.87735190344233
-15.068672267198673,-10.193792542715679,-9.574707341473017,0.015223203928001906,0.0852203857713983,0.110911985840501,185.81385574386607
-14.672845619403402,-10.227787886833132,-9.601698269550212,0.014207331127813201,0.0837777494315047,0.13728634177045995,184.16961073872423
-14.857885633103022,-10.213970528582259,-9.860006735216247,0.013705832851522534,0.06370451319111825,0.13183120637113782,182.1098544457498
-14.815720343247861,-10.157551855222735,-9.476195689341543,0.010451740715591443,0.09978284999161362,0.11513208493376893,180.41444049051512
-15.037698284421378,-10.20500910903683,-9.595969327100937,0.016722487478151735,0.08657970680404956,0.09950574927458872,185.2104297561136
-14.885745622958193,-10.192993191974903,-9.93154686737302,0.011703068715101789,0.09424696162918508,0.12888487833918097,182.89427885104118
-14.754633211915491,-10.272093124191755,-9.749800961163833,0.010963443211405006,0.09466223672964255,0.09113731553124248,181.74705758055393
-15.317252230084799,-10.209808854879341,-9.662786237175673,0.014062037685496845,0.07446440282651615,0.09787812655630337,184.18851615610302
-14.922101350611692,-10.279222592646487,-9.686092781130265,0.012541463099786678,0.09255556043225006,0.11031920152397326,186.11012394427357
-14.853504811827625,-10.21098179664963,-9.568197234660316,0.015227417976277873,0.09231949352457829,0.12724799803246828,185.5957344174562
-15.011524589463818,-10.356818391236656,-9.893245806926311,0.015005465251639271,0.0959455585699579,0.11360563462845658,184.05841316718715
-14.938400830585396,-10.14523133248651,-9.54975028266487,0.01597406034607457,0.09483667526062267,0.11487299986063111,184.92441178820798
-15.040187283820202,-10.268529387923763,-9.683452116769269,0.012969314047049459,0.09127996721088151,0.08755942600196252,184.7776796930465
-14.96875727558542,-10.350979010166455,-9.831376583110744,0.01342246873778942,0.09243731145193806,0.09657240928898514,184.2412100216456
-15.304465087610904,-10.214257964653017,-9.793568871857913,0.015483968053364912,0.09584481080590336,0.10541249274086303,184.65285971218862
-14.794518630678324,-10.305509378338163,-9.566084175602422,0.017362041442996877,0.0868098819578873,0.13656957710764697,184.1195414542482
-14.745522347958214,-10.23518602278475,-9.408567754429216,0.012452945153227703,0.1092628268101381,0.1316965248533179,181.528577212645
-14.873862131473704,-10.362392843682219,-9.762865295955507,0.016744572740949048,0.08689847706672621,0.09319562407635008,183.86517895403554
-14.804598032656608,-10.36808669885058,-9.576342984936097,0.015224918187854968,0.09047546897169516,0.09909540859921417,184.3452574009334
-14.972253425672724,-10.198263906343573,-9.645380769192185,0.014827309985520589,0.1042659101177998,0.15624898657016045,183.8724924239231
-14.883083679954163,-10.328690979422117,-9.856842356360247,0.014944280986485745,0.0940507896691935,0.12415069164905554,184.9022032445559
-15.03700266980432,-10.196786495322092,-9.562223329186203,0.01251036765562052,0.07552990730472077,0.1291230970321039,184.56090259403405
-14.939317056155831,-10.358245771191429,-9.622641979703143,0.015249107007105139,0.06894525131882077,0.10960575983681795,183.5094087836921
-15.231738386248747,-10.159084993416238,-9.739803007842843,0.01943917595559707,0.088841000049422,0.08748786501946715,181.72868215355967
-14.759782991449573,-10.339685865194394,-9.60103609695386,0.022390157005975134,0.08498985033459042,0.13267330067100905,180.7143107637101
-15.42593169439585,-10.253737380145637,-9.438371926542095,0.014709699703688992,0.07531334864510333,0.13929473476334395,181.93052304674322
-15.153846301038058,-10.374316182086446,-9.642834833577917,0.013701068154653774,0.10889903936868768,0.09553964012006626,183.72691180098616
-15.10664863519171,-10.262485953095789,-9.792198984978752,0.014645385292968684,0.09653657565927737,0.11230744037436126,185.7932246486494
-14.751657624491536,-10.34078298784337,-9.817371715053753,0.017303646853187096,0.08052313694066736,0.10537029545162648,183.5660783711055
-14.864731002810984,-10.409425366912533,-9.6198551179839,0.012849099795951112,0.10244664102550503,0.10132765719638488,183.86662808899797
-14.792818436270721,-10.176409471886346,-9.685164636392251,0.018163478900023407,0.1023435456150103,0.10935353795544545,184.20298425219326
-15.174111885438451,-10.228437380782195,-9.758804129230626,0.013605088473713134,0.08636895074966412,0.09725253506136845,185.35373002810354
-14.909215720238043,-10.314371205327044,-9.813603395001055,0.01149749265643955,0.08790194695670313,0.09902713268954026,183.7511300019595
-14.986106806103377,-10.092653461823586,-9.850999484985417,0.011514169513976939,0.09544035202074969,0.11525029673232677,182.60179568989557
-15.260798366533912,-10.23713335720043,-9.623583130594007,0.013365795444835826,0.10726391048592042,0.12047914972189819,184.3933585120825
-14.929003591309117,-10.218216619317088,-9.690542241392679,0.013087377253162016,0.10516407729973054,0.12352929017238368,185.53972208088044
-15.0050683715786,-10.293504268137307,-9.767618140541424,0.015365155724247952,0.09118799466363613,0.10537937767794192,186.01503287327353
-16.206080175572126,-10.172711826908603,-9.567098020687157,0.018632382014411097,0.09514182004378838,0.12664486450250387,179.32060975518576
-15.23322369516161,-10.252732316772102,-9.70425293399211,0.015593924721550264,0.08926742057766092,0.12528892742544367,185.5600206429943
-15.479618615109391,-10.369192054759944,-9.591014917550234,0.012672371518912878,0.11131387016336905,0.1462423821249312,179.90952787899585
-14.886151396946401,-10.335824074106263,-9.554905612687518,0.014695259952955958,0.07859304884872002,0.11499013837939637,185.08165936682002
-14.987437855953775,-10.375379676056044,-9.76089088779725,0.01382338344314396,0.1011698828641813,0.1331903604346781,184.57266467963544
-15.097679803990673,-10.042708292084166,-9.650448532954396,0.015939544959640964,0.0917487184210143,0.1221198004393267,183.1591717472928
-14.716809977165791,-10.191779899210028,-9.570970404434467,0.01780884752367663,0.08712966595454198,0.12365543165736097,184.0402707765534
-14.733969166756745,-10.14449975793045,-9.85252303289051,0.014650582007563357,0.07635372012093714,0.1309913067460678,183.1153179182025
-14.780970046139215,-10.027927501332465,-9.622828515254893,0.014479330894724094,0.11809352333774348,0.11216313783989089,182.3008500635977
-15.231087182801254,-10.256866766391205,-9.688699272158063,0.01348169035206992,0.10725447116885314,0.13792230368624214,184.0124264629559
-14.863239258432845,-10.269505599745877,-9.840858458982924,0.015221956271473247,0.08607728215869496,0.0941742338141706,184.4251091886479
-14.998199809476905,-10.367398277729082,-9.599104129556476,0.014924176625643264,0.09468526588905968,0.12626165926620483,185.10385815727
-15.069525102360846,-10.279600755441624,-9.593173110710794,0.015434811355842348,0.06374597675168825,0.10497002983050556,182.99890081878974
-15.055361294515741,-10.311907016174287,-9.68013853529775,0.01768524888780964,0.09175283290453941,0.09172899331191273,184.19622419566096
-15.1925967014316,-10.166839888435808,-9.551372753282324,0.013356926860340446,0.0696341003040294,0.10731615223428477,183.04397440187236
-14.86906010655913,-10.285647823184817,-9.765434906659408,0.01287459151757342,0.08984894305338936,0.12380883657867069,185.77685396953396
-14.744527629097416,-10.23553967268988,-9.631432495118736,0.01946209657104795,0.12921088528074332,0.12368415947704724,180.84782341514344
-15.043337757475076,-10.24825897632626,-9.588048704438819,0.013692707414623726,0.07890350059922994,0.10021148139215307,185.67137467710177
-14.75596272955286,-10.281644444505995,-9.778535906351738,0.015549930932849643,0.11315300696575213,0.11332038784823847,184.16595595730345
-14.86327029889189,-10.14741149568615,-9.72664545119373,0.019121274973872934,0.10819614783543455,0.09319914939798143,182.25575842885814
-15.112336754963048,-10.165004583039053,-9.790030491819955,0.014407757740798069,0.06743746439660524,0.11702004088089739,183.34238124783667
-15.094865180295505,-10.128217793192238,-9.630812733970846,0.014798393907199192,0.07397748067412392,0.11993854251667001,184.13714191919954
-15.233323703771326,-10.255438658628751,-9.66732042802241,0.016590981722468173,0.07847014546782803,0.10377824617996687,185.13360084810546
-15.075560935560373,-10.322895852464123,-9.6201281202975,0.014976212885584362,0.08020813855417022,0.1354588000384515,185.06469466944992
-14.796094235636938,-10.203811399588293,-9.6067077801234,0.016558063644476012,0.0966937416514741,0.09561020200732159,184.57510994329166
-15.153187696305203,-10.264378638608084,-9.768509878133166,0.015010213632841678,0.09098321318769213,0.15719345601283258,184.0235002487168
-15.192692227885283,-10.286896151889655,-9.706884671010343,0.012392286395698124,0.08719046643850088,0.10134910977922147,185.01865103301134
-15.32117504401756,-10.190641338357333,-9.266625720964477,0.014893345183821419,0.07170870004700892,0.10531311467356289,176.85944968518925
-14.737912536668892,-10.183704476838635,-9.620797244000947,0.018598601783205587,0.07647923318420899,0.09093046039494189,182.42291109659286
-14.943902556204351,-10.292740121368437,-9.705275580812524,0.01418591752732189,0.09121875256770752,0.10933036105951435,186.55325619299012
-14.859119950262109,-10.347988082236299,-9.59128275538414,0.01334663676939628,0.10852934033405894,0.11686772120311861,184.62293233195425
-14.89875644770423,-10.14238778198284,-9.983862313550196,0.012919264810162505,0.08826941253944859,0.19089271085985132,179.8514230256886
-15.04667016669798,-10.406897059373867,-9.759891106539854,0.015282571127269426,0.08445634907223215,0.14411960944153493,183.16789084692036
-14.89620647314257,-10.112471778062334,-9.765029136232794,0.01579379387022979,0.12790174597841233,0.1312713884536465,182.30816402911523
-15.12739468244095,-10.428832548212203,-9.663561581511965,0.01673131144008907,0.10049758992985942,0.1360114878376589,182.78640254542094
-14.679201199031597,-10.258417088891383,-9.527898101932745,0.011869651685405835,0.08202804385890358,0.13673593832959086,182.11588675956028
-14.92455290049334,-10.343081244134696,-9.768200178662898,0.013409374848417335,0.09763324017118191,0.11772518937684434,185.51199498501288
-14.711057012582648,-10.134122043391383,-9.441999074016108,0.013329584916607507,0.11195267598682103,0.14156620479764753,181.07189105482837
-14.768501979840092,-10.258489974507999,-9.510993913085352,0.015001802528494514,0.08398258928572741,0.11066564761220493,184.9422047385077
-15.155778880052798,-10.467666276220433,-10.069116629722776,0.012318890612903172,0.10283386827505493,0.15821371126623449,177.27146898491048
-15.10772847157028,-10.220105162114894,-9.866694114450798,0.016054118419008417,0.07547226468740444,0.12357129191839591,184.3044782762956
-14.89322045402404,-10.32412338774527,-9.683253964054643,0.017229641211098528,0.10077533020608548,0.11010876991098731,185.01125237644337
-14.862305623661292,-10.327728978427288,-9.887274806635729,0.015952341216778243,0.07704095632719933,0.12945330556675902,183.6981158562278
-14.888128454230127,-10.305940221357233,-9.77085998894521,0.012669436520232892,0.08033064548274146,0.1258896750836766,185.30444331294285
-14.911755041235795,-10.247439407316254,-9.553369088359656,0.01799242231250241,0.06944884588112601,0.20130906643590096,178.48118957833879
-15.023615883658001,-10.307837482466253,-9.852899730718852,0.01329763987268665,0.08626745530383265,0.11694256750774076,185.25691818168153
-14.845047409646817,-10.35891073456077,-9.594379361595918,0.016423839368967245,0.11761738451828917,0.10153809447804575,183.17449245790263
-15.644989589630445,-10.181951110629539,-9.816691161179792,0.01703911701829435,0.08224183608754519,0.14075328526820932,181.53140990248306
-15.092524981198228,-10.2062952570503,-9.669601701962288,0.014367726291443983,0.0728392121221397,0.14207950663445618,184.4333435582353
-15.653453976180302,-10.258518364981276,-9.65409863650869,0.016435156466462108,0.09281348339286516,0.10539009971500324,183.23446758088403
-15.009676750028591,-10.307766215741987,-9.75387928856688,0.013612435789987432,0.09906983072556505,0.16305915221861567,183.5357973143451
-14.79141211564753,-10.313106922648565,-9.84753378356451,0.013649567571990135,0.11134818176657778,0.12679292366837072,183.63033930628174
-15.10920443368294,-10.181107712254919,-9.635836820491996,0.017268263577845094,0.06614428161824439,0.139884005532143,181.88306115991838
-15.117139126396953,-10.210175576674978,-9.680389939439598,0.01680225171332253,0.08188049430937579,0.10988118613640242,185.63210847476216
-14.919274233011564,-10.264397089369243,-9.603872502001892,0.014982795899413202,0.09953100139476835,0.0969849590068787,185.44130967369333
-15.013945245524514,-10.21684406647614,-9.461332040867854,0.01727627053398657,0.09327667421426794,0.16145675627778716,182.3943164295413
-14.976674646841866,-10.299943792358286,-9.921926944326474,0.013516665687060904,0.09203968341929578,0.13583528015150148,184.20935126559743
-15.310015510378024,-10.344324990394139,-9.65227665003419,0.015013070439233231,0.09583078085851067,0.12146259754544213,184.58305969035615
-15.225760146515903,-10.233542256689569,-9.878103642430368,0.015591994781781745,0.084465951988377,0.09910298728183357,183.65005610444385
-14.896489009171194,-10.083702068853018,-9.611517609847644,0.011826089914660155,0.08602079856060889,0.10972099264709238,183.32933140114937
-14.694474832466202,-10.278402417649756,-9.664121254673054,0.01697066228226153,0.11490217446121699,0.10104351791534733,183.22249352007753
-14.82760402374856,-10.145096579352881,-9.54185695172185,0.015141933067913374,0.08409746035915305,0.10506969862838643,184.59050939240836
-14.920597739702275,-10.263189015081295,-9.555934504490054,0.012124125464343317,0.06649307172733981,0.09001728225211028,181.6702133953334
-14.962828625528365,-10.219232968256284,-9.591242807392987,0.014552958385553462,0.08414568692190925,0.12252984784954842,186.2257907956419
-14.8589097445337,-10.212636636179523,-9.537237105607522,0.013574448363079118,0.08553778075226545,0.08638236260437773,183.30172472384507
-14.956714308813053,-10.287785093659252,-9.916344649749842,0.011927795794821687,0.07973638526642995,0.12364319744239212,183.54563397336014
-14.764361847505008,-10.355664308791743,-9.679455598510986,0.015320674327543997,0.08175507575066274,0.11993582307268723,184.87541544471085
-15.195632449639575,-10.175628310604372,-9.807034779018313,0.015462647654293617,0.07504029746729968,0.1090057490251647,184.314835715203
-15.091023328829097,-10.175879529232379,-9.781069312499282,0.016028805746336004,0.08094759003559089,0.10401416174153785,185.1141035933332
-14.802649263852569,-10.348014682051282,-9.75797649599398,0.013662853548715952,0.09726342693298952,0.10963266994154368,185.17199218379878
-14.832507851432618,-10.318891226820998,-9.659832696701955,0.011841044053870192,0.10333227526559675,0.11791335934803354,184.33850956030406
-14.914030374315468,-10.1586482434208,-9.672618714325196,0.01810883129587441,0.10992378863143247,0.10201375865541214,183.64525797246762
-14.97865732133729,-10.278692153002254,-9.772219634539676,0.018444769015165504,0.09358081740065444,0.092758528316472,183.67516320100117
-14.82030941105031,-10.436555734015423,-9.402109127592396,0.014928594534661334,0.09395078509441672,0.13577159090508376,181.2596861593239
-16.139851900704226,-10.366332899640362,-9.557366858619886,0.01877877222450185,0.09295923268173749,0.14704074481728,178.0291040620007
-14.71511013838815,-10.13589984435425,-9.635171587851296,0.015080752529772059,0.0926796760422548,0.13935916979627166,183.81921542104706
-14.887372755606117,-10.299592125902535,-9.775414352977103,0.015638803749101537,0.08108880103350935,0.10712165167081121,185.73154457497205
-14.760804487444917,-10.08066528827154,-9.703688070721041,0.013354615565147394,0.08235660129007571,0.10904290569053392,183.4471035711398
-14.771622744152674,-10.21810621707156,-9.697755901727632,0.016710578439547607,0.10690341156755197,0.12287971743167268,184.5563233902401
-14.787270264121496,-10.241309072591555,-9.583557641465735,0.015665306019599298,0.07558495038712934,0.15545452381809222,183.46383897279398
-15.151291414675608,-10.193741656501084,-9.911725484815715,0.016347675641806062,0.09275633482841705,0.08760893847838037,180.82931808979112
-15.081208074529087,-10.18604400509868,-9.665880249627746,0.014696547451295233,0.0965615670894722,0.10411768178230262,185.95782089231048
-15.26539007174503,-10.141109742222493,-9.541441603874377,0.014919027067312879,0.08101415353572156,0.12956214308540456,183.68025350696644
-14.816754836040428,-10.307160198041345,-9.850494314578627,0.012113906111386259,0.07550827695585867,0.09804987092525404,182.8278583348472
-14.96020909773832,-10.107934539447118,-9.733132973955424,0.01543421915501852,0.10119920954680763,0.10327541514506626,184.76494222473872
-14.88099615024506,-10.237234001296091,-9.806438563544345,0.02117477761349944,0.0985646550572812,0.12678062713005242,182.15050980011927
-15.111591934831123,-10.345055020514911,-9.54002129811932,0.01426388540995589,0.08436339784532838,0.12138314520808866,184.90848483168782
-15.038271463732967,-10.242964238452087,-9.851561877008793,0.012295683025882485,0.10672493258806538,0.10860793400867665,183.96705158466668
-15.017315857434596,-10.252807319080631,-9.637922928532623,0.014260812784377233,0.09060255254824644,0.11877285187746212,186.5423332084977
-14.949096040386708,-10.32567846319712,-9.787376928817343,0.012053195980070132,0.11413631260960246,0.09748973133640694,183.16479444497196
-15.179244006004165,-10.161312513951067,-9.38458853036149,0.0150335524514254,0.09236651571954861,0.13388361993780326,182.65920103683968
-14.9658236689625,-10.311272539483825,-9.666219103003517,0.013401681413894842,0.09407462755560671,0.10067002054820787,185.99630588941488
-14.994132642111856,-10.23810903790529,-9.813097320398612,0.015421007990645384,0.07302920728842241,0.13048180081787583,184.80722104665728
-14.741094267920019,-10.324635712399154,-9.86003806336649,0.01926355002180539,0.0979781935282296,0.1107119217160277,182.306670594079
-14.706127895488713,-10.20578625624127,-9.779795222023086,0.013140898463141199,0.08051835228369443,0.11879606950542093,184.51572320054734
-14.678676042449062,-10.26003977383786,-9.690497934229189,0.019173622451206653,0.09569162265972533,0.1108931937591118,183.68623545323095
-14.851009862256488,-10.280920713421416,-9.62559313612155,0.014393950125925401,0.10197505800650963,0.10749176977907714,185.80075404359707
-15.576757807199389,-10.409896787176947,-9.73431212107898,0.016842225478860034,0.11417307652073352,0.11603718776573602,181.03897310717304
-14.68345400762922,-10.32645379988753,-9.638247885282718,0.01635172851457906,0.0730176612122175,0.125190909293256,183.39976740054408
-15.015758641650306,-10.116174504932848,-9.748868767117084,0.013754788298589457,0.07929611865716898,0.13338800774875909,184.1967133114196
-14.91726268327018,-10.166259976034024,-9.713445094486055,0.01326914585435074,0.08245419449227609,0.08326851823106317,183.56948854278792
-14.57082521268458,-10.453768553365562,-9.707359068858272,0.016407835846840794,0.09508587735800136,0.13347072484083988,180.3985628777405
-14.960071010589605,-10.162681465444397,-9.43775909964596,0.01994461138454401,0.08551798381453699,0.09957099573994245,180.43056243416564
-15.173591411520695,-10.333580894216686,-9.728941135852676,0.014693026557072985,0.08592645355854278,0.12648814324751398,185.3034024585979
-15.15828545828929,-10.102560601223544,-9.765792495203547,0.016130855594065772,0.09526357574617601,0.09164481934062647,183.11373291093952
