parameter,mean,median,mode,hpd_min,hpd_max,repressors,mutant,operator
ep_AI,0.2407564509495295,0.24311902369125005,0.24543239345444584,-1.7971522435295488,1.960927812816647,60.0,Q21M,O2
sigma,0.06489248559271582,0.06474780988418923,0.06423702732231824,0.057005683707603796,0.07314803143958225,60.0,Q21M,O2
lp__,257.3342317744896,257.62745831666416,258.7888353853816,255.10352922320854,258.7888353853816,60.0,Q21M,O2
ep_RA,-19.981213334330597,-19.959516561646403,-20.014941586388726,-21.968431004164117,-18.03274976656419,124.0,Q21M,O2
ep_AI,0.21420806383779945,0.23596684593034728,0.18049436904534377,-1.833957727005645,2.0994917400413597,124.0,Q21M,O2
sigma,0.06333007463363503,0.06321317753400647,0.06328315478167512,0.055053094253324365,0.07144661173593339,124.0,Q21M,O2
lp__,259.966119101345,260.2977205495768,261.48302369550265,257.53404208145696,261.48302369550265,124.0,Q21M,O2
ep_RA,-19.69620130467932,-19.68339862559321,-19.671809143848844,-21.573051399619644,-17.774882875970263,260.0,Q21M,O2
ep_AI,0.21248757305569319,0.234277704569692,0.23873870811783185,-1.67605934957119,2.11959949097606,260.0,Q21M,O2
sigma,0.048963482879325525,0.04881025516732179,0.048681768233217224,0.04203107128351642,0.054854485095791806,260.0,Q21M,O2
lp__,290.4043566116078,290.7282428877751,291.9298748883299,287.93558897591106,291.91818678309784,260.0,Q21M,O2
ep_RA,-19.50812460619743,-19.511863663480312,-19.527519186096256,-21.28314518692337,-17.4182013996005,1220.0,Q21M,O2
ep_AI,0.19040621335157415,0.18393500373422614,0.17112718909230845,-1.5840665954667594,2.2705191086044767,1220.0,Q21M,O2
sigma,0.03850820449927503,0.03845588562841068,0.03782035425967994,0.033758140683016885,0.043764042737484986,1220.0,Q21M,O2
lp__,318.89315577145726,319.19315142742545,320.41312841835315,316.46220092236763,320.40210915485943,1220.0,Q21M,O2
ep_RA,-10.177617512632736,-10.074226472137234,-10.044298819138282,-11.24457659152532,-9.341474290217858,60.0,Y20I,O2
ep_AI,0.45443833299016984,0.48418404577692686,0.569174788350729,-1.4691187936956218,2.4194611281362044,60.0,Y20I,O2
sigma,0.09258705901100983,0.09229551506366707,0.09198381660721135,0.07982190804501657,0.10537228899560415,60.0,Y20I,O2
lp__,194.2489846134477,194.58468983499256,195.8084766606793,191.7401385780306,195.80827480718514,60.0,Y20I,O2
ep_RA,-9.846842043642912,-9.792848019333976,-9.710000255247424,-10.32741972914192,-9.49189374878104,124.0,Y20I,O2
ep_AI,1.8593830898262356,1.971206170606842,2.539550897355019,-0.07197744516474197,3.352049253380977,124.0,Y20I,O2
sigma,0.07062333059251537,0.07034146116922024,0.06783810183667087,0.06059115944125945,0.08088177733907252,124.0,Y20I,O2
lp__,221.70589291537658,221.99685584740726,223.29592546079553,219.35557899595815,223.29592546079553,124.0,Y20I,O2
ep_RA,-9.910584212028393,-9.910316843537366,-9.913517935055058,-10.04439936897087,-9.764952506222558,260.0,Y20I,O2
ep_AI,4.439189675286625,4.44013348250917,4.446436871742384,4.057893363375245,4.80817499801368,260.0,Y20I,O2
sigma,0.07576527100973207,0.07537209355985182,0.07442589384181658,0.06628159051527083,0.08691293827392592,260.0,Y20I,O2
lp__,206.19468241346434,206.4992002762836,207.68304118914972,203.8068798094619,207.68304118914972,260.0,Y20I,O2
ep_RA,-9.767665328316328,-9.75475068636434,-9.742838293756467,-10.063334770959354,-9.500692757980515,1220.0,Y20I,O2
ep_AI,5.026117680311902,5.036701118719847,5.069797480760888,4.575319435073115,5.454233866518943,1220.0,Y20I,O2
sigma,0.09123591033341513,0.09096486533411711,0.08911480597361225,0.07899962803233686,0.1030552488736772,1220.0,Y20I,O2
lp__,183.76612563108395,184.10275191715903,185.29687254109757,181.24420662007446,185.2882947894319,1220.0,Y20I,O2
