,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
33,20180201,gchure,wt,O2,R260,50.0,10623.977279998835,260.0,0.5015690275514321
50,20180201,gchure,Y20I,O2,R260,50.0,14761.444921102382,260.0,0.931013020034029
51,20180201,gchure,auto,O2,R0,50.0,5791.622752748296,0.0,0.0
71,20180201,gchure,Y20I,O2,R60,50.0,14597.18725624298,60.0,0.9139640728247944
4,20180201,gchure,auto,O2,R0,75.0,5768.821769075028,0.0,0.0
5,20180201,gchure,Y20I,O2,R260,75.0,15194.986068710892,260.0,1.0341863415682762
35,20180201,gchure,Y20I,O2,R60,75.0,15048.216974113499,60.0,1.0180836524815995
42,20180201,gchure,Y20I,O2,R124,75.0,15446.18751398969,124.0,1.0617467675731123
55,20180201,gchure,Y20I,O2,R1220,75.0,13935.18912942942,1220.0,0.8959684253152411
80,20180201,gchure,wt,O2,R260,75.0,11164.051958806805,260.0,0.5919346612760576
82,20180201,gchure,delta,O2,R0,75.0,14883.39224903486,0.0,1.0
3,20180201,gchure,auto,O2,R0,100.0,5760.83140280213,0.0,0.0
11,20180201,gchure,delta,O2,R0,100.0,15039.668001083826,0.0,1.0
16,20180201,gchure,Y20I,O2,R60,100.0,15262.766055983247,60.0,1.0240437529572117
39,20180201,gchure,Y20I,O2,R1220,100.0,13993.610577509739,1220.0,0.8872641615687247
60,20180201,gchure,Y20I,O2,R124,100.0,15282.4520092747,124.0,1.0261653501082058
68,20180201,gchure,Y20I,O2,R260,100.0,15074.19410192911,260.0,1.0037209514877843
76,20180201,gchure,wt,O2,R260,100.0,12918.640582412654,260.0,0.7714123536711536
15,20180201,gchure,Y20I,O2,R1220,250.0,13475.319153306933,1220.0,0.8629031613233547
26,20180201,gchure,auto,O2,R0,250.0,5921.56785553712,0.0,0.0
37,20180201,gchure,delta,O2,R0,250.0,14675.448518328209,0.0,1.0
40,20180201,gchure,Y20I,O2,R60,250.0,14475.212645159983,60.0,0.9771260449072215
41,20180201,gchure,Y20I,O2,R260,250.0,15653.774242288546,260.0,1.1117590885284478
45,20180201,gchure,wt,O2,R260,250.0,13013.616929263444,260.0,0.8101605844218916
78,20180201,gchure,Y20I,O2,R124,250.0,14727.205528923589,124.0,1.0059124647215465
13,20180201,gchure,Y20I,O2,R124,500.0,14633.04518557173,124.0,1.0520671732325202
23,20180201,gchure,Y20I,O2,R260,500.0,14509.309681299635,260.0,1.0369897045716692
30,20180201,gchure,wt,O2,R260,500.0,13193.80152167047,260.0,0.8766918727845485
43,20180201,gchure,auto,O2,R0,500.0,5999.0983914356675,0.0,0.0
52,20180201,gchure,delta,O2,R0,500.0,14205.748131877526,0.0,1.0
61,20180201,gchure,Y20I,O2,R60,500.0,14532.38708217336,60.0,1.0398017413471636
79,20180201,gchure,Y20I,O2,R1220,500.0,13634.985644308597,1220.0,0.930451218752977
2,20180201,gchure,wt,O2,R260,1000.0,12887.531783310129,260.0,0.8720605769879606
7,20180201,gchure,auto,O2,R0,1000.0,6102.945250769789,0.0,0.0
8,20180201,gchure,Y20I,O2,R260,1000.0,13691.102132116333,260.0,0.975347935571914
18,20180201,gchure,Y20I,O2,R60,1000.0,13841.78136912121,60.0,0.9947155745182742
48,20180201,gchure,delta,O2,R0,1000.0,13882.893928158523,0.0,1.0
56,20180201,gchure,Y20I,O2,R1220,1000.0,13273.8195167132,1220.0,0.9217122841419884
74,20180201,gchure,Y20I,O2,R124,1000.0,14021.60918530049,124.0,1.01782984218715
6,20180201,gchure,Y20I,O2,R124,5000.0,13240.905551769212,124.0,0.9555088629792374
27,20180201,gchure,delta,O2,R0,5000.0,13576.032417149921,0.0,1.0
36,20180201,gchure,Y20I,O2,R1220,5000.0,12586.507228457212,1220.0,0.8686315383709685
69,20180201,gchure,wt,O2,R260,5000.0,11991.608857785603,260.0,0.7896533732127938
72,20180201,gchure,auto,O2,R0,5000.0,6043.591400317378,0.0,0.0
73,20180201,gchure,Y20I,O2,R260,5000.0,12825.461932736214,260.0,0.9003549469904341
83,20180201,gchure,Y20I,O2,R60,5000.0,12985.706538323051,60.0,0.9216288746891366
