,date,username,mutant,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
64,20180321,gchure,Y20I,O2,R124,500.0,17918.29131248808,124.0,0.9319576426956635
73,20180321,gchure,delta,O2,R0,500.0,18769.90889749616,0.0,1.0
75,20180321,gchure,Y20I,O2,R60,500.0,17354.569403617425,60.0,0.8869175117508619
3,20180321,gchure,Y20I,O2,R1220,1000.0,16646.65815881066,1220.0,1.0093660600511043
13,20180321,gchure,Y20I,O2,R124,1000.0,16589.762276972182,124.0,1.0037581057328089
20,20180321,gchure,wt,O2,R260,1000.0,14430.175235636472,260.0,0.7908979639641116
23,20180321,gchure,auto,O2,R0,1000.0,6406.066166632413,0.0,0.0
38,20180321,gchure,delta,O2,R0,1000.0,16551.634159734702,0.0,1.0
65,20180321,gchure,Y20I,O2,R60,1000.0,16504.54251070126,60.0,0.9953584019085517
70,20180321,gchure,Y20I,O2,R260,1000.0,16511.45804608712,260.0,0.996040033078986
5,20180321,gchure,Y20I,O2,R60,5000.0,14790.281456578807,60.0,1.0186017857939524
11,20180321,gchure,Y20I,O2,R260,5000.0,14950.926192014718,260.0,1.0377410362244337
44,20180321,gchure,wt,O2,R260,5000.0,13360.266299155124,260.0,0.8482294536845387
49,20180321,gchure,auto,O2,R0,5000.0,6240.677333482458,0.0,0.0
56,20180321,gchure,delta,O2,R0,5000.0,14634.147914758076,0.0,1.0
60,20180321,gchure,Y20I,O2,R1220,5000.0,15099.961846007529,1220.0,1.0554971780432045
68,20180321,gchure,Y20I,O2,R124,5000.0,13589.660063642745,124.0,0.8755594791211393
